Pack List,Item,Pick date,Pick From,Outlets,Total Outlets Need,From Storage,Additional,Planned Pick,Actual Pick,Pick by Variety,Unit,Pick Instruction,Assignee,Labor Time (hr)
Thursday 11/11/2021,"(חסה) רומית
Full-Size",11/11/2021,"Lettuce, hyd. רומית
Hyd. N > NE > Bed 4
4 of 68","חנות הגינה: 35,
Online Store: 7",42,0,0,42,45,,hd,,ניצון נהון,0
Thursday 11/11/2021,"בייבי מיקס
Full-Size",11/11/2021,"Lettuce: Salad Mix, Mesclun Mix
Ra.3 > R1 > Bed 314
4 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.3 > R3 > Bed 334
2 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.3 > R3 > Bed 336
1 of 38",חנות הגינה: 6,6,0,0,6,1.5,,kg,ֿלקטוף צעיר ויפה בלבד,ניצון נהון,0
Thursday 11/11/2021,"בייבי נפרדים
Full-Size",11/11/2021,,חנות הגינה: 6,6,0,0,6,6,חרדל Red Giant: 6,cs,,Nimrod Wald,0
Thursday 11/11/2021,"גרגר הנחלים
Full-Size",11/11/2021,"Cress, hyd. גרגר הנחלים
Hyd. N > NW > Bed 14
1 of 5","חנות הגינה: 6,
Online Store: 7",13,0,0,13,14,,cs,,נטע ברוג,0
Thursday 11/11/2021,"תבלין - נענע
Full-Size",11/11/2021,,חנות הגינה: 8,8,0,0,8,8,,bn,,ניצון נהון,0
Thursday 11/11/2021,"(ירק) עירית
Full-Size",11/11/2021,"Chives, hyd. common
Hyd. N > NE > Bed 5
3 of 3
Chives, Common
Ra.2 > C6m > Bed 204
2 of 3","חנות הגינה: 8,
Online Store: 1",9,0,0,9,9,,bn,,ניצון נהון,0
Tuesday 09/11/2021,"צנונית
Full-Size",09/11/2021,"Radishes, AZ-506 sisi
Ra.3 > R1 > Bed 312
4 of 26",Online Store: 10,10,0,0,10,8,,bn,לקטוף סלקטיבי בהתאם לגודל,Nimrod Wald,0
Tuesday 09/11/2021,"קייל
Full-Size",09/11/2021,"Kale, Lacinato (Dinosaur)
Zvika > zA > Beds 501-502
6 of 11",Online Store: 15,15,5,0,10,8,,bn,,Nimrod Wald,0
Tuesday 09/11/2021,"בייבי - רוקט
Baby Leaf",09/11/2021,"Arugula, Arugula
Ra.3 > R1 > Bed 315
6 of 26
Arugula, Arugula
Ra.3 > R3 > Bed 331
4 of 26
Arugula, Arugula
Ra.3 > R3 > Bed 332
3 of 26
Arugula, Arugula
Ra.3 > R3 > Bed 335
2 of 26",Online Store: 15,15,0,0,15,1.5,,kg,,Nimrod Wald,0
Monday 08/11/2021,"בייבי - רוקט
Baby Leaf",08/11/2021,"Arugula, Arugula
Ra.3 > R3 > Bed 331
4 of 26
Arugula, Arugula
Ra.3 > R3 > Bed 332
3 of 26
Arugula, Arugula
Ra.3 > R3 > Bed 335
2 of 26",חנות הגינה: 1,1,0,0,1,2,,kg,10 צרורות,נטע ברוג,0
Monday 08/11/2021,"עגבניה שרי
Ripe",08/11/2021,,חנות הגינה: 1,1,0,All ripe,1,1,,kg,,נטע ברוג,0
Monday 08/11/2021,"(חסה) אייסברג
Full-Size",08/11/2021,"Lettuce, hyd. אייסברג
Hyd. N > NE > Bed 2
5 of 68",חנות הגינה: 10,10,0,0,10,10,,hd,,נטע ברוג,0
Monday 08/11/2021,"קייל
Full-Size",08/11/2021,"Kale, Lacinato (Dinosaur)
Zvika > zA > Beds 501-502
6 of 11",חנות הגינה: 10,10,0,0,10,10,,bn,,נטע ברוג,0
Monday 08/11/2021,"(ירק) בצל ירוק
Full-Size",08/11/2021,"Onions: Scallions, hyd. Aldorado
Hyd. S > SW > Bed 30
17 of 17",חנות הגינה: 10,10,0,0,10,10,,bn,,נטע ברוג,0
Monday 08/11/2021,"(ירק) פטרוזיליה
Full-Size",08/11/2021,"Parsley, hyd. Borjo
Hyd. N > NW > Bed 9
2 of 8
Parsley, hyd. Borjo
Hyd. S > SW > Bed 24
1 of 8
Parsley, בורג'ו - נטע
Ra.2 > C2 > Beds 225-228
11 of 11",חנות הגינה: 15,15,0,0,15,15,,bn,,נטע ברוג,0
Monday 08/11/2021,"סלרי
Full-Size",08/11/2021,"Celery, hyd. Giant Dorato
Hyd. N > NE > Bed 8
1 of 12
Celery, hyd. ספרטקוס
Hyd. N > NE > Beds 6-7
9 of 9",חנות הגינה: 18,18,0,0,18,15,,bn,,נטע ברוג,0
Monday 08/11/2021,"תבלין - אזוב
Full-Size",08/11/2021,,חנות הגינה: 2,2,0,0,2,2,,bn,לקטוף מגוון תבלינים לפי מה שמוכן ויפה,נטע ברוג,0
Monday 08/11/2021,"(חסה) רומית
Full-Size",08/11/2021,"Lettuce, hyd. רומית
Hyd. N > NE > Bed 4
4 of 68",חנות הגינה: 25,25,0,0,25,25,,hd,,נטע ברוג,0
Monday 08/11/2021,תבלין - מרווה,08/11/2021,,חנות הגינה: 3,3,0,0,3,3,,bn,,נטע ברוג,0
Monday 08/11/2021,"קולרבי
Full-Size",08/11/2021,"Kohlrabi, Konmar
Ra.2 > C1 > Beds 215-216
8 of 8",חנות הגינה: 4,4,0,0,4,6.5,,kg,,נטע ברוג,0
Monday 08/11/2021,"מנגולד
Full-Size",08/11/2021,"Chard, hyd. מונופולי - ראש
Hyd. S > SW > Beds 26-28
12 of 12",חנות הגינה: 5,5,0,0,5,5,,bn,מנגולד עלים מהשדה אם יש מתנדבים יפים,נטע ברוג,0
Monday 08/11/2021,"(ירק) עירית
Full-Size",08/11/2021,"Chives, hyd. common
Hyd. N > NE > Bed 5
3 of 3
Chives, Common
Ra.2 > C6m > Bed 204
2 of 3",חנות הגינה: 5,5,0,0,5,5,,bn,,נטע ברוג,0
Monday 08/11/2021,"גרגר הנחלים
Full-Size",08/11/2021,,חנות הגינה: 5,5,0,0,5,5,,cs,,נטע ברוג,0
Monday 08/11/2021,"שומר
Full-Size",08/11/2021,"Fennel, Orion
Ra.2 > C1 > Beds 214-215
10 of 10",חנות הגינה: 5,5,0,0,5,3,,kg,,נטע ברוג,0
Monday 08/11/2021,"צנונית
Full-Size",08/11/2021,"Radishes, AZ-506 sisi
Ra.3 > R1 > Bed 312
4 of 26",חנות הגינה: 5,5,0,0,5,6,,bn,לקטוף סלקטיבי בהתאם לגודל,נטע ברוג,0
Monday 08/11/2021,"תבלין - נענע
Full-Size",08/11/2021,,חנות הגינה: 5,5,0,0,5,5,,bn,,נטע ברוג,0
Monday 08/11/2021,"(חסה) סלנובה
Full-Size",08/11/2021,"Lettuce, hyd. סלנובה
Hyd. N > NE > Bed 3
6 of 68
Lettuce, hyd. סלנובה
Hyd. S > SE > Bed 20
2 of 68",חנות הגינה: 6,6,0,0,6,6,,cs,,נטע ברוג,0
Monday 08/11/2021,"(ירק) שמיר
Leaf",08/11/2021,,חנות הגינה: 6,6,0,0,6,6,,bn,,נטע ברוג,0
Monday 08/11/2021,כרישה,08/11/2021,"Leeks, Alto
Ra.2 > C2 > Beds 221-222
5 of 5
Leeks, Alto
Ra.2 > C2 > Beds 223-224
3 of 5",חנות הגינה: 6,6,0,0,6,6,,bn,,נטע ברוג,0
Thursday 04/11/2021,כרישה,04/11/2021,"Leeks, hyd. Alto
Hyd. N > NW > Bed 11
4 of 5
Leeks, Alto
Ra.2 > C2 > Beds 223-224
3 of 5
Leeks, Alto
Zvika > zB > Beds 523-524
1 of 5",חנות הגינה: 1,1,0,All ripe,1,12,,bn,,נטע ברוג,0
Thursday 04/11/2021,"מנגולד
Full-Size",04/11/2021,"Chard, hyd. מונופולי - ראש
Hyd. S > SW > Beds 26-28
12 of 12",חנות הגינה: 10,10,0,0,10,7,,bn,,נטע ברוג,0
Thursday 04/11/2021,"קייל
Full-Size",04/11/2021,"Kale, Lacinato (Dinosaur)
Zvika > zA > Beds 501-502
6 of 11",חנות הגינה: 10,10,0,0,10,10,,bn,,נטע ברוג,0
Thursday 04/11/2021,"(ירק) בצל ירוק
Full-Size",04/11/2021,"Onions: Scallions, hyd. Aldorado
Hyd. S > SW > Bed 30
17 of 17",חנות הגינה: 10,10,0,0,10,20,,bn,,נטע ברוג,0
Thursday 04/11/2021,חציל,04/11/2021,"Eggplant, Meatball
Ra.2 > C2 > Beds 219-220
",חנות הגינה: 10,10,0,0,10,1,,kg,,נטע ברוג,0
Thursday 04/11/2021,"(חסה) אייסברג
Full-Size",04/11/2021,"Lettuce, hyd. אייסברג
Hyd. N > NE > Bed 2
5 of 68","חנות הגינה: 10,
Online Store: 30",40,0,0,40,40,,hd,,נטע ברוג,0
Thursday 04/11/2021,"(חסה) סלנובה
Full-Size",04/11/2021,"Lettuce, hyd. סלנובה
Hyd. N > NE > Bed 3
6 of 68
Lettuce, hyd. סלנובה
Hyd. S > SE > Bed 20
2 of 68",חנות הגינה: 15,15,0,0,15,15,,cs,,נטע ברוג,0
Thursday 04/11/2021,"בייבי - רוקט
Baby Leaf",04/11/2021,"Arugula, Arugula
Ra.3 > R3 > Bed 331
4 of 26
Arugula, Arugula
Ra.3 > R3 > Bed 332
3 of 26
Arugula, Arugula
Ra.3 > R3 > Bed 335
2 of 26","חנות הגינה: 15,
Online Store: 7",22,0,0,22,3,,kg,,Nimrod Wald,0
Thursday 04/11/2021,"בזיל
Full-Size",04/11/2021,"Basil, Sweet Thai
HH > C > Bed 16
4 of 7","חנות הגינה: 15,
סלים הרצליה: 6",21,0,0,21,10,,cs,,נטע ברוג,0
Thursday 04/11/2021,"סלרי
Full-Size",04/11/2021,"Celery, hyd. Giant Dorato
Hyd. N > NE > Bed 8
1 of 12
Celery, hyd. ספרטקוס
Hyd. N > NE > Beds 6-7
9 of 9","חנות הגינה: 15,
סלים הרצליה: 6,
Online Store: 25",46,0,0,46,46,,bn,,נטע ברוג,0
Thursday 04/11/2021,"(ירק) פטרוזיליה
Full-Size",04/11/2021,"Parsley, hyd. Borjo
Hyd. N > NW > Bed 9
2 of 8
Parsley, hyd. Borjo
Hyd. S > SW > Bed 24
1 of 8
Parsley, בורג'ו - נטע
Ra.2 > C2 > Beds 225-228
11 of 11","חנות הגינה: 25,
סלים הרצליה: 6",31,0,0,31,33,,bn,,נטע ברוג,0
Thursday 04/11/2021,"(חסה) רומית
Full-Size",04/11/2021,"Lettuce, hyd. רומית
Hyd. N > NE > Bed 4
4 of 68","חנות הגינה: 30,
סלים הרצליה: 6,
Online Store: 30",66,0,0,66,66,,hd,,נטע ברוג,0
Thursday 04/11/2021,"תבלין - נענע
Full-Size",04/11/2021,,חנות הגינה: 4,4,0,0,4,5,,bn,,נטע ברוג,0
Thursday 04/11/2021,"סלק
Full-Size Root",04/11/2021,"Beets, Ventu - כדורי F1 נטע
Ra.1 > L1 > Beds 111-112
1 of 9",חנות הגינה: 5,5,0,0,5,5,,bn,,Nimrod Wald,0
Thursday 04/11/2021,"(ירק) עירית
Full-Size",04/11/2021,"Chives, hyd. common
Hyd. N > NE > Bed 5
3 of 3
Chives, Common
Ra.2 > C6m > Bed 204
2 of 3",חנות הגינה: 6,6,0,0,6,6,,bn,,נטע ברוג,0
Thursday 04/11/2021,"בייבי מיקס
Full-Size",04/11/2021,"Lettuce: Salad Mix, Mesclun Mix
Ra.3 > R3 > Bed 334
2 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.3 > R3 > Bed 336
1 of 38",חנות הגינה: 7,7,0,0,7,3,,kg,ֿלקטוף צעיר ויפה בלבד,נטע ברוג,0
Thursday 04/11/2021,"צנונית
Full-Size",04/11/2021,"Radishes, AZ-506 sisi
Ra.3 > R1 > Bed 312
4 of 26",חנות הגינה: 7,7,0,0,7,10,,bn,לקטוף סלקטיבי בהתאם לגודל,נטע ברוג,0
Thursday 04/11/2021,"שומר
Full-Size",04/11/2021,"Fennel, Orion
Ra.2 > C1 > Beds 214-215
10 of 10",חנות הגינה: 8,8,0,0,8,8,,kg,,Nimrod Wald,0
Wednesday 03/11/2021,"סלרי
Full-Size",03/11/2021,"Celery, hyd. ספרטקוס
Hyd. N > NE > Beds 6-7
9 of 9",Online Store: 64,64,0,0,64,64,,bn,,Nimrod Wald,0
Monday 01/11/2021,"בייבי - רוקט
Baby Leaf",01/11/2021,"Arugula, Arugula
Ra.3 > R2 > Bed 317
1 of 26
Arugula, Arugula
Ra.3 > R3 > Bed 331
4 of 26
Arugula, Arugula
Ra.3 > R3 > Bed 332
3 of 26
Arugula, Arugula
Ra.3 > R3 > Bed 335
2 of 26",חנות הגינה: 0.5,0.5,0,0,0.5,2.5,,kg,"5 לקטוף צרורות
יש במקרר עוד 10 צרורות",נטע ברוג,0
Monday 01/11/2021,חציל,01/11/2021,"Eggplant, Meatball
Ra.2 > C2 > Beds 219-220
",חנות הגינה: 1,1,0,All ripe,1,2,,kg,,נטע ברוג,0
Monday 01/11/2021,כרישה,01/11/2021,"Leeks, hyd. Alto
Hyd. N > NW > Bed 11
4 of 5
Leeks, Alto
Ra.2 > C2 > Beds 223-224
3 of 5
Leeks, Alto
Zvika > zB > Beds 523-524
1 of 5",חנות הגינה: 1,1,0,All ripe,1,5,,bn,,נטע ברוג,0
Monday 01/11/2021,"(חסה) חמאה
Full-Size",01/11/2021,"Lettuce, hyd. פלנדריה - חמאה
Hyd. N > NE > Bed 1
3 of 68",חנות הגינה: 10,10,0,0,10,10,,hd,,נטע ברוג,0
Monday 01/11/2021,"(חסה) אייסברג
Full-Size",01/11/2021,"Lettuce, hyd. אייסברג
Hyd. N > NE > Bed 2
5 of 68",חנות הגינה: 10,10,0,0,10,5,,hd,,נטע ברוג,0
Monday 01/11/2021,"מנגולד
Full-Size",01/11/2021,"Chard, hyd. מונופולי - ראש
Hyd. S > SW > Beds 26-28
12 of 12",חנות הגינה: 10,10,0,0,10,5,,bn,,נטע ברוג,0
Monday 01/11/2021,"קייל
Full-Size",01/11/2021,"Kale, Lacinato (Dinosaur)
Zvika > zA > Beds 501-502
6 of 11",חנות הגינה: 10,10,0,0,10,6,,bn,,נטע ברוג,0
Monday 01/11/2021,"(חסה) סלנובה
Full-Size",01/11/2021,"Lettuce, hyd. סלנובה
Hyd. N > NE > Bed 3
6 of 68
Lettuce, hyd. סלנובה
Hyd. S > SE > Bed 20
2 of 68",חנות הגינה: 15,15,0,0,15,10,,cs,,נטע ברוג,0
Monday 01/11/2021,"בזיל
Full-Size",01/11/2021,,חנות הגינה: 15,15,0,0,15,5,,cs,,נטע ברוג,0
Monday 01/11/2021,"סלרי
Full-Size",01/11/2021,"Celery, hyd. Giant Dorato
Hyd. N > NE > Bed 8
1 of 12",חנות הגינה: 15,15,0,0,15,15,,bn,,נטע ברוג,0
Monday 01/11/2021,"(ירק) בצל ירוק
Full-Size",01/11/2021,"Onions: Scallions, hyd. Aldorado
Hyd. S > SW > Bed 30
17 of 17",חנות הגינה: 15,15,0,0,15,15,,bn,,נטע ברוג,0
Monday 01/11/2021,"(חסה) רומית
Full-Size",01/11/2021,"Lettuce, hyd. רומית
Hyd. N > NE > Bed 4
4 of 68",חנות הגינה: 20,20,0,0,20,12,,hd,,נטע ברוג,0
Monday 01/11/2021,"(ירק) פטרוזיליה
Full-Size",01/11/2021,"Parsley, hyd. Borjo
Hyd. N > NW > Bed 9
2 of 8
Parsley, hyd. Borjo
Hyd. S > SW > Bed 24
1 of 8
Parsley, בורג'ו - נטע
Ra.2 > C2 > Beds 225-228
11 of 11",חנות הגינה: 25,25,0,0,25,25,,bn,,נטע ברוג,0
Monday 01/11/2021,"צנונית
Full-Size",01/11/2021,"Radishes, AZ-506 sisi
Ra.3 > R1 > Bed 312
4 of 26",חנות הגינה: 5,5,0,0,5,6,,bn,לקטוף סלקטיבי בהתאם לגודל,נטע ברוג,0
Monday 01/11/2021,"(ירק) עירית
Full-Size",01/11/2021,"Chives, hyd. common
Hyd. N > NE > Bed 5
3 of 3
Chives, Common
Ra.2 > C6m > Bed 204
2 of 3",חנות הגינה: 6,6,0,0,6,6,,bn,,נטע ברוג,0
Monday 01/11/2021,"בייבי מיקס
Full-Size",01/11/2021,"Lettuce: Salad Mix, Mesclun Mix
Ra.3 > R3 > Bed 330
3 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.3 > R3 > Bed 334
2 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.3 > R3 > Bed 336
1 of 38",חנות הגינה: 6,6,0,0,6,3.6,,kg,ֿלקטוף צעיר ויפה בלבד,נטע ברוג,0
Monday 01/11/2021,"קולרבי
Full-Size",01/11/2021,"Kohlrabi, Konmar
Ra.2 > C1 > Beds 215-216
8 of 8",חנות הגינה: 6,6,0,0,6,7.3,,kg,,נטע ברוג,0
Monday 01/11/2021,"תבלין - נענע
Full-Size",01/11/2021,"Mint, Common Mint
Ra.3 > R6m > Bed 301
",חנות הגינה: 6,6,0,0,6,6,,bn,,נטע ברוג,0
Thursday 28/10/2021,"בייבי - רוקט
Baby Leaf",28/10/2021,"Arugula, Arugula
Ra.3 > R2 > Bed 317
1 of 26
Arugula, Arugula
Ra.3 > R2 > Bed 320
17 of 18
Arugula, Arugula
Ra.3 > R3 > Bed 331
4 of 26
Arugula, Arugula
Ra.3 > R3 > Bed 332
3 of 26
Arugula, Arugula
Ra.3 > R3 > Bed 335
2 of 26",חנות הגינה: 1,1,0,0,1,3,,kg,,ניצון נהון,0
Thursday 28/10/2021,חציל,28/10/2021,"Eggplant, Meatball
Ra.2 > C2 > Beds 219-220
",חנות הגינה: 1,1,0,All ripe,1,4,,kg,,ניצון נהון,0
Thursday 28/10/2021,כרישה,28/10/2021,"Leeks, hyd. Alto
Hyd. N > NW > Bed 11
4 of 5
Leeks, Alto
Ra.2 > C2 > Beds 223-224
3 of 5",חנות הגינה: 1,1,0,All ripe,1,6,,bn,,ניצון נהון,0
Thursday 28/10/2021,"סלרי
Full-Size",28/10/2021,"Celery, hyd. Giant Dorato
Hyd. N > NE > Bed 8
1 of 12",חנות הגינה: 10,10,0,0,10,10,,bn,,ניצון נהון,0
Thursday 28/10/2021,"(ירק) בצל ירוק
Full-Size",28/10/2021,"Onions: Scallions, hyd. Aldorado
Hyd. S > SW > Bed 30
17 of 17",חנות הגינה: 10,10,0,0,10,10,,bn,,ניצון נהון,0
Thursday 28/10/2021,"בזיל
Full-Size",28/10/2021,,חנות הגינה: 15,15,0,0,15,5,,cs,,ניצון נהון,0
Thursday 28/10/2021,"(חסה) רומית
Full-Size",28/10/2021,"Lettuce, hyd. רומית
Hyd. N > NE > Bed 4
4 of 68",חנות הגינה: 35,35,0,0,35,35,,hd,,ניצון נהון,0
Thursday 28/10/2021,"(ירק) עירית
Full-Size",28/10/2021,"Chives, hyd. common
Hyd. N > NE > Bed 5
3 of 3
Chives, Common
Ra.2 > C6m > Bed 204
2 of 3",חנות הגינה: 5,5,0,0,5,5,,bn,,ניצון נהון,0
Thursday 28/10/2021,"קייל
Full-Size",28/10/2021,"Kale, Lacinato (Dinosaur)
Zvika > zA > Beds 501-502
6 of 11",חנות הגינה: 5,5,0,0,5,6,,bn,,ניצון נהון,0
Thursday 28/10/2021,"צנונית
Full-Size",28/10/2021,"Radishes, French Breakfast
Ra.1 > L6m > Bed 102
11 of 25
Radishes, AZ-506 sisi
Ra.2 > C1 > Bed 213
8 of 25
Radishes, AZ-506 sisi
Ra.3 > R1 > Bed 312
4 of 26
Radishes, AZ-506 sisi
Ra.3 > R1 > Bed 313
2 of 26
Radishes, French Breakfast
Ra.3 > R3 > Bed 333
25 of 25
Radishes, AZ-506 sisi
Ra.3 > R6m > Bed 303
2 of 25
Radishes, French Breakfast
Zvika > zB > Bed 523
16 of 25",חנות הגינה: 5,5,0,0,5,1,,bn,לקטוף סלקטיבי בהתאם לגודל,ניצון נהון,0
Thursday 28/10/2021,"בייבי מיקס
Full-Size",28/10/2021,"Lettuce: Salad Mix, Mesclun Mix
Ra.3 > R3 > Bed 330
3 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.3 > R3 > Bed 334
2 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.3 > R3 > Bed 336
1 of 38",חנות הגינה: 6,6,0,0,6,5,,kg,ֿלקטוף צעיר ויפה בלבד,ניצון נהון,0
Thursday 28/10/2021,"מנגולד
Full-Size",28/10/2021,"Chard, hyd. מונופולי - ראש
Hyd. S > SW > Beds 26-28
12 of 12",חנות הגינה: 8,8,0,0,8,8,,bn,,ניצון נהון,0
Thursday 28/10/2021,"תבלין - נענע
Full-Size",28/10/2021,,חנות הגינה: 8,8,0,0,8,8,,bn,,ניצון נהון,0
Tuesday 26/10/2021,"(חסה) רומית
Full-Size",26/10/2021,"Lettuce, hyd. רומית
Hyd. S > SE > Beds 21-22
1 of 68",Online Store: 150,150,15,0,135,120,,hd,,ניצון נהון,0
Monday 25/10/2021,"בייבי - רוקט
Baby Leaf",25/10/2021,"Arugula, Arugula
Ra.3 > R2 > Bed 317
1 of 26
Arugula, Arugula
Ra.3 > R2 > Bed 320
17 of 18
Arugula, Arugula
Ra.3 > R3 > Bed 332
3 of 26
Arugula, Arugula
Ra.3 > R3 > Bed 335
2 of 26",חנות הגינה: 1,1,0,0,1,4,,kg,,ניצון נהון,0
Monday 25/10/2021,חציל,25/10/2021,"Eggplant, Meatball
Ra.2 > C2 > Beds 219-220
",חנות הגינה: 1,1,0,0,1,7,,kg,,ניצון נהון,0
Monday 25/10/2021,כרישה,25/10/2021,"Leeks, hyd. Alto
Hyd. N > NW > Bed 11
4 of 5
Leeks, Alto
Ra.2 > C2 > Beds 223-224
3 of 5",חנות הגינה: 1,1,0,All ripe,1,7,,bn,,ניצון נהון,0
Monday 25/10/2021,"מנגולד
Full-Size",25/10/2021,"Chard, hyd. מונופולי - ראש
Hyd. N > NE > Beds 1-2
11 of 12
Chard, hyd. מונופולי - ראש
Hyd. S > SW > Beds 26-28
12 of 12",חנות הגינה: 10,10,0,0,10,10,,bn,,ניצון נהון,0
Monday 25/10/2021,"סלרי
Full-Size",25/10/2021,"Celery, hyd. Giant Dorato
Hyd. N > NE > Bed 8
1 of 12","חנות הגינה: 10,
Online Store: 15",25,0,0,25,25,,bn,,ניצון נהון,0
Monday 25/10/2021,"(חסה) סלנובה
Full-Size",25/10/2021,,חנות הגינה: 15,15,0,0,15,15,hyd. סלנובה: 15,cs,,ניצון נהון,0
Monday 25/10/2021,"(ירק) בצל ירוק
Full-Size",25/10/2021,"Onions: Scallions, hyd. Aldorado
Hyd. S > SW > Bed 30
17 of 17",חנות הגינה: 15,15,0,0,15,15,,bn,,ניצון נהון,0
Monday 25/10/2021,"תבלין - אזוב
Full-Size",25/10/2021,,חנות הגינה: 2,2,0,0,2,2,,bn,לקטוף מגוון תבלינים לפי מה שמוכן ויפה,ניצון נהון,0
Monday 25/10/2021,תבלין - מרווה,25/10/2021,,חנות הגינה: 2,2,0,0,2,2,,bn,,ניצון נהון,0
Monday 25/10/2021,"בזיל
Full-Size",25/10/2021,"Basil, hyd. Prospera
Hyd. N > NW > Beds 13, 15
7 of 7","חנות הגינה: 20,
Online Store: 15",35,0,0,35,30,,cs,,ניצון נהון,0
Monday 25/10/2021,"(ירק) פטרוזיליה
Full-Size",25/10/2021,"Parsley, hyd. Borjo
Hyd. S > SW > Bed 24
1 of 8
Parsley, בורג'ו - נטע
Ra.2 > C2 > Beds 225-228
11 of 11","חנות הגינה: 25,
Online Store: 15",40,0,0,40,35,,bn,,ניצון נהון,0
Monday 25/10/2021,"(חסה) רומית
Full-Size",25/10/2021,,"חנות הגינה: 30,
Online Store: 25",55,0,0,55,55,hyd. רומית: 55,hd,,ניצון נהון,0
Monday 25/10/2021,"צנונית
Full-Size",25/10/2021,,חנות הגינה: 5,5,0,0,5,5,"AZ-506 sisi: 1.67,
French Breakfast: 1.67,
ice candle: 1.67",bn,לקטוף סלקטיבי בהתאם לגודל,ניצון נהון,0
Monday 25/10/2021,"בייבי מיקס
Full-Size",25/10/2021,"Lettuce: Salad Mix, Mesclun Mix
Ra.3 > R3 > Bed 334
2 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.3 > R3 > Bed 336
1 of 38",חנות הגינה: 5.5,5.5,0,0,5.5,4.5,,kg,ֿלקטוף צעיר ויפה בלבד,ניצון נהון,0
Monday 25/10/2021,"(ירק) עירית
Full-Size",25/10/2021,"Chives, hyd. common
Hyd. N > NE > Bed 5
3 of 3
Chives, Common
Ra.2 > C6m > Bed 204
2 of 3",חנות הגינה: 6,6,0,0,6,6,,bn,,ניצון נהון,0
Monday 25/10/2021,"קייל
Full-Size",25/10/2021,"Kale, Scarlet
Ra.3 > R2 > Bed 328
9 of 11
Kale, Lacinato (Dinosaur)
Zvika > zA > Beds 501-502
6 of 11",חנות הגינה: 6,6,0,0,6,8,,bn,,ניצון נהון,0
Monday 25/10/2021,"תבלין - נענע
Full-Size",25/10/2021,,חנות הגינה: 7,7,0,0,7,7,,bn,,ניצון נהון,0
Sunday 24/10/2021,"(חסה) סלנובה
Full-Size",24/10/2021,"Lettuce, hyd. סלנובה
Hyd. S > SE > Bed 20
2 of 68",Online Store: 20,20,0,0,20,5,,cs,,Nimrod Wald,0
Sunday 24/10/2021,"(חסה) רומית
Full-Size",24/10/2021,,Online Store: 30,30,0,0,30,30,"936 רומית: 5,
Bionda Degli Ortolani: 5,
hyd. ערבית - נהורה נטע: 5,
hyd. רומית: 5,
ערבית - רם שחר: 5,
ערבית צהובת עלים: 5",hd,,Nimrod Wald,0
Monday 18/10/2021,"בייבי - רוקט
Baby Leaf",18/10/2021,,חנות הגינה: 1,1,0,0,1,2.2,Arugula: 2.2,kg,,ניצון נהון,0
Monday 18/10/2021,"מנגולד
Full-Size",18/10/2021,"Chard, hyd. מונופולי - ראש
Hyd. N > NE > Beds 1-2
11 of 12
Chard, hyd. מונופולי - ראש
Hyd. S > SW > Beds 26-28
12 of 12",חנות הגינה: 10,10,0,0,10,10,,bn,,ניצון נהון,0
Monday 18/10/2021,"קייל
Full-Size",18/10/2021,"Kale, Scarlet
Ra.3 > R2 > Bed 328
9 of 11
Kale, Lacinato (Dinosaur)
Zvika > zA > Beds 501-502
6 of 11",חנות הגינה: 10,10,0,0,10,10,,bn,,ניצון נהון,0
Monday 18/10/2021,"(ירק) בצל ירוק
Full-Size",18/10/2021,"Onions: Scallions, hyd. Aldorado
Hyd. S > SW > Bed 30
17 of 17",חנות הגינה: 10,10,0,0,10,10,,bn,,ניצון נהון,0
Monday 18/10/2021,"סלרי
Full-Size",18/10/2021,"Celery, hyd. Giant Dorato
Hyd. N > NE > Bed 8
1 of 12",חנות הגינה: 12,12,0,0,12,14,,bn,,ניצון נהון,0
Monday 18/10/2021,"(חסה) סלנובה
Full-Size",18/10/2021,,חנות הגינה: 15,15,0,0,15,15,hyd. סלנובה: 15,cs,,ניצון נהון,0
Monday 18/10/2021,"בזיל
Full-Size",18/10/2021,,חנות הגינה: 15,15,0,0,15,8,hyd. Prospera: 8,cs,,ניצון נהון,0
Monday 18/10/2021,"(ירק) פטרוזיליה
Full-Size",18/10/2021,"Parsley, hyd. Borjo
Hyd. S > SW > Bed 24
1 of 8
Parsley, hyd. Borjo
Hyd. S > SW > Bed 24
10 of 11
Parsley, בורג'ו - נטע
Ra.2 > C2 > Beds 225-228
11 of 11",חנות הגינה: 20,20,0,0,20,20,,bn,,ניצון נהון,0
Monday 18/10/2021,"(חסה) רומית
Full-Size",18/10/2021,,חנות הגינה: 30,30,0,0,30,30,hyd. רומית: 30,hd,,ניצון נהון,0
Monday 18/10/2021,"בייבי מיקס
Full-Size",18/10/2021,"Lettuce: Salad Mix, Mesclun Mix
Ra.3 > R3 > Bed 334
2 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.3 > R3 > Bed 336
1 of 38",חנות הגינה: 4,4,0,0,4,3.3,,kg,ֿלקטוף צעיר ויפה בלבד,ניצון נהון,0
