Site Name,Field Name,Field Name Version,Block Name,Bed Number,Bed Length,1st Rotation Planting Name,1st Rotation Crop,1st Rotation Start Date,1st Rotation End Date,2nd Rotation Planting Name,2nd Rotation Crop,2nd Rotation Start Date,2nd Rotation End Date,3rd Rotation Planting Name,3rd Rotation Crop,3rd Rotation Start Date,3rd Rotation End Date,4th Rotation Planting Name,4th Rotation Crop,4th Rotation Start Date,4th Rotation End Date,5th Rotation Planting Name,5th Rotation Crop,5th Rotation Start Date,5th Rotation End Date,6th Rotation Planting Name,6th Rotation Crop,6th Rotation Start Date,6th Rotation End Date,7th Rotation Planting Name,7th Rotation Crop,7th Rotation Start Date,7th Rotation End Date,8th Rotation Planting Name,8th Rotation Crop,8th Rotation Start Date,8th Rotation End Date,9th Rotation Planting Name,9th Rotation Crop,9th Rotation Start Date,9th Rotation End Date
Ramim,Ra.1,,L2,24,,"Carrots, Nantes Half Long, Full-Size",Carrots,18/11/2020,02/05/2021,"Eggplant, Asian, Ping Tung Long",Eggplant,14/04/2021,01/11/2021,"Carrots, Nantes Half Long, Full-Size",Carrots,28/12/2021,14/08/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,25,,"Kale, גומן, Full-Size",Kale,02/12/2020,29/03/2021,"Tomatoes, Cherry, Lobelo - חישתיל מורכב, Ripe",Tomatoes,08/04/2021,04/10/2021,"Beets, Ventu - כדורי F1 נטע, Full-Size Root",Beets,08/09/2021,28/01/2022,"Beets, Chioggia Guardsmark, Full-Size Root",Beets,16/12/2021,05/06/2022,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,26,,"Parsley, בורג'ו - נטע, Full-Size",Parsley,13/08/2020,25/02/2021,"Beets, Bull's Blood, Full-Size Root",Beets,23/11/2020,01/04/2021,"Tomatoes, Cherry, ליקופן - מורשת, Ripe",Tomatoes,04/03/2021,07/09/2021,"Beets, Ventu - כדורי F1 נטע, Full-Size Root",Beets,08/09/2021,28/01/2022,"Beets, Chioggia Guardsmark, Full-Size Root",Beets,16/12/2021,05/06/2022,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,27,,"Chard, Fordhook Giant, Full-Size",Chard,30/12/2020,09/06/2021,"Tomatoes, Slicer, Marmande - מורשת יעל, Ripe",Tomatoes,04/03/2021,29/08/2021,"Peas, Snow, Norli, Full-Size",Peas,27/10/2021,08/03/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,28,,"Parsley Root, Hilmar",Parsley Root,24/09/2020,25/03/2021,"Tomatoes, Cherry, Lobelo - חישתיל מורכב, Ripe",Tomatoes,08/04/2021,04/10/2021,"Peas, Snow, Norli, Full-Size",Peas,27/10/2021,08/03/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,29,,"Arugula, Wild Rocket, Baby Leaf",Arugula,01/07/2020,11/02/2021,"Chard, Bright Lights, Full-Size",Chard,10/09/2020,16/05/2021,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,23/04/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,30,,"Chard, Fordhook Giant, Full-Size",Chard,22/10/2020,03/03/2021,"Tomatoes, Slicer, Marmande - מורשת יעל, Ripe",Tomatoes,18/01/2021,03/08/2021,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,23/04/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,31,,"New Zealand Spinach, Tetragonia Specialty",New Zealand Spinach,14/09/2020,10/03/2021,"Tomatoes, Paste, Cuore Di Bue, Ripe",Tomatoes,18/01/2021,03/08/2021,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,23/04/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,32,,"Beets, Forono - מוערך נטע, Full-Size Root",Beets,24/09/2020,15/02/2021,"Winter Squash, Atlas",Winter Squash,28/02/2021,02/08/2021,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,23/04/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L3,33,,"Winter Squash, Atlas",Winter Squash,28/02/2021,02/08/2021,"Garlic, Hardneck, שום ירוק, Scapes",Garlic,10/11/2021,26/04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L3,34,,"Winter Squash, Lunga Di Napoli",Winter Squash,28/02/2021,02/08/2021,"Garlic, Hardneck, שום ירוק, Scapes",Garlic,10/11/2021,26/04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L3,35,,"Winter Squash, Lunga Di Napoli",Winter Squash,28/02/2021,02/08/2021,"Garlic, Hardneck, שום ירוק, Scapes",Garlic,10/11/2021,26/04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,1,,"Beets, MIX עלי ביבי, Baby Leaf Greens",Beets,07/10/2020,03/03/2021,"Beans: Bush & Pole, Pole, Blauhilde, Fresh",Beans: Bush & Pole,07/04/2021,16/08/2021,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,18/04/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,2,,"Arugula, Wild Rocket, Baby Leaf",Arugula,02/09/2020,11/02/2021,"Dill, אמליה, Leaf",Dill,14/10/2020,03/03/2021,"Beans: Bush & Pole, Pole, Blauhilde, Fresh",Beans: Bush & Pole,07/04/2021,16/08/2021,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,18/04/2022,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,3,,"Onions: Scallions, אלדורדו, Full-Size",Onions: Scallions,30/12/2020,05/03/2021,"Beans: Bush & Pole, Pole, Blauhilde, Fresh",Beans: Bush & Pole,07/04/2021,16/08/2021,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,18/04/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,4,,"Chives, Common, Full-Size",Chives,30/11/2020,03/01/2022,"Chives, Garlic, Garlic Geisha, Full-Size",Chives,20/08/2021,13/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,5,,"Turnips, Generic Variety, Full-Size",Turnips,07/10/2020,11/01/2021,"Lettuce: Salad Mix, Nussly, Full-Size",Lettuce: Salad Mix,09/12/2020,05/05/2021,"Chard, מונופולי - ראש (שדה), Full-Size",Chard,08/09/2021,06/02/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,6,,"Chives, Generic Variety, Full-Size",Chives,13/09/2020,20/02/2021,"Winter Squash, Burpee's Bush Table Queen",Winter Squash,18/03/2021,16/06/2021,"Chard, מונופולי - ראש (שדה), Full-Size",Chard,08/09/2021,06/02/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,7,,"Cress, Watercress, Full-Size",Cress,23/09/2020,03/03/2021,"Winter Squash, Burpee's Bush Table Queen",Winter Squash,18/03/2021,16/06/2021,"Celery, ספרטקוס, Full-Size",Celery,10/11/2021,22/05/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,8,,"Spinach, Regata ריגאטה, Full-Size",Spinach,09/12/2020,23/04/2021,"Beans: Bush & Pole, Bush, Speedy, Fresh",Beans: Bush & Pole,13/05/2021,25/07/2021,"Radishes, French Breakfast, Full-Size",Radishes,28/12/2021,23/03/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,9,,"Fennel, Orion, Full-Size",Fennel,24/09/2020,15/03/2021,"Winter Squash, Burpee's Bush Table Queen",Winter Squash,18/03/2021,16/06/2021,"Garlic, Hardneck, שום ירוק, Scapes",Garlic,06/10/2021,20/04/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,10,,"Lettuce, Butterhead, May queen - Regina di Maggio, Full-Size",Lettuce,13/10/2020,01/02/2021,"Beets, Chioggia Guardsmark, Full-Size Root",Beets,06/01/2021,06/06/2021,"Garlic, Hardneck, שום ירוק, Scapes",Garlic,06/10/2021,20/04/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,11,,"Lettuce, Red Leaf, Samba - אדומה, Full-Size",Lettuce,13/07/2020,07/01/2021,"Spinach, Regata ריגאטה, Full-Size",Spinach,31/12/2020,22/04/2021,"Peppers, Sweet, וולטה - מוארך, Ripe",Peppers,21/04/2021,02/11/2021,"Cilantro, Santirini - נטע, Coriander",Cilantro,07/12/2021,13/05/2022,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,12,,"Spinach, Regata ריגאטה, Full-Size",Spinach,31/12/2020,22/04/2021,"Peppers, Sweet, וולטה - מוארך, Ripe",Peppers,21/04/2021,02/11/2021,"Cilantro, Santirini - נטע, Leaf",Cilantro,24/11/2021,29/04/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,13,,"Radishes, French Breakfast, Full-Size",Radishes,09/12/2020,10/02/2021,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,06/01/2021,26/05/2021,"Cilantro, Generic Variety, Leaf",Cilantro,13/01/2021,13/02/2021,"Peppers, Sweet, Sweet Bite, Early",Peppers,26/05/2021,02/11/2021,"Lettuce: Salad Mix, נטע מיקס - Luna Nera+Cavalo, Full-Size",Lettuce: Salad Mix,10/11/2021,15/03/2022,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,14,,"Carrots, Purple Haze, Full-Size",Carrots,31/12/2020,22/06/2021,"Fennel, Orion, Full-Size",Fennel,25/08/2021,29/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,15,,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,19/10/2020,16/03/2021,"Carrots, Generic Variety, Full-Size",Carrots,10/03/2021,25/06/2021,"Fennel, Orion, Full-Size",Fennel,25/08/2021,29/12/2021,"Kohlrabi, Konmar, Full-Size",Kohlrabi,25/08/2021,21/12/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,16,,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,19/10/2020,16/03/2021,"Carrots, Generic Variety, Full-Size",Carrots,10/03/2021,25/06/2021,"Kohlrabi, Konmar, Full-Size",Kohlrabi,25/08/2021,21/12/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,17,,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,18/11/2020,27/04/2021,"Peppers, Hot, Thai Red Chili, Ripe",Peppers,29/04/2021,24/11/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,18,,"Arugula, Arugula, Baby Leaf",Arugula,02/12/2020,22/03/2021,"Peppers, Mild, ברק, Ripe",Peppers,25/03/2021,09/11/2021,"Peppers, Hot, אלטר - לפיד, Ripe",Peppers,25/03/2021,24/11/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,19,,"Parsley, בורג'ו - נטע, Full-Size",Parsley,01/09/2020,20/01/2021,"Dill, אמליה, Leaf",Dill,09/12/2020,06/04/2021,"Eggplant, European, Meatball",Eggplant,24/02/2021,24/11/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,20,,"Kohlrabi, Generic Variety, Full-Size",Kohlrabi,02/11/2020,22/03/2021,"Eggplant, European, Meatball",Eggplant,24/02/2021,24/11/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,21,,"Tatsoi, Tatsoi, Baby Leaf",Tatsoi,02/12/2020,22/01/2021,"Kale, Red Russian, Baby Leaf",Kale,02/12/2020,22/03/2021,"Sorrel, Generic Variety, Baby Leaf",Sorrel,12/01/2021,02/07/2021,"Leeks, Alto",Leeks,21/07/2021,17/01/2022,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,22,,"Mustard, Red Giant, Baby Leaf",Mustard,02/12/2020,22/03/2021,"Mizuna, mix red&green, Baby Leaf",Mizuna,02/12/2020,22/03/2021,"Radishes, Nero Tondo, Full-Size",Radishes,25/03/2021,08/07/2021,"Radishes, Daikon Long, Full-Size",Radishes,25/03/2021,04/07/2021,"Leeks, Alto",Leeks,21/07/2021,17/01/2022,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,23,,"Pac Choi (Bok Choy), Generic Variety, Full-Size",Pac Choi (Bok Choy),18/11/2020,09/01/2021,"Carrots, Nantes Half Long, Full-Size",Carrots,31/12/2020,08/05/2021,"Leeks, Alto",Leeks,30/05/2021,21/11/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,28/12/2021,12/04/2022,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,24,,"Parsley, Green Perle - מסולסלת, Full-Size",Parsley,04/05/2020,11/01/2021,"Parsley, בורג'ו - נטע, Full-Size",Parsley,04/05/2020,11/01/2021,"Lettuce: Salad Mix, נטע מיקס - Luna Nera+Cavalo, Full-Size",Lettuce: Salad Mix,13/01/2021,16/05/2021,"Leeks, Alto",Leeks,30/05/2021,21/11/2021,"Arugula, Arugula, Baby Leaf",Arugula,28/12/2021,10/04/2022,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,25,,"Spinach, Regata ריגאטה, Full-Size",Spinach,05/10/2020,01/04/2021,"Chard, Bright Lights, Full-Size",Chard,14/04/2021,02/08/2021,"Parsley, בורג'ו - נטע, Full-Size",Parsley,19/06/2021,23/03/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,26,,"Spinach, Regata ריגאטה, Full-Size",Spinach,29/10/2020,17/04/2021,"Chard, Bright Lights, Full-Size",Chard,14/04/2021,02/08/2021,"Parsley, בורג'ו - נטע, Full-Size",Parsley,19/06/2021,23/03/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,27,,"Carrots, Nantes Half Long, Full-Size",Carrots,29/10/2020,15/03/2021,"Cabbage, ירוק, Full-Size",Cabbage,17/02/2021,01/07/2021,"Parsley, בורג'ו - נטע, Full-Size",Parsley,19/06/2021,23/03/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,28,,"Lettuce, Red Leaf, Samba - אדומה, Full-Size",Lettuce,19/10/2020,08/02/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,10/02/2021,26/04/2021,"Fennel, Orion, Full-Size",Fennel,17/02/2021,28/08/2021,"Parsley, בורג'ו - נטע, Full-Size",Parsley,19/06/2021,23/03/2022,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R6m,1,,"Peas, Snap, Sugar Snap, Full-Size",Peas,02/11/2020,01/04/2021,"Lettuce, Butterhead, May queen - Regina di Maggio, Full-Size",Lettuce,25/11/2020,06/04/2021,"Mint, Common Mint, Full-Size",Mint,01/01/2021,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R6m,2,,"Soybeans, סויה אלמוג, Fresh Shelling",Soybeans,14/04/2021,12/07/2021,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,26/04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R6m,3,,"Sorrel, Red Veined, Baby Leaf",Sorrel,13/09/2020,13/02/2021,"Sorrel, Red Veined, Baby Leaf",Sorrel,21/11/2020,27/03/2021,"Soybeans, סויה אלמוג, Fresh Shelling",Soybeans,14/04/2021,12/07/2021,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,26/04/2022,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R6m,4,,"Peas, Snap, Sugar Snap, Full-Size",Peas,02/11/2020,01/04/2021,"Lettuce, Butterhead, May queen - Regina di Maggio, Full-Size",Lettuce,25/11/2020,06/04/2021,"Soybeans, סויה אלמוג, Fresh Shelling",Soybeans,14/04/2021,12/07/2021,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,26/04/2022,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,5,,"Cilantro, Santirini - נטע, Leaf",Cilantro,25/11/2020,15/03/2021,"Beans: Bush & Pole, Pole, Blauhilde, Fresh",Beans: Bush & Pole,03/03/2021,19/07/2021,"Jicama, Itay",Jicama,20/07/2021,14/01/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,6,,"Peas, Snow, ורדה, Full-Size",Peas,16/09/2020,28/03/2021,"Beans: Bush & Pole, Pole, Hilda - שטוחה מטפסת, Fresh",Beans: Bush & Pole,10/03/2021,22/07/2021,"Jicama, Itay",Jicama,20/07/2021,14/01/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,7,,"Fennel, Orion, Full-Size",Fennel,12/11/2020,20/04/2021,"Beans: Bush & Pole, Bush, California Black Eyed, Fresh",Beans: Bush & Pole,01/04/2021,21/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,8,,"Fennel, Orion, Full-Size",Fennel,30/09/2020,11/01/2021,"Arugula, Arugula, Baby Leaf",Arugula,13/01/2021,29/03/2021,"Beans: Bush & Pole, Bush, California Black Eyed, Fresh",Beans: Bush & Pole,01/04/2021,21/10/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,9,,"Parsley, בורג'ו - נטע, Full-Size",Parsley,05/10/2020,18/04/2021,"Beets, Chioggia Guardsmark, Full-Size Root",Beets,18/02/2021,01/07/2021,"Chard, Bright Lights, Full-Size",Chard,07/10/2021,08/06/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,10,,"Onions: Scallions, אלדורדו, Full-Size",Onions: Scallions,18/10/2020,05/02/2021,"Onions: Scallions, Red Bunching, Full-Size",Onions: Scallions,18/11/2020,11/03/2021,"Kale, Red Russian, Baby Leaf",Kale,15/03/2021,25/05/2021,"Tatsoi, Tatsoi, Baby Leaf",Tatsoi,15/03/2021,03/05/2021,"Beans: Bush & Pole, Bush, California Black Eyed, Fresh",Beans: Bush & Pole,08/06/2021,21/10/2021,"Chard, Bright Lights, Full-Size",Chard,07/10/2021,08/06/2022,,,,,,,,,,,,
Ramim,Ra.3,,R1,11,,"Onions: Scallions, אלדורדו, Full-Size",Onions: Scallions,13/09/2020,16/01/2021,"Lettuce: Salad Mix, נטע מיקס - Luna Nera+Cavalo, Full-Size",Lettuce: Salad Mix,15/03/2021,10/07/2021,"Beans: Bush & Pole, Bush, California Black Eyed, Fresh",Beans: Bush & Pole,08/06/2021,21/10/2021,"Radishes, French Breakfast, Full-Size",Radishes,24/11/2021,12/01/2022,"Radishes, French Breakfast, Full-Size",Radishes,13/12/2021,10/02/2022,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,12,,"Lettuce, Romaine, hyd. ערבית - נהורה נטע, Full-Size",Lettuce,30/12/2020,18/03/2021,"Arugula, Arugula, Baby Leaf",Arugula,25/03/2021,09/04/2021,"Arugula, Wild Rocket, Baby Leaf",Arugula,12/04/2021,28/05/2021,"Radishes, AZ-506 sisi, Full-Size",Radishes,04/10/2021,20/11/2021,"Radishes, AZ-506 sisi, Full-Size",Radishes,12/10/2021,20/12/2021,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,13,,"Broccoli, Raab & Broccolini, Generic Variety, Head",Broccoli,25/11/2020,13/03/2021,"Arugula, Arugula, Baby Leaf",Arugula,12/04/2021,26/06/2021,"Radishes, AZ-506 sisi, Full-Size",Radishes,01/09/2021,18/10/2021,"Radishes, AZ-506 sisi, Full-Size",Radishes,13/09/2021,31/10/2021,"Radishes, ice candle, Full-Size",Radishes,10/11/2021,07/01/2022,"Radishes, French Breakfast, Full-Size",Radishes,10/11/2021,04/01/2022,,,,,,,,,,,,
Ramim,Ra.3,,R1,14,,"Celery, Gigante Dorato, Full-Size",Celery,27/08/2020,10/03/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,15/03/2021,10/05/2021,"Arugula, Arugula, Baby Leaf",Arugula,13/05/2021,25/07/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,18/08/2021,05/10/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,12/10/2021,27/01/2022,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,15,,"Lettuce: Salad Mix, נטע מיקס - Luna Nera+Cavalo, Full-Size",Lettuce: Salad Mix,02/11/2020,14/03/2021,"Arugula, Wild Rocket, Baby Leaf",Arugula,15/03/2021,17/04/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,13/05/2021,10/07/2021,"Arugula, Arugula, Baby Leaf",Arugula,18/08/2021,01/10/2021,"Arugula, Arugula, Baby Leaf",Arugula,12/10/2021,28/01/2022,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,16,,"Arugula, Arugula, Baby Leaf",Arugula,29/10/2020,18/02/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,24/02/2021,15/05/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,13/05/2021,10/07/2021,"Lettuce: Salad Mix, חרדל Red Giant, Full-Size",Lettuce: Salad Mix,18/08/2021,30/09/2021,"Lettuce: Salad Mix, מיזונה מיקס, Full-Size",Lettuce: Salad Mix,18/08/2021,30/09/2021,"Arugula, Wild Rocket, Baby Leaf",Arugula,12/10/2021,30/12/2021,,,,,,,,,,,,
Ramim,Ra.3,,R2,17,,"Cilantro, Santirini - נטע, Leaf",Cilantro,24/09/2020,18/02/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,24/02/2021,15/05/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,27/05/2021,04/08/2021,"Arugula, Arugula, Baby Leaf",Arugula,01/09/2021,25/10/2021,"Lettuce: Salad Mix, טאטסוי בייבי, Full-Size",Lettuce: Salad Mix,24/11/2021,29/01/2022,"Lettuce: Salad Mix, קייל בייבי, Full-Size",Lettuce: Salad Mix,24/11/2021,08/02/2022,,,,,,,,,,,,
Ramim,Ra.3,,R2,18,,"Lettuce, Romaine, ערבית צהובת עלים, Full-Size",Lettuce,30/12/2020,06/04/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,27/05/2021,04/08/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,04/08/2021,05/10/2021,"Cress, Persian, רשאד, Full-Size",Cress,24/11/2021,23/01/2022,"Lettuce: Salad Mix, מיזונה מיקס, Full-Size",Lettuce: Salad Mix,24/11/2021,29/01/2022,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,19,,"Cilantro, Santirini - נטע, Leaf",Cilantro,05/11/2020,22/03/2021,"Amaranth (Vegetable), הודי אדום, Baby Leaf",Amaranth (Vegetable),12/04/2021,23/09/2021,"Arugula, Arugula, Baby Leaf",Arugula,10/11/2021,18/12/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,20,,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,02/11/2020,07/01/2021,"Arugula, Wild Rocket, Baby Leaf",Arugula,13/01/2021,23/02/2021,"Beets, MIX עלי ביבי, Baby Leaf Greens",Beets,24/02/2021,29/06/2021,"Arugula, Arugula, Baby Leaf",Arugula,15/07/2021,02/11/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,10/11/2021,19/01/2022,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,21,,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,06/01/2021,29/03/2021,"Beets, MIX עלי ביבי, Baby Leaf Greens",Beets,01/04/2021,17/07/2021,"Carrots, Nantes Half Long, Full-Size",Carrots,12/10/2021,13/05/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,22,,"Lettuce, Little Gem, מסולסלת מעורב, Full-Size",Lettuce,02/11/2020,07/01/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,13/01/2021,31/03/2021,"Mizuna, mix red&green, Baby Leaf",Mizuna,01/04/2021,23/05/2021,"Mustard, Red Giant, Baby Leaf",Mustard,01/04/2021,23/05/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,09/06/2021,18/08/2021,"Carrots, Nantes Half Long, Full-Size",Carrots,12/10/2021,13/05/2022,,,,,,,,,,,,
Ramim,Ra.3,,R2,23,,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,13/01/2021,31/03/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,01/04/2021,05/07/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,13/07/2021,18/09/2021,"Carrots, Nantes Half Long, Full-Size",Carrots,12/10/2021,13/05/2022,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,24,,"Arugula, Wild Rocket, Baby Leaf",Arugula,16/12/2020,31/03/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,01/04/2021,05/07/2021,"Arugula, Arugula, Baby Leaf",Arugula,09/06/2021,21/08/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,13/07/2021,18/09/2021,"Carrots, Nantes Half Long, Full-Size",Carrots,12/10/2021,13/05/2022,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,25,,"Eggplant, European, בלאדי - יעל",Eggplant,26/02/2020,23/10/2021,"Radishes, ice candle, Full-Size",Radishes,28/10/2021,13/01/2022,"Radishes, AZ-506 sisi, Full-Size",Radishes,28/10/2021,13/01/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,26,,"Eggplant, European, בלאדי - יעל",Eggplant,26/02/2020,23/10/2021,"Lettuce: Salad Mix, נטע מיקס - Luna Nera+Cavalo, Full-Size",Lettuce: Salad Mix,28/10/2021,31/01/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,27,,"Lettuce: Salad Mix, Salanova® Home Garden Mix, Full-Size",Lettuce: Salad Mix,30/12/2020,09/03/2021,"Kale, Lacinato (Dinosaur), Full-Size",Kale,10/03/2021,20/10/2021,"Arugula, Wild Rocket, Baby Leaf",Arugula,28/10/2021,11/11/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,28,,"Arugula, Arugula, Baby Leaf",Arugula,24/09/2020,23/02/2021,"Kale, Scarlet, Full-Size",Kale,18/01/2021,29/08/2021,"Kale, גומן, Full-Size",Kale,05/05/2021,29/09/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,28/10/2021,23/01/2022,,,,,,,,,,,,,,,,,,,,
