Category,Family Name,Crop,Crop Type,Variety,Planting Method,Harvest Stage,GH Sow Date,Days to 1st potting up,1st Potting up date,Days to 2nd Potting up,2nd Potting up date,Days to 3rd Potting up,3rd Potting up date,Days In Greenhouse,Field Sowing Planting Date,DTM,Harvest Window,First Harvest,Last Harvest,Planting Amount,Location,In-Row Spacing,In-Row Spacing Unit,Rows Per Bed,# Of Flats,Flat/pot type,Seeds per cell,Estimated loss,Total Transplants,Total Seed Needed,Average seed weight,Average seed weight unit,Total Weight Needed,Total Weight Needed Unit,Extra Seed %,Seed spec,1st Potting up flat/pot type,1st Potting up plants per cell/pot,1st Potting up # of flats/pots,2nd Potting up flat/pot type,2nd Potting up plants per cell/pot,2nd Potting up # of flats/pots,3rd Potting up flat/pot type,3rd Potting up plants per cell/pot,3rd Potting up # of flats/pots,Harvest Unit,Avg Yield Rate,Avg. Sales Price,Est. Yield,Est. Revenue,Est. Rev./unit,Growing Cycle,Rootstock,Harvest Season,First Fruiting Year,Between row spacing,Notes,Seeder,Front gear,Rear gear,Roller plate
Vegetables,Amaranthaceae,Beets,Beets,MIX עלי ביבי,Direct Sow,Baby Leaf Greens,,,,,,,,,25/10/2019,,140,02/12/2019,20/04/2020,10 bed m,"Ramim,Ra.1,Block L1,Beds 110",0.5,cm,6,,,,,,13200,66823,seeds/kg,0.20,kg,10.00,Organic,,,,,,,,,,Kilograms,0.300 kg/row m,₪8.00/cs,18.0 Kilograms,"₪1,296.00",₪21.60/row m,Annual,,,,,,Hand Seeding,14,9,FJ - 24
Vegetables,Amaranthaceae,Beets,Beets,Chioggia Guardsmark,Greenhouse Sow,Full-Size Root,14/11/2019,,,,,,,39,23/12/2019,,14,25/02/2020,10/03/2020,6 bed m,,20.0,cm,4,,310 cell flats,2,30,312,626,50,seeds/kg,12.52,kg,0.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,28.8 Bunches,₪230.40,₪9.60/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Beets,Beets,Bull's Blood,Transplant from Purchased,Full-Size Root,,,,,,,,,14/11/2019,,14,24/02/2020,09/03/2020,12 bed m,"Ramim,Ra.2,Block C2,Beds 221",20.0,cm,4,,,,5,252,252,50,seeds/kg,5.04,kg,0.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,57.6 Bunches,₪460.80,₪9.60/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Beets,Beets,Generic Variety,Transplant from Purchased,Full-Size Root,,,,,,,,,11/12/2019,,3,23/03/2020,26/03/2020,12 bed m,"Ramim,Ra.2,Block C1,Beds 209",20.0,cm,4,,310 cell flats,,5,252,252,50,seeds/kg,5.04,kg,0.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,57.6 Bunches,₪460.80,₪9.60/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Broccoli,Heading,Generic Variety,Transplant from Purchased,Head,,,,,,,,,04/12/2018,,42,01/04/2019,13/05/2019,12 bed m,"Ramim,Ra.3,Block R2,Beds 323",40.0,cm,2,,,,0,60,60,245,seeds/g,0.24,g,0.00,Organic,,,,,,,,,,Kilograms,1.191 kg/row m,₪16.00/kg,28.6 Kilograms,₪457.28,₪19.05/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Broccoli,Heading,Generic Variety,Greenhouse Sow,Head,18/12/2018,,,,,,,57,13/02/2019,,29,08/05/2019,06/06/2019,12 bed m,"Ramim,Ra.3,Block R2,Beds 327",40.0,cm,2,0.61,128 cell flats,1,30,78,79,245,seeds/g,0.32,g,0.00,Organic,,,,,,,,,,Kilograms,1.191 kg/row m,₪16.00/kg,28.6 Kilograms,₪457.28,₪19.05/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Broccoli,Heading,עידן - לבדוק,Transplant from Purchased,Head,,,,,,,,,19/09/2019,,0,22/01/2020,22/01/2020,12 bed m,"Ramim,Ra.3,Block R1,Beds 311",40.0,cm,2,,,,0,60,60,245,seeds/g,0.24,g,0.00,Organic,,,,,,,,,,Kilograms,1.191 kg/row m,₪16.00/kg,28.6 Kilograms,₪457.28,₪19.05/row m,Annual,,,,,שתילים מעידן - הוזמן,,,,
Vegetables,Brassicaceae,Broccoli,Heading,Generic Variety,Transplant from Purchased,Head,,,,,,,,,17/10/2019,,39,30/01/2020,09/03/2020,12 bed m,"Ramim,Ra.3,Block R1,Beds 315",40.0,cm,2,,,,0,60,60,245,seeds/g,0.24,g,0.00,Organic,,,,,,,,,,Kilograms,1.191 kg/row m,₪16.00/kg,28.6 Kilograms,₪457.28,₪19.05/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Broccoli,Raab & Broccolini,Cavolo Broccolo,Greenhouse Sow,Head,06/11/2019,,,,,,,35,11/12/2019,,35,22/01/2020,26/02/2020,18 bed m,,40.0,cm,2,,,1,30,156,156,245,seeds/g,0.64,g,0.00,Organic,,,,,,,,,,Kilograms,1.191 kg/row m,₪16.00/kg,42.9 Kilograms,₪686.08,₪19.06/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Cabbage,Cabbage,Generic Variety,Greenhouse Sow,Full-Size,03/12/2018,,,,,,,58,30/01/2019,,7,13/06/2019,20/06/2019,12 bed m,"Ramim,Ra.3,Block R1,Beds 305",40.0,cm,3,0.91,128 cell flats,1,30,117,117,250,seeds/g,0.47,g,0.00,Organic,,,,,,,,,,Kilograms,1.500 kg/row m,₪10.00/kg,54.0 Kilograms,₪540.00,₪15.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Cabbage,Cabbage,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,04/12/2018,,21,01/04/2019,22/04/2019,12 bed m,"Ramim,Ra.3,Block R2,Beds 325",40.0,cm,2,,,,0,60,60,204682,seeds/g,0.00,g,0.00,,,,,,,,,,,Kilograms,2.232 kg/row m,₪10.00/kg,53.6 Kilograms,₪535.70,₪22.32/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Cabbage,Cabbage,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,25/12/2018,,55,04/04/2019,29/05/2019,12 bed m,"Ramim,Ra.2,Block C2,Beds 227",40.0,cm,3,,,,0,60,90,204682,seeds/g,0.00,g,0.00,,,,,,,,,,,Kilograms,2.232 kg/row m,₪10.00/kg,80.4 Kilograms,₪803.50,₪22.32/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Cabbage,Cabbage,Generic Variety,Greenhouse Sow,Full-Size,15/08/2019,,,,,,,35,19/09/2019,,35,18/12/2019,22/01/2020,6 bed m,"Ramim,Ra.3,Block R6m,Beds 304",40.0,cm,3,,128 cell flats,1,30,117,116,250,seeds/g,0.46,g,0.00,Organic,,,,,,,,,,Kilograms,2.000 kg/row m,₪10.00/kg,36.0 Kilograms,₪360.00,₪20.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Cabbage,Cabbage,ירוק,Transplant from Purchased,Full-Size,,,,,,,,,04/09/2019,,43,05/12/2019,17/01/2020,12 bed m,"Ramim,Ra.3,Block R1,Beds 309",40.0,cm,3,,310 cell flats,,5,94,95,250,seeds/g,0.38,g,0.00,,,,,,,,,,,Kilograms,2.000 kg/row m,₪10.00/kg,72.0 Kilograms,₪720.00,₪20.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Cabbage,Cabbage,ירוק חישתיל,Transplant from Purchased,Full-Size,,,,,,,,,30/09/2019,,17,13/01/2020,30/01/2020,12 bed m,"Ramim,Ra.3,Block R1,Beds 306,308",30.0,cm,3,,310 cell flats,,0,120,120,250,seeds/g,0.48,g,0.00,,,,,,,,,,,Kilograms,2.000 kg/row m,₪0.00/kg,72.0 Kilograms,₪0.00,₪0.00/row m,Annual,,,,,שתילים הוזמנו מעידן,,,,
Vegetables,Brassicaceae,Cabbage,Cabbage,סגול חישתיל,Transplant from Purchased,Full-Size,,,,,,,,,30/09/2019,,17,13/01/2020,30/01/2020,12 bed m,"Ramim,Ra.3,Block R1,Beds 306,308",30.0,cm,3,,310 cell flats,,0,120,120,250,seeds/g,0.48,g,0.00,,,,,,,,,,,Kilograms,2.000 kg/row m,₪0.00/kg,72.0 Kilograms,₪0.00,₪0.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Cabbage,Cabbage,ירוק,Transplant from Purchased,Full-Size,,,,,,,,,17/10/2019,,17,27/01/2020,13/02/2020,12 bed m,"Ramim,Ra.3,Block R1,Beds 314",40.0,cm,3,,310 cell flats,,5,94.5,95,250,seeds/g,0.38,g,0.00,,,,,,,,,,,Kilograms,2.000 kg/row m,₪10.00/kg,72.0 Kilograms,₪720.00,₪20.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Cabbage,Cabbage,Savoy Blue,Greenhouse Sow,Full-Size,20/10/2019,,,,,,,64,23/12/2019,,14,17/03/2020,31/03/2020,12 bed m,"Ramim,Ra.2,Block C2,Beds 217",40.0,cm,2,0.46,128 cell flats,1,30,58,59,250,seeds/g,0.24,g,0.00,Organic,,,,,,,,,,Kilograms,1.500 kg/row m,₪10.00/kg,36.0 Kilograms,₪360.00,₪15.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Carrots,Carrots,Nantes Half Long,Direct Sow,Full-Size,,,,,,,,,04/11/2018,,17,01/04/2019,18/04/2019,12 bed m,"Home,HH,Block C,Beds 14",1.5,cm,7,,,,,,6160,764,seeds/g,8.06,g,10.00,Organic,,,,,,,,,,Kilograms,0.800 bn/row m,₪10.00/bn,67.2 Bunches,₪672.00,₪8.00/row m,Annual,,,,,,Jang JP-1,13,10,X-24
Vegetables,Apiaceae,Carrots,Carrots,Nantes Half Long,Direct Sow,Full-Size,,,,,,,,,10/12/2018,,38,22/04/2019,30/05/2019,12 bed m,"Ramim,Ra.1,Block L1,Beds 114",1.5,cm,6,,,,,,5280,764,seeds/g,6.91,g,10.00,Organic,,,,,,,,,,Kilograms,0.800 bn/row m,₪10.00/bn,57.6 Bunches,₪576.00,₪8.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Carrots,Carrots,Mix - מעורב צבעוני,Direct Sow,Full-Size,,,,,,,,,26/12/2018,,10,03/06/2019,13/06/2019,12 bed m,"Ramim,Ra.1,Block L2,Beds 130",1.5,cm,8,,,,,,7041,764,seeds/g,9.22,g,10.00,Organic,,,,,,,,,,Kilograms,0.800 bn/row m,₪10.00/bn,76.8 Bunches,₪768.00,₪8.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Carrots,Carrots,Nantes Half Long,Direct Sow,Full-Size,,,,,,,,,13/01/2019,,63,29/04/2019,01/07/2019,12 bed m,"Ramim,Ra.1,Block L1,Beds 120",1.5,cm,7,,,,,,6161,764,seeds/g,8.06,g,10.00,Organic,,,,,,,,,,Kilograms,0.800 bn/row m,₪10.00/bn,67.2 Bunches,₪672.00,₪8.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Carrots,Carrots,Mix - מעורב צבעוני,Direct Sow,Full-Size,,,,,,,,,06/02/2019,,0,11/07/2019,11/07/2019,12 bed m,"Ramim,Ra.3,Block R1,Beds 308",1.5,cm,8,,,,,,7041,764,seeds/g,9.22,g,10.00,Organic,,,,,,,,,,Kilograms,0.800 bn/row m,₪10.00/bn,76.8 Bunches,₪768.00,₪8.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Carrots,Carrots,Nantes Half Long,Direct Sow,Full-Size,,,,,,,,,19/02/2019,,0,04/07/2019,04/07/2019,12 bed m,"Ramim,Ra.1,Block L2,Beds 125",1.5,cm,7,,,,,,6161,764,seeds/g,8.06,g,10.00,Organic,,,,,,,,,,Kilograms,0.800 bn/row m,₪10.00/bn,67.2 Bunches,₪672.00,₪8.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Carrots,Carrots,Nantes Half Long,Direct Sow,Full-Size,,,,,,,,,13/03/2019,,46,10/07/2019,25/08/2019,12 bed m,"Ramim,Ra.1,Block L2,Beds 127",1.5,cm,7,,,,,,6161,764,seeds/g,8.06,g,10.00,Organic,,,,,,,,,,Kilograms,0.800 bn/row m,₪10.00/bn,67.2 Bunches,₪672.00,₪8.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Carrots,Carrots,Nantes Half Long,Direct Sow,Full-Size,,,,,,,,,10/04/2019,,0,13/08/2019,13/08/2019,12 bed m,"Home,HH,Block B,Beds 10",1.5,cm,8,,,,,,7040,764,seeds/g,9.21,g,10.00,Organic,,,,,,,,,,Kilograms,0.800 bn/row m,₪10.00/bn,76.8 Bunches,₪768.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-12
Vegetables,Apiaceae,Carrots,Carrots,Nantes Half Long,Direct Sow,Full-Size,,,,,,,,,08/08/2019,,7,21/11/2019,28/11/2019,12 bed m,"Ramim,Ra.2,Block C2,Beds 223",2.5,cm,6,,,,,,3168,764,seeds/g,4.15,g,10.00,Organic,,,,,,,,,,Bunches,0.800 bn/row m,₪10.00/bn,57.6 Bunches,₪576.00,₪8.00/row m,Annual,,,,,,Jang JP-1,13,10,X-24
Vegetables,Apiaceae,Carrots,Carrots,Nantes Half Long,Direct Sow,Full-Size,,,,,,,,,16/09/2019,,59,09/12/2019,06/02/2020,12 bed m,"Ramim,Ra.2,Block C2,Beds 224",2.5,cm,8,,,,,,4224,764,seeds/g,5.53,g,10.00,Organic,,,,,,,,,,Bunches,0.800 bn/row m,₪10.00/bn,76.8 Bunches,₪768.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,YYX-12
Vegetables,Apiaceae,Carrots,Carrots,Nantes Half Long,Direct Sow,Full-Size,,,,,,,,,16/10/2019,,88,13/01/2020,10/04/2020,24 bed m,"Ramim,Ra.2,Block C1,Beds 215-216",2.5,cm,8,,,,,,8448,764,seeds/g,11.06,g,10.00,Organic,,,,,,,,,,Bunches,0.500 bn/row m,₪10.00/bn,96.0 Bunches,₪960.00,₪5.00/row m,Annual,,,,,,Jang JP-1,13,10,X-12
Vegetables,Apiaceae,Carrots,Carrots,Nantes Half Long,Direct Sow,Full-Size,,,,,,,,,28/10/2019,,48,13/02/2020,01/04/2020,12 bed m,"Ramim,Ra.2,Block C2,Beds 219",2.5,cm,8,,,,,,4224,764,seeds/g,5.53,g,10.00,Organic,,,,,,,,,,Bunches,0.500 bn/row m,₪10.00/bn,48.0 Bunches,₪480.00,₪5.00/row m,Annual,,,,,,Jang JP-1,14,9,X-12
Vegetables,Apiaceae,Carrots,Carrots,Nantes Half Long,Direct Sow,Full-Size,,,,,,,,,27/11/2019,,23,30/03/2020,22/04/2020,16 bed m,"Ramim,Ra.2,Block C2,Beds 225-226",2.5,cm,8,,,,,,5632,764,seeds/g,7.37,g,10.00,Organic,,,,,,,,,,Bunches,0.500 bn/row m,₪10.00/bn,64.0 Bunches,₪640.00,₪5.00/row m,Annual,,,,,,Jang JP-1,13,10,X-12
Vegetables,Apiaceae,Carrots,Carrots,Purple Haze,Direct Sow,Full-Size,,,,,,,,,27/11/2019,,45,08/02/2020,24/03/2020,3 bed m,"Ramim,Ra.2,Block C2,Beds 226",2.5,cm,8,,,,,,1056,764,seeds/g,1.38,g,10.00,Organic,,,,,,,,,,Bunches,0.500 bn/row m,₪10.00/bn,12.0 Bunches,₪120.00,₪5.00/row m,Annual,,,,,,Jang JP-1,13,10,X-12
Vegetables,Apiaceae,Carrots,Carrots,Parisian,Direct Sow,Full-Size,,,,,,,,,27/11/2019,,45,21/01/2020,06/03/2020,5 bed m,"Ramim,Ra.2,Block C2,Beds 226",2.5,cm,8,,,,,,1760,764,seeds/g,2.30,g,10.00,Organic,,,,,,,,,,Bunches,0.500 bn/row m,₪10.00/bn,20.0 Bunches,₪200.00,₪5.00/row m,Annual,,,,,,Jang JP-1,13,10,X-12
Vegetables,Brassicaceae,Cauliflower,Cauliflower,Generic Variety,Greenhouse Sow,Full-Size,20/11/2018,,,,,,,35,25/12/2018,,14,29/04/2019,13/05/2019,12 bed m,"Ramim,Ra.3,Block R1,Beds 313",40.0,cm,2,0.61,128 cell flats,1,30,78,79,227,seeds/g,0.35,g,0.00,Organic,,,,,,,,,,Kilograms,1.339 kg/row m,₪16.00/kg,32.1 Kilograms,₪514.24,₪21.43/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Cauliflower,Cauliflower,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,04/12/2018,,28,18/04/2019,16/05/2019,12 bed m,"Ramim,Ra.3,Block R2,Beds 324",40.0,cm,2,,128 cell flats,,30,78,78,227,seeds/g,0.34,g,0.00,Organic,,,,,,,,,,Kilograms,1.339 kg/row m,₪16.00/kg,32.1 Kilograms,₪514.24,₪21.43/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celeriac,Celeriac,Generic Variety,Greenhouse Sow,,23/08/2018,,,,,,,,09/10/2018,,45,01/04/2019,16/05/2019,12 bed m,"Ramim,Ra.3,Block R1,Beds 314",20.0,cm,4,1.01,310 cell flats,1,30,312,314,2349,seeds/g,0.13,g,0.00,Organic,,,,,,,,,,Each,2.500 ea/row m,₪8.00/ea,120.0 Each,₪960.00,₪20.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celeriac,Celeriac,Generic Variety,Greenhouse Sow,,18/10/2018,,,,,,,,10/12/2018,,21,22/04/2019,13/05/2019,8 bed m,"Ramim,Ra.3,Block R1,Beds 306",20.0,cm,4,1.01,310 cell flats,1,30,312,314,2349,seeds/g,0.13,g,0.00,Organic,,,,,,,,,,Each,2.500 ea/row m,₪8.00/ea,80.0 Each,₪640.00,₪20.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celeriac,Celeriac,Generic Variety,Transplant from Purchased,,,,,,,,,,30/10/2018,,41,18/04/2019,29/05/2019,12 bed m,"Ramim,Ra.3,Block R2,Beds 319",20.0,cm,4,,,,0,240,240,2349,seeds/g,0.10,g,0.00,Organic,,,,,,,,,,Each,3.500 ea/row m,₪8.00/ea,168.0 Each,"₪1,344.00",₪28.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celeriac,Celeriac,Generic Variety,Greenhouse Sow,,18/11/2018,,,,,,,,13/02/2019,,14,13/06/2019,27/06/2019,6 bed m,"Ramim,Ra.2,Block C1,Beds 212",20.0,cm,4,0.5,310 cell flats,1,30,156,155,2349,seeds/g,0.07,g,0.00,Organic,,,,,,,,,,Each,2.500 ea/row m,₪8.00/ea,60.0 Each,₪480.00,₪20.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celeriac,Celeriac,Generic Variety,Greenhouse Sow,,26/12/2018,,,,,,,,13/03/2019,,14,11/07/2019,25/07/2019,12 bed m,"Ramim,Ra.2,Block C1,Beds 214",20.0,cm,4,1.01,310 cell flats,1,30,312,314,2349,seeds/g,0.13,g,0.00,Organic,,,,,,,,,,Each,2.500 ea/row m,₪8.00/ea,120.0 Each,₪960.00,₪20.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celeriac,Celeriac,Generic Variety,Greenhouse Sow,,01/01/2019,,,,,,,,27/03/2019,,14,25/07/2019,08/08/2019,6 bed m,"Ramim,Ra.2,Block C2,Beds 222",20.0,cm,4,1.01,310 cell flats,1,30,312,314,2349,seeds/g,0.13,g,0.00,Organic,,,,,,,,,,Each,2.500 ea/row m,₪8.00/ea,60.0 Each,₪480.00,₪20.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celery,Celery,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,24/09/2018,,28,01/04/2019,29/04/2019,12 bed m,"Ramim,Ra.2,Block C1,Beds 210",20.0,cm,4,,,,0,240,240,2372,seeds/g,0.10,g,0.00,Organic,,,,,,,,,,Each,4.000 ea/row m,₪8.00/ea,192.0 Each,"₪1,536.00",₪32.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celery,Celery,Generic Variety,Greenhouse Sow,Full-Size,16/10/2018,,,,,,,86,10/01/2019,,21,08/05/2019,29/05/2019,12 bed m,"Ramim,Ra.3,Block R2,Beds 318",20.0,cm,4,1.01,310 cell flats,2,30,312,627,2372,seeds/g,0.26,g,0.00,Organic,,,,,,,,,,Each,4.000 ea/row m,₪8.00/ea,192.0 Each,"₪1,536.00",₪32.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celery,Celery,Generic Variety,Greenhouse Sow,Full-Size,18/10/2018,,,,,,,75,01/01/2019,,28,04/04/2019,02/05/2019,12 bed m,"Ramim,Ra.2,Block C2,Beds 225",20.0,cm,4,1.01,310 cell flats,2,30,312,627,2372,seeds/g,0.26,g,0.00,Organic,,,,,,,,,,Each,4.000 ea/row m,₪8.00/ea,192.0 Each,"₪1,536.00",₪32.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celery,Celery,Generic Variety,Greenhouse Sow,Full-Size,18/11/2018,,,,,,,87,13/02/2019,,28,13/06/2019,11/07/2019,6 bed m,"Ramim,Ra.2,Block C1,Beds 212",20.0,cm,4,1.01,310 cell flats,2,30,312,627,2372,seeds/g,0.26,g,0.00,Organic,,,,,,,,,,Each,4.000 ea/row m,₪8.00/ea,96.0 Each,₪768.00,₪32.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celery,Celery,Gigante Dorato,Greenhouse Sow,Full-Size,31/12/2018,,,,,,,72,13/03/2019,,28,21/06/2019,19/07/2019,12 bed m,"Ramim,Ra.2,Block C1,Beds 215",20.0,cm,4,1.01,310 cell flats,2,30,312,627,2372,seeds/g,0.26,g,0.00,Organic,,,,,,,,,,Each,4.000 ea/row m,₪8.00/ea,192.0 Each,"₪1,536.00",₪32.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celery,Celery,Generic Variety,Greenhouse Sow,Full-Size,31/01/2019,,,,,,,55,27/03/2019,,14,05/07/2019,19/07/2019,6 bed m,"Ramim,Ra.2,Block C2,Beds 222",20.0,cm,4,1.01,310 cell flats,2,30,312,627,2372,seeds/g,0.26,g,0.00,Organic,,,,,,,,,,Each,4.000 ea/row m,₪8.00/ea,96.0 Each,₪768.00,₪32.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celery,Celery,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,22/05/2019,,7,22/08/2019,29/08/2019,12 bed m,"Ramim,Ra.2,Block C2,Beds 221",20.0,cm,4,,310 cell flats,,30,312,312,2372,seeds/g,0.13,g,0.00,Organic,,,,,,,,,,Each,3.000 ea/row m,₪8.00/ea,144.0 Each,"₪1,152.00",₪24.00/row m,Annual,,,,,שתילים רם שחר,,,,
Vegetables,Apiaceae,Celery,Celery,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,04/09/2019,,88,19/12/2019,16/03/2020,8 bed m,"Ramim,Ra.3,Block R1,Beds 310",20.0,cm,4,,310 cell flats,,5,252,168,2372,seeds/g,0.07,g,0.00,Organic,,,,,,,,,,Each,4.000 ea/row m,₪8.00/ea,128.0 Each,"₪1,024.00",₪32.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celery,Celery,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,30/09/2019,,102,02/01/2020,13/04/2020,12 bed m,"Ramim,Ra.3,Block R1,Beds 307",20.0,cm,4,,310 cell flats,,5,252,252,2372,seeds/g,0.11,g,0.00,Organic,,,,,,,,,,Bunches,4.000 ea/row m,₪8.00/ea,192.0 Each,"₪1,536.00",₪32.00/row m,Annual,,,,,שתילים מוזמנים מעידן,,,,
Vegetables,Apiaceae,Celery,Celery,Generic Variety,Greenhouse Sow,Full-Size,20/10/2019,,,,,,,71,30/12/2019,,28,08/04/2020,06/05/2020,12 bed m,,20.0,cm,4,0.78,,2,30,312,690,2372,seeds/g,0.29,g,0.00,Organic,,,,,,,,,,Each,4.000 ea/row m,₪8.00/ea,192.0 Each,"₪1,536.00",₪32.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celery,Celery,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,13/11/2019,,88,30/01/2020,27/04/2020,12 bed m,"Ramim,Ra.3,Block R2,Beds 318",20.0,cm,4,,310 cell flats,,5,252,252,2372,seeds/g,0.11,g,0.00,Organic,,,,,,,,,,Bunches,4.000 ea/row m,₪8.00/ea,192.0 Each,"₪1,536.00",₪32.00/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Chard,Chard,Bright Lights,Greenhouse Sow,Full-Size,24/06/2018,,,,,,,35,29/07/2018,,34,01/04/2019,05/05/2019,12 bed m,"Ramim,Ra.1,Block L2,Beds 124",40.0,cm,4,1.22,128 cell flats,2,30,156,313,66,seeds/g,4.74,g,0.00,Organic,,,,,,,,,,Bunches,5.000 bn/row m,₪8.00/bn,240.0 Bunches,"₪1,920.00",₪40.00/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Chard,Chard,Fordhook Giant,Greenhouse Sow,Full-Size,21/08/2018,,,,,,,30,20/09/2018,,49,01/04/2019,20/05/2019,6 bed m,"Home,HH,Block B,Beds 7",40.0,cm,4,0.61,128 cell flats,2,30,78,156,66,seeds/g,2.36,g,0.00,,,,,,,,,,,Bunches,5.000 bn/row m,₪8.00/bn,120.0 Bunches,₪960.00,₪40.00/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Chard,Chard,Fordhook Giant,Greenhouse Sow,Full-Size,01/11/2018,,,,,,,60,31/12/2018,,52,01/04/2019,23/05/2019,6 bed m,"Home,HH,Block A,Beds 5",40.0,cm,3,0.46,128 cell flats,2,30,58.5,118,66,seeds/g,1.79,g,0.00,,,,,,,,,,,Bunches,5.000 bn/row m,₪8.00/bn,90.0 Bunches,₪720.00,₪40.00/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Chard,Chard,Bright Lights,Greenhouse Sow,Full-Size,01/11/2018,,,,,,,63,03/01/2019,,28,01/04/2019,29/04/2019,6 bed m,"Ramim,Ra.1,Block L6m,Beds 101",40.0,cm,4,0.61,128 cell flats,2,30,78,157,66,seeds/g,2.38,g,0.00,Organic,,,,,,,,,,Bunches,5.000 bn/row m,₪8.00/bn,120.0 Bunches,₪960.00,₪40.00/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Chard,Chard,Bright Lights,Greenhouse Sow,Full-Size,24/02/2019,,,,,,,45,10/04/2019,,30,13/06/2019,13/07/2019,12 bed m,"Home,HH,Block B,Beds 12",30.0,cm,2,0.91,128 cell flats,2,30,117,233,66,seeds/g,3.53,g,0.00,Organic,,,,,,,,,,Bunches,5.000 bn/row m,₪8.00/bn,120.0 Bunches,₪960.00,₪40.00/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Chard,Chard,Bright Lights,Greenhouse Sow,Full-Size,26/06/2019,,,,,,,26,22/07/2019,,20,10/09/2019,30/09/2019,12 bed m,"Home,HH,Block B,Beds 12",30.0,cm,3,1.22,128 cell flats,2,30,156,312,66,seeds/g,4.73,g,0.00,Organic,,,,,,,,,,Bunches,5.000 bn/row m,₪8.00/bn,180.0 Bunches,"₪1,440.00",₪40.00/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Chard,Chard,Fordhook Giant,Greenhouse Sow,Full-Size,01/08/2019,,,,,,,25,26/08/2019,,1,07/10/2019,08/10/2019,12 bed m,"Home,HH,Block A,Beds 5",40.0,cm,3,0.91,128 cell flats,2,30,117,233,66,seeds/g,3.53,g,0.00,,,,,,,,,,,Bunches,5.000 bn/row m,₪8.00/bn,180.0 Bunches,"₪1,440.00",₪40.00/row m,Annual,,,,,,,,,
