Site Name,Field Name,Field Name Version,Block Name,Bed Number,Bed Length,1st Rotation Planting Name,1st Rotation Crop,1st Rotation Start Date,1st Rotation End Date,2nd Rotation Planting Name,2nd Rotation Crop,2nd Rotation Start Date,2nd Rotation End Date,3rd Rotation Planting Name,3rd Rotation Crop,3rd Rotation Start Date,3rd Rotation End Date,4th Rotation Planting Name,4th Rotation Crop,4th Rotation Start Date,4th Rotation End Date,5th Rotation Planting Name,5th Rotation Crop,5th Rotation Start Date,5th Rotation End Date,6th Rotation Planting Name,6th Rotation Crop,6th Rotation Start Date,6th Rotation End Date,7th Rotation Planting Name,7th Rotation Crop,7th Rotation Start Date,7th Rotation End Date,8th Rotation Planting Name,8th Rotation Crop,8th Rotation Start Date,8th Rotation End Date,9th Rotation Planting Name,9th Rotation Crop,9th Rotation Start Date,9th Rotation End Date,10th Rotation Planting Name,10th Rotation Crop,10th Rotation Start Date,10th Rotation End Date
Ramim,Ra.1,,L2,23,,"Dill, Generic Variety, Leaf",Dill,23/09/2019,17/02/2020,"Cilantro, Generic Variety, Leaf",Cilantro,17/10/2019,17/02/2020,"Dill, אמליה, Leaf",Dill,08/01/2020,08/05/2020,"Lettuce, Iceberg, Iceberg, Full-Size",Lettuce,30/04/2020,22/06/2020,"Lettuce, Romaine, ערבית - רם שחר, Full-Size",Lettuce,30/04/2020,22/06/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,25/06/2020,26/08/2020,"Beets, Chioggia Guardsmark, Full-Size Root",Beets,27/08/2020,19/11/2020,"Carrots, Nantes Half Long, Full-Size",Carrots,18/11/2020,02/05/2021,,,,,,,,
Ramim,Ra.1,,L2,24,,"Onions: Scallions, Red Bunching, Full-Size",Onions: Scallions,19/10/2019,30/03/2020,"Dill, אמליה, Leaf",Dill,18/11/2019,05/03/2020,"Onions: Scallions, Generic Variety, Full-Size",Onions: Scallions,18/11/2019,30/03/2020,"Basil, Genovese, Full-Size",Basil,19/02/2020,20/06/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,25/06/2020,26/08/2020,"Beets, Generic Variety, Full-Size Root",Beets,27/08/2020,19/11/2020,"Carrots, Nantes Half Long, Full-Size",Carrots,18/11/2020,02/05/2021,,,,,,,,,,,,
Ramim,Ra.1,,L2,25,,"Fennel, Generic Variety, Full-Size",Fennel,01/08/2019,06/02/2020,"Pac Choi (Bok Choy), Generic Variety, Full-Size",Pac Choi (Bok Choy),08/01/2020,19/03/2020,"Lettuce, Bibb, מסולסלת מעורב, Full-Size",Lettuce,12/02/2020,06/05/2020,"Radishes, נטע אדומה, Full-Size",Radishes,17/02/2020,06/04/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,06/05/2020,27/07/2020,"Mizuna, Generic Variety, Baby Leaf",Mizuna,30/07/2020,23/09/2020,"Kale, Red Russian, Baby Leaf",Kale,30/07/2020,23/09/2020,"Beets, Chioggia Guardsmark, Full-Size Root",Beets,30/09/2020,16/12/2020,"Kale, גומן, Full-Size",Kale,02/12/2020,29/03/2021,,,,
Ramim,Ra.1,,L2,26,,"Spinach, Generic Variety, Full-Size",Spinach,16/09/2019,23/04/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,06/05/2020,27/07/2020,"Parsley, בורג'ו - נטע, Full-Size",Parsley,13/08/2020,25/02/2021,"Beets, Bull's Blood, Full-Size Root",Beets,23/11/2020,01/04/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,27,,"Spinach, Generic Variety, Full-Size",Spinach,04/11/2019,16/03/2020,"Basil, Generic Variety, Full-Size",Basil,19/03/2020,03/06/2020,"Parsley, בורג'ו - נטע, Full-Size",Parsley,20/04/2020,16/09/2020,"Carrots, Nantes Half Long, Full-Size",Carrots,17/09/2020,28/12/2020,"Chard, Fordhook Giant, Full-Size",Chard,30/12/2020,09/06/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,28,,"Spinach, Generic Variety, Full-Size",Spinach,14/11/2019,13/04/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,13/04/2020,29/06/2020,"Pac Choi (Bok Choy), Generic Variety, Full-Size",Pac Choi (Bok Choy),28/06/2020,23/09/2020,"Parsley Root, Hilmar",Parsley Root,24/09/2020,25/03/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,29,,"Parsley, Green Perle - מסולסלת, Full-Size",Parsley,08/10/2019,13/04/2020,"Cress, Garden Broadleaf, Full-Size",Cress,27/01/2020,30/03/2020,"Cress, Garden Broadleaf, Full-Size",Cress,17/02/2020,10/04/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,13/04/2020,29/06/2020,"Arugula, Wild Rocket, Baby Leaf",Arugula,01/07/2020,11/02/2021,"Chard, Bright Lights, Full-Size",Chard,10/09/2020,16/05/2021,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,30,,"Cilantro, Santirini - נטע, Leaf",Cilantro,09/10/2019,04/03/2020,"Summer Squash, Zucchini, topazio - חישתיל",Summer Squash,11/03/2020,17/06/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,18/06/2020,13/08/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,13/08/2020,12/10/2020,"Chard, Fordhook Giant, Full-Size",Chard,22/10/2020,03/03/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,31,,"Kale, גומן, Full-Size",Kale,26/08/2019,09/03/2020,"Summer Squash, Zucchini, topazio - חישתיל",Summer Squash,11/03/2020,17/06/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,18/06/2020,13/08/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,13/08/2020,12/10/2020,"New Zealand Spinach, Tetragonia Specialty",New Zealand Spinach,14/09/2020,10/03/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,32,,"Pac Choi (Bok Choy), Generic Variety, Full-Size",Pac Choi (Bok Choy),08/10/2019,23/01/2020,"Lettuce, Romaine, hyd. ערבית - נהורה נטע, Full-Size",Lettuce,16/12/2019,27/04/2020,"Winter Squash, Red Kuri",Winter Squash,13/04/2020,29/06/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,01/07/2020,10/08/2020,"Mustard, Double Face, Baby Leaf",Mustard,13/08/2020,08/09/2020,"Mustard, Red Giant, Baby Leaf",Mustard,13/08/2020,04/09/2020,"Lettuce, Iceberg, IceBerg - לימור, Full-Size",Lettuce,13/09/2020,27/10/2020,"Beets, Forono - מוערך נטע, Full-Size Root",Beets,24/09/2020,15/02/2021,,,,,,,,
Ramim,Ra.1,,L3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L3,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,1,,"Sorrel, Red Veined, Baby Leaf",Sorrel,13/11/2019,03/06/2020,"Cucumbers, Facus - פאקוס",Cucumbers,20/05/2020,01/09/2020,"Radishes, AZ-506 sisi, Full-Size",Radishes,02/09/2020,06/10/2020,"Beets, MIX עלי ביבי, Baby Leaf Greens",Beets,07/10/2020,03/03/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,2,,"Radishes, Daikon Long, Full-Size",Radishes,13/11/2019,02/03/2020,"Summer Squash, Specialty, פסים - נטע",Summer Squash,26/02/2020,28/08/2020,"Arugula, Wild Rocket, Baby Leaf",Arugula,02/09/2020,11/02/2021,"Dill, אמליה, Leaf",Dill,14/10/2020,03/03/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,3,,"Radishes, Nero Tondo, Full-Size",Radishes,13/11/2019,16/03/2020,"Summer Squash, Specialty, פסים - נטע",Summer Squash,26/02/2020,28/08/2020,"Arugula, Arugula, Baby Leaf",Arugula,02/09/2020,24/12/2020,"Onions: Scallions, אלדורדו, Full-Size",Onions: Scallions,30/12/2020,05/03/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,4,,"Radishes, נטע אדומה, Full-Size",Radishes,13/11/2019,22/01/2020,"Onions: Scallions, Generic Variety, Full-Size",Onions: Scallions,02/01/2020,02/06/2020,"Dill, אמליה, Leaf",Dill,12/02/2020,04/06/2020,"Cucumbers, Facus - פאקוס",Cucumbers,20/05/2020,01/09/2020,"Beets, MIX עלי ביבי, Baby Leaf Greens",Beets,02/09/2020,07/10/2020,"Radishes, Generic Variety, Full-Size",Radishes,07/10/2020,20/11/2020,"Chives, Common, Full-Size",Chives,30/11/2020,03/01/2022,,,,,,,,,,,,
Ramim,Ra.2,,C6m,5,,"Beets, MIX עלי ביבי, Baby Leaf Greens",Beets,17/02/2020,06/07/2020,"Chives, Generic Variety, Full-Size",Chives,20/05/2020,13/09/2020,"Turnips, Generic Variety, Full-Size",Turnips,07/10/2020,11/01/2021,"Lettuce: Salad Mix, Nussly, Full-Size",Lettuce: Salad Mix,09/12/2020,05/05/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,6,,"Chives, Generic Variety, Full-Size",Chives,25/07/2019,07/02/2020,"Tatsoi, Generic Variety, Baby Leaf",Tatsoi,19/02/2020,13/05/2020,"Kale, Red Russian, Baby Leaf",Kale,19/02/2020,13/05/2020,"Chives, Generic Variety, Full-Size",Chives,05/03/2020,28/09/2020,"Onions: Scallions, Generic Variety, Full-Size",Onions: Scallions,28/05/2020,07/09/2020,"Chives, Generic Variety, Full-Size",Chives,13/09/2020,20/02/2021,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,7,,"Dill, אמליה, Leaf",Dill,02/12/2019,04/06/2020,"Mustard, Red Giant, Baby Leaf",Mustard,10/04/2020,25/05/2020,"Cucumbers, Facus - פאקוס",Cucumbers,20/05/2020,01/09/2020,"Cress, Watercress, Full-Size",Cress,23/09/2020,03/03/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,8,,"Beets, MIX עלי ביבי, Baby Leaf Greens",Beets,28/08/2019,03/02/2020,"Radishes, נטע אדומה, Full-Size",Radishes,05/02/2020,01/04/2020,"Beets, MIX עלי ביבי, Baby Leaf Greens",Beets,10/04/2020,29/06/2020,"Sorrel, Red Veined, Baby Leaf",Sorrel,01/06/2020,28/08/2020,"Onions: Scallions, אלדורדו, Full-Size",Onions: Scallions,22/06/2020,29/09/2020,"Onions: Scallions, אלדורדו, Full-Size",Onions: Scallions,06/08/2020,28/11/2020,"Onions: Scallions, אלדורדו, Full-Size",Onions: Scallions,20/08/2020,07/12/2020,"Spinach, Regata ריגאטה, Full-Size",Spinach,09/12/2020,23/04/2021,,,,,,,,
Ramim,Ra.2,,C1,9,,"Beets, Generic Variety, Full-Size Root",Beets,11/12/2019,26/03/2020,"Radishes, נטע אדומה, Full-Size",Radishes,15/01/2020,30/03/2020,"Beets, Forono - מוערך נטע, Full-Size Root",Beets,19/02/2020,10/06/2020,"Beans: Bush & Pole, Pole, Dulico Del Metro, Fresh",Beans: Bush & Pole,07/05/2020,13/09/2020,"Radishes, נטע אדומה, Full-Size",Radishes,28/05/2020,22/07/2020,"Lettuce, Romaine, 936 רומית, Full-Size",Lettuce,14/09/2020,27/10/2020,"Fennel, Orion, Full-Size",Fennel,24/09/2020,15/03/2021,,,,,,,,,,,,
Ramim,Ra.2,,C1,10,,"Sorrel, Red Veined, Baby Leaf",Sorrel,26/08/2019,03/02/2020,"Lettuce, Romaine, ערבית - רם שחר, Full-Size",Lettuce,31/10/2019,14/01/2020,"Lettuce, Romaine, hyd. ערבית - נהורה נטע, Full-Size",Lettuce,02/12/2019,06/04/2020,"Melons, Rymond - ריימונד",Melons,06/04/2020,27/07/2020,"Lettuce, Red Leaf, מיאל - אדומה, Full-Size",Lettuce,31/08/2020,05/11/2020,"Lettuce, Iceberg, Iceberg, Full-Size",Lettuce,02/09/2020,05/11/2020,"Lettuce, Butterhead, May queen - Regina di Maggio, Full-Size",Lettuce,13/10/2020,01/02/2021,,,,,,,,,,,,
Ramim,Ra.2,,C1,11,,"Lettuce, Bibb, מסולסלת מעורב, Full-Size",Lettuce,06/11/2019,12/04/2020,"Melons, Rymond - ריימונד",Melons,06/04/2020,27/07/2020,"Lettuce, Red Leaf, Samba - אדומה, Full-Size",Lettuce,13/07/2020,07/01/2021,"Lettuce, Bibb, מסולסלת מעורב, Full-Size",Lettuce,05/11/2020,29/12/2020,"Spinach, Regata ריגאטה, Full-Size",Spinach,31/12/2020,22/04/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,12,,"Pac Choi (Bok Choy), Generic Variety, Full-Size",Pac Choi (Bok Choy),19/10/2019,24/02/2020,"Melons, Hustan - הוסטאן",Melons,11/03/2020,20/08/2020,"Lettuce, Romaine, hyd. ערבית - נהורה נטע, Full-Size",Lettuce,13/07/2020,21/10/2020,"Spinach, Regata ריגאטה, Full-Size",Spinach,31/12/2020,22/04/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,13,,"Lettuce, Romaine, hyd. ערבית - נהורה נטע, Full-Size",Lettuce,06/11/2019,16/03/2020,"Summer Squash, Zucchini, kingu F1 - ירוק נטע",Summer Squash,26/02/2020,05/07/2020,"Amaranth (Vegetable), Generic Variety, Baby Leaf",Amaranth (Vegetable),16/07/2020,06/11/2020,"Onions: Scallions, אלדורדו, Full-Size",Onions: Scallions,20/07/2020,06/11/2020,"Fennel, Generic Variety, Full-Size",Fennel,13/08/2020,30/12/2020,"Kohlrabi, Konmar, Full-Size",Kohlrabi,13/08/2020,09/12/2020,"Radishes, AZ-506 sisi, Full-Size",Radishes,11/11/2020,28/12/2020,"Radishes, French Breakfast, Full-Size",Radishes,09/12/2020,10/02/2021,,,,,,,,
Ramim,Ra.2,,C1,14,,"Parsley Root, Generic Variety",Parsley Root,24/10/2019,20/05/2020,"Parsley Root, Generic Variety",Parsley Root,06/01/2020,20/05/2020,"Chard, Fordhook Giant, Full-Size",Chard,20/04/2020,10/08/2020,"Fennel, Generic Variety, Full-Size",Fennel,13/08/2020,30/12/2020,"Carrots, Purple Haze, Full-Size",Carrots,31/12/2020,22/06/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,15,,"Carrots, Nantes Half Long, Full-Size",Carrots,16/10/2019,10/04/2020,"Parsley, בורג'ו - נטע, Full-Size",Parsley,26/02/2020,10/08/2020,"Kohlrabi, Konmar, Full-Size",Kohlrabi,13/08/2020,09/12/2020,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,19/10/2020,16/03/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,16,,"Carrots, Nantes Half Long, Full-Size",Carrots,16/10/2019,10/04/2020,"Winter Squash, Lunga Di Napoli",Winter Squash,26/02/2020,18/08/2020,"Winter Squash, Atlantic Giant",Winter Squash,26/02/2020,29/07/2020,"Kohlrabi, Konmar, Full-Size",Kohlrabi,09/07/2020,26/08/2020,"Dill, Generic Variety, Full-Size",Dill,02/09/2020,08/11/2020,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,19/10/2020,16/03/2021,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,17,,"Cabbage, Savoy Blue, Full-Size",Cabbage,20/10/2019,31/03/2020,"Radishes, French Breakfast, Full-Size",Radishes,06/01/2020,24/02/2020,"Melons, Hustan - הוסטאן",Melons,11/03/2020,20/08/2020,"Fennel, Generic Variety, Full-Size",Fennel,27/08/2020,22/12/2020,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,18/11/2020,27/04/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,18,,"Fennel, Generic Variety, Full-Size",Fennel,09/09/2019,13/03/2020,"Parsley, Green Perle - מסולסלת, Full-Size",Parsley,30/01/2020,26/08/2020,"Parsley, Generic Variety, Full-Size",Parsley,25/03/2020,27/07/2020,"Kohlrabi, Konmar, Full-Size",Kohlrabi,27/08/2020,03/12/2020,"Arugula, Arugula, Baby Leaf",Arugula,02/12/2020,22/03/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,19,,"Carrots, Nantes Half Long, Full-Size",Carrots,28/10/2019,01/04/2020,"Chard, Bright Lights, Full-Size",Chard,12/03/2020,22/06/2020,"Cilantro, Santirini - נטע, Leaf",Cilantro,20/05/2020,10/08/2020,"Parsley, בורג'ו - נטע, Full-Size",Parsley,01/09/2020,20/01/2021,"Dill, אמליה, Leaf",Dill,09/12/2020,06/04/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,20,,"New Zealand Spinach, Generic Variety",New Zealand Spinach,19/02/2019,30/04/2020,"Parsley, בורג'ו - נטע, Full-Size",Parsley,26/03/2020,13/08/2020,"Cilantro, רימיני 77, Leaf",Cilantro,20/08/2020,27/10/2020,"Kohlrabi, Generic Variety, Full-Size",Kohlrabi,02/11/2020,22/03/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,21,,"Beets, Bull's Blood, Full-Size Root",Beets,14/11/2019,09/03/2020,"Cilantro, Santirini - נטע, Leaf",Cilantro,30/01/2020,06/05/2020,"Cilantro, Santirini - נטע, Leaf",Cilantro,26/03/2020,22/06/2020,"Chard, Bright Lights, Full-Size",Chard,20/05/2020,22/09/2020,"Parsley, Generic Variety, Full-Size",Parsley,08/10/2020,24/11/2020,"Tatsoi, Tatsoi, Baby Leaf",Tatsoi,02/12/2020,22/01/2021,"Kale, Red Russian, Baby Leaf",Kale,02/12/2020,22/03/2021,,,,,,,,,,,,
Ramim,Ra.2,,C2,22,,"New Zealand Spinach, Generic Variety",New Zealand Spinach,01/08/2019,09/03/2020,"Amaranth (Vegetable), Generic Variety, Baby Leaf",Amaranth (Vegetable),12/03/2020,07/10/2020,"Mizuna, Generic Variety, Baby Leaf",Mizuna,12/03/2020,13/05/2020,"Cilantro, Santirini - נטע, Leaf",Cilantro,02/09/2020,01/12/2020,"Mustard, Red Giant, Baby Leaf",Mustard,02/12/2020,22/03/2021,"Mizuna, mix red&green, Baby Leaf",Mizuna,02/12/2020,22/03/2021,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,23,,"Spinach, Giant Winter, Full-Size",Spinach,06/11/2019,13/04/2020,"Arugula, Wild Rocket, Baby Leaf",Arugula,13/04/2020,26/08/2020,"Cilantro, Santirini - נטע, Leaf",Cilantro,06/08/2020,16/11/2020,"Pac Choi (Bok Choy), Generic Variety, Full-Size",Pac Choi (Bok Choy),18/11/2020,09/01/2021,"Carrots, Nantes Half Long, Full-Size",Carrots,31/12/2020,08/05/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,24,,"Carrots, Nantes Half Long, Full-Size",Carrots,16/09/2019,06/02/2020,"Lettuce, Romaine, hyd. ערבית - נהורה נטע, Full-Size",Lettuce,24/12/2019,22/04/2020,"Lettuce, Romaine, ערבית - רם שחר, Full-Size",Lettuce,23/04/2020,15/06/2020,"Parsley, Green Perle - מסולסלת, Full-Size",Parsley,04/05/2020,11/01/2021,"Parsley, בורג'ו - נטע, Full-Size",Parsley,04/05/2020,11/01/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,25,,"Carrots, Nantes Half Long, Full-Size",Carrots,27/11/2019,22/04/2020,"Radishes, Saxa, Full-Size",Radishes,20/02/2020,03/04/2020,"Lettuce, Bibb, מסולסלת מעורב, Full-Size",Lettuce,23/04/2020,10/06/2020,"Cilantro, Santirini - נטע, Leaf",Cilantro,04/05/2020,29/07/2020,"Cilantro, רימיני 77, Leaf",Cilantro,22/06/2020,29/09/2020,"Dill, אמליה, Leaf",Dill,20/08/2020,17/11/2020,"Spinach, Regata ריגאטה, Full-Size",Spinach,05/10/2020,01/04/2021,,,,,,,,,,,,
Ramim,Ra.2,,C2,26,,"Carrots, Parisian, Full-Size",Carrots,27/11/2019,06/03/2020,"Carrots, Purple Haze, Full-Size",Carrots,27/11/2019,24/03/2020,"Carrots, Nantes Half Long, Full-Size",Carrots,27/11/2019,22/04/2020,"Carrots, colori Mix - Franchi, Full-Size",Carrots,06/01/2020,23/04/2020,"Parsley, Generic Variety, Full-Size",Parsley,12/02/2020,29/07/2020,"Chard, Generic Variety, Full-Size",Chard,30/07/2020,08/09/2020,"Lettuce, Bibb, רונה לי - מסולסלת, Full-Size",Lettuce,10/09/2020,26/10/2020,"Spinach, Regata ריגאטה, Full-Size",Spinach,29/10/2020,17/04/2021,,,,,,,,
Ramim,Ra.2,,C2,27,,"Fennel, Generic Variety, Full-Size",Fennel,26/08/2019,13/01/2020,"Kale, Lacinato (Dinosaur), Full-Size",Kale,04/12/2019,06/10/2020,"Carrots, Nantes Half Long, Full-Size",Carrots,29/10/2020,15/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,28,,"Kale, Lacinato (Dinosaur), Full-Size",Kale,26/08/2019,13/10/2020,"Lettuce, Red Leaf, Samba - אדומה, Full-Size",Lettuce,19/10/2020,08/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R6m,1,,"Parsley Root, Generic Variety",Parsley Root,04/12/2019,14/06/2020,"Beets, Chioggia Guardsmark, Full-Size Root",Beets,16/12/2019,27/04/2020,"Beets, Generic Variety, Full-Size Root",Beets,06/01/2020,11/04/2020,"Winter Squash, Table Queen",Winter Squash,13/04/2020,29/06/2020,"Radishes, AB 708, Full-Size",Radishes,13/08/2020,22/09/2020,"Radishes, AZ-506 sisi, Full-Size",Radishes,23/09/2020,01/11/2020,"Peas, Snap, Sugar Snap, Full-Size",Peas,02/11/2020,01/04/2021,"Lettuce, Butterhead, May queen - Regina di Maggio, Full-Size",Lettuce,25/11/2020,06/04/2021,,,,,,,,
Ramim,Ra.3,,R6m,2,,"Turnips, lodigiana לבן שטוח, Full-Size",Turnips,04/12/2019,13/02/2020,"Beets, Chioggia Guardsmark, Full-Size Root",Beets,16/12/2019,27/04/2020,"Beets, Generic Variety, Full-Size Root",Beets,06/01/2020,11/04/2020,"Peppers, Hot, Generic Variety, Ripe",Peppers,27/04/2020,24/12/2020,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R6m,3,,"Onions: Scallions, Generic Variety, Full-Size",Onions: Scallions,06/11/2019,02/04/2020,"Onions: Scallions, Generic Variety, Full-Size",Onions: Scallions,18/11/2019,03/04/2020,"Radishes, Nero Tondo, Full-Size",Radishes,20/04/2020,15/07/2020,"Beans: Bush & Pole, Pole, NeckarGold - צהובה מטפסת נטע, Fresh",Beans: Bush & Pole,20/04/2020,03/08/2020,"Sorrel, Red Veined, Baby Leaf",Sorrel,13/09/2020,13/02/2021,"Radishes, AZ-506 sisi, Full-Size",Radishes,17/09/2020,27/10/2020,"Sorrel, Red Veined, Baby Leaf",Sorrel,21/11/2020,27/03/2021,,,,,,,,,,,,
Ramim,Ra.3,,R6m,4,,"Cabbage, Generic Variety, Full-Size",Cabbage,15/08/2019,22/01/2020,"Beets, Generic Variety, Full-Size Root",Beets,06/01/2020,21/04/2020,"Radishes, Nero Tondo, Full-Size",Radishes,20/04/2020,15/07/2020,"Beans: Bush & Pole, Pole, NeckarGold - צהובה מטפסת נטע, Fresh",Beans: Bush & Pole,20/04/2020,03/08/2020,"Peas, Snap, Sugar Snap, Full-Size",Peas,02/11/2020,01/04/2021,"Lettuce, Butterhead, May queen - Regina di Maggio, Full-Size",Lettuce,25/11/2020,06/04/2021,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,5,,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,23/09/2019,13/01/2020,"Lettuce, Romaine, hyd. ערבית - נהורה נטע, Full-Size",Lettuce,02/12/2019,03/04/2020,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,02/12/2019,27/04/2020,"Radishes, נטע אדומה, Full-Size",Radishes,22/01/2020,26/03/2020,"Radishes, Saxa, Full-Size",Radishes,10/04/2020,11/06/2020,"Winter Squash, Table Queen",Winter Squash,13/04/2020,29/06/2020,"Jicama, Itay",Jicama,22/06/2020,26/11/2020,"Leeks, Generic Variety",Leeks,30/07/2020,22/12/2020,"Onions: Scallions, Generic Variety, Full-Size",Onions: Scallions,09/08/2020,24/11/2020,"Cilantro, Santirini - נטע, Leaf",Cilantro,25/11/2020,15/03/2021
Ramim,Ra.3,,R1,6,,"Cabbage, סגול חישתיל, Full-Size",Cabbage,30/09/2019,30/01/2020,"Cabbage, ירוק חישתיל, Full-Size",Cabbage,30/09/2019,30/01/2020,"Fennel, Generic Variety, Full-Size",Fennel,18/11/2019,06/05/2020,"Summer Squash, Zucchini, kingu F1 - ירוק נטע",Summer Squash,13/04/2020,07/09/2020,"Jicama, Itay",Jicama,22/06/2020,26/11/2020,"Peas, Snow, ורדה, Full-Size",Peas,16/09/2020,28/03/2021,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,7,,"Celery, Generic Variety, Full-Size",Celery,30/09/2019,13/04/2020,"Lettuce, Iceberg, Iceberg, Full-Size",Lettuce,13/04/2020,11/06/2020,"Basil, Genovese, Full-Size",Basil,20/05/2020,23/09/2020,"Kohlrabi, Generic Variety, Full-Size",Kohlrabi,30/09/2020,21/12/2020,"Fennel, Orion, Full-Size",Fennel,12/11/2020,20/04/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,8,,"Cabbage, סגול חישתיל, Full-Size",Cabbage,30/09/2019,30/01/2020,"Cabbage, ירוק חישתיל, Full-Size",Cabbage,30/09/2019,30/01/2020,"Carrots, colori Mix - Franchi, Full-Size",Carrots,13/02/2020,28/06/2020,"Basil, Generic Variety, Full-Size",Basil,12/07/2020,23/09/2020,"Fennel, Orion, Full-Size",Fennel,30/09/2020,11/01/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,9,,"Cabbage, ירוק, Full-Size",Cabbage,04/09/2019,17/01/2020,"Carrots, Nantes Half Long, Full-Size",Carrots,27/01/2020,22/06/2020,"Basil, Generic Variety, Full-Size",Basil,26/07/2020,09/11/2020,"Parsley, בורג'ו - נטע, Full-Size",Parsley,05/10/2020,18/04/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,10,,"Celery, Generic Variety, Full-Size",Celery,04/09/2019,16/03/2020,"Onions: Scallions, Generic Variety, Full-Size",Onions: Scallions,31/10/2019,16/03/2020,"Carrots, colori Mix - Franchi, Full-Size",Carrots,18/03/2020,04/07/2020,"Carrots, Nantes Half Long, Full-Size",Carrots,18/03/2020,04/07/2020,"Basil, Generic Variety, Full-Size",Basil,26/07/2020,09/11/2020,"Onions: Scallions, אלדורדו, Full-Size",Onions: Scallions,18/10/2020,05/02/2021,"Onions: Scallions, Red Bunching, Full-Size",Onions: Scallions,18/11/2020,11/03/2021,,,,,,,,,,,,
