Parents Crop,Variety,Year,Total Seeds Needed,Total Weight Needed,Total Seed Weight Needed Unit,Planting,Planting Seed Needed,Planting Seed Weight Needed,Planting Seed Weight Needed Unit,Planting Extra Seed Order %,Planting Seed Spec
Lettuce,IceBerg - לימור,2020,462,0.58,g,"13/9/2020,  12 bed m, Ra.1 > L2 > Bed 132",126,0.16,g,0.0,
,,,,,,"12/11/2020,  12 bed m, Ra.3 > R3 > Bed 333",168,0.21,g,0.0,
,,,,,,"30/12/2020,  18 bed m, Ra.4 > Lo18 > Bed 405",168,0.21,g,0.0,
Lettuce,May queen - Regina di Maggio,2020,2009,2.3,g,"18/11/2020,  12 bed m, Ra.2 > C1 > Bed 210",753,0.86,g,0.0,
,,,,,,"21/1/2021,  12 bed m, Ra.3 > R6m > Beds 301, 304",1256,1.44,g,0.0,
Lettuce,Salanova - רם שחר,2019,189,0.22,g,"1/1/2020,  12 bed m, Ra.3 > R3 > Bed 336",189,0.22,g,0.0,
Lettuce,Salanova - רם שחר,2020,336,0.38,g,"21/9/2020,  24 bed m, Ra.1 > L1 > Beds 116, 120",336,0.38,g,0.0,
Lettuce,Samba - אדומה,2019,744,0.89,g,"22/6/2020,  18 bed m, Zvika - no beds selected",336,0.38,g,0.0,
,,,,,,"30/7/2020,  12 bed m, Field not assigned",24,0.03,g,0.0,
,,,,,,"20/7/2020,  12 bed m, Field not assigned",24,0.03,g,0.0,
,,,,,,"19/8/2020,  12 bed m, Ra.2 > C1 > Bed 211",336,0.42,g,0.0,Organic
,,,,,,"26/8/2020,  12 bed m, Field not assigned",24,0.03,g,0.0,
Lettuce,Samba - אדומה,2020,446,0.56,g,"18/11/2020,  9 bed m, Ra.2 > C2 > Bed 228",446,0.56,g,0.0,Organic
Lettuce,מיאל - אדומה,2019,120,0.15,g,"31/8/2020,  12 bed m, Ra.2 > C1 > Bed 210",120,0.15,g,0.0,
Lettuce,מסולסלת מעורב,2019,1358,1.55,g,"19/2/2020,  12 bed m, Ra.3 > R2 > Bed 322",248,0.28,g,0.0,
,,,,,,"18/3/2020,  12 bed m, Ra.1 > L2 > Bed 125",248,0.28,g,0.0,
,,,,,,"7/4/2020,  12 bed m, Field not assigned",225,0.26,g,0.0,
,,,,,,"23/4/2020,  12 bed m, Ra.2 > C2 > Bed 225",189,0.22,g,0.0,
,,,,,,"10/4/2020,  12 bed m, Ra.1 > L1 > Bed 117",225,0.26,g,0.0,
,,,,,,"27/2/2020  · Plant Sale, 200 plants",223,0.25,g,0.0,
Lettuce,מסולסלת מעורב,2019,132,0.15,g,"21/5/2020,  12 bed m, Ra.1 > L1 > Bed 118",132,0.15,g,0.0,
Lettuce,מסולסלת מעורב,2020,294,0.35,g,"5/11/2020,  12 bed m, Ra.2 > C1 > Bed 211",126,0.16,g,0.0,
,,,,,,"2/12/2020,  12 bed m, Zvika > zA > Bed 506",168,0.19,g,0.0,
Lettuce,מסולסלת מעורב,2020,381,0.44,g,"20/1/2021,  12 bed m, HH > C > Bed 15",381,0.44,g,0.0,
Lettuce,מסולסלת מעורב,2020,126,0.14,g,"2/11/2020,  12 bed m, Ra.3 > R2 > Bed 322",126,0.14,g,0.0,
Lettuce,ערבית - רם שחר,2019,1215,1.43,g,"30/4/2020,  11 bed m, Ra.1 > L2 > Bed 123",147,0.17,g,0.0,
,,,,,,"30/7/2020,  24 bed m, Zvika - no beds selected",264,0.3,g,0.0,
,,,,,,"10/7/2020,  24 bed m, Zvika - no beds selected",240,0.3,g,0.0,
,,,,,,"23/4/2020,  12 bed m, Ra.2 > C2 > Bed 224",132,0.15,g,0.0,
,,,,,,"14/5/2020,  12 bed m, Ra.3 > R1 > Bed 313",132,0.15,g,0.0,
,,,,,,"8/6/2020,  6 bed m, Zvika > zB > Bed 525",132,0.17,g,0.0,
,,,,,,"7/4/2020,  12 bed m, Ra.1 > L1 > Bed 118",168,0.19,g,0.0,
Lettuce,ערבית צהובת עלים,2020,168,0.21,g,"30/12/2020,  12 bed m, Ra.3 > R2 > Bed 318",168,0.21,g,0.0,
Lettuce,רונה לי - מסולסלת,2020,132,0.17,g,"10/9/2020,  12 bed m, Ra.2 > C2 > Bed 226",132,0.17,g,0.0,
Lettuce: Salad Mix,Chicory,2019,10560,13.27,g,"26/2/2020,  8 bed m, Ra.1 > L1 > Bed 111",10560,13.27,g,10.0,
Lettuce: Salad Mix,Franchi Mix,2019,1211,1.52,g,"1/4/2020,  12 bed m, Field not assigned",433,0.54,g,0.0,
,,,,,,"7/4/2020,  12 bed m, Field not assigned",778,0.98,g,0.0,
Lettuce: Salad Mix,Mesclun Mix,2019,411360,566.41,g,"25/6/2020,  24 bed m, Ra.1 > L2 > Beds 123-124",21120,26.53,g,5.0,
,,,,,,"16/7/2020,  24 bed m, Ra.1 > L1 > Beds 119-120",18480,23.22,g,5.0,
,,,,,,"6/1/2020,  24 bed m, HH > C > Beds 14-15",21120,26.53,g,10.0,
,,,,,,"22/1/2020,  12 bed m, HH > C > Bed 13",7920,9.95,g,10.0,
,,,,,,"9/2/2020,  24 bed m, HH > B > Beds 8-9",21120,26.53,g,10.0,
,,,,,,"12/3/2020,  24 bed m, HH > B > Beds 11-12",21120,26.53,g,10.0,
,,,,,,"2/4/2020,  24 bed m, HH > C > Beds 13-14",21120,26.53,g,10.0,
,,,,,,"13/4/2020,  24 bed m, Ra.1 > L2 > Beds 128-129",21120,26.53,g,10.0,
,,,,,,"6/5/2020,  24 bed m, Ra.1 > L2 > Beds 125-126",21120,26.53,g,10.0,
,,,,,,"28/5/2020,  24 bed m, Ra.1 > L1 > Beds 119-120",21120,26.53,g,10.0,
,,,,,,"18/6/2020,  24 bed m, Ra.1 > L2 > Beds 130-131",63360,79.6,g,5.0,
,,,,,,"1/7/2020,  12 bed m, Ra.1 > L2 > Bed 132",31680,39.8,g,5.0,
,,,,,,"30/7/2020,  24 bed m, Ra.1 > L2 > Beds 121-122",60480,100.8,g,5.0,
,,,,,,"13/8/2020,  24 bed m, Ra.1 > L2 > Beds 130-131",60480,100.8,g,5.0,
Lettuce: Salad Mix,Mesclun Mix,2020,211680,340.39,g,"14/10/2020,  24 bed m, Ra.3 > R3 > Beds 334-335",60480,100.8,g,5.0,
,,,,,,"7/10/2020,  12 bed m, Ra.3 > R2 > Bed 324",10080,12.66,g,5.0,
,,,,,,"21/12/2020,  24 bed m, Ra.3 > R3 > Beds 334-335",20160,25.33,g,5.0,
,,,,,,"2/9/2020,  12 bed m, Ra.3 > R2 > Bed 327",30240,50.4,g,5.0,
,,,,,,"17/9/2020,  24 bed m, Ra.3 > R2 > Bed 323 + 1 more Block",60480,100.8,g,5.0,
,,,,,,"2/11/2020,  12 bed m, Ra.3 > R2 > Bed 320",30240,50.4,g,5.0,
Lettuce: Salad Mix,Nussly,2020,376,0.47,g,"20/1/2021,  6 bed m, Ra.2 > C6m > Bed 205",376,0.47,g,0.0,
Lettuce: Salad Mix,Ricciolina  Da Taglio,2019,3960,4.97,g,"9/2/2020,  12 bed m, HH > B > Bed 11",3960,4.97,g,10.0,Organic
Lettuce: Salad Mix,Salanova® Home Garden Mix,2020,754,0.95,g,"7/12/2020,  12 bed m, Ra.3 > R3 > Bed 329",252,0.32,g,0.0,
,,,,,,"7/10/2020,  12 bed m, Ra.3 > R3 > Bed 336",250,0.31,g,0.0,
,,,,,,"30/12/2020,  12 bed m, Ra.3 > R2 > Bed 327",252,0.32,g,0.0,
Lettuce: Salad Mix,נטע מיקס - Luna Nera+Cavalo,2019,778,0.98,g,"6/5/2020,  12 bed m, Field not assigned",778,0.98,g,0.0,
Lettuce: Salad Mix,נטע מיקס - Luna Nera+Cavalo,2020,3960,4.97,g,"2/11/2020,  12 bed m, Ra.3 > R1 > Bed 315",3960,4.97,g,5.0,Organic
Lovage,Generic Variety,2020,205,0.65,g,"2/12/2020,  12 bed m, Ra.2 - no beds selected",205,0.65,g,0.0,Organic
Lovage,Lovage,2019,136,0.43,g,"1/4/2020,  12 bed m, Field not assigned",136,0.43,g,0.0,Organic
Melons,Hustan - הוסטאן,2019,78,2.6,g,"11/3/2020,  24 bed m, Ra.2 > C1 > Bed 212 + 1 more Block",78,2.6,g,0.0,
Melons,Rymond - ריימונד,2019,63,2.1,g,"6/4/2020,  24 bed m, Ra.2 > C1 > Beds 210-211",63,2.1,g,0.0,
Mint,Common Mint,2019,60,0.01,g,"28/5/2020,  6 bed m, side > 200 > Bed 3",60,0.01,g,0.0,
Mint,Doublemint,2019,60,0.01,g,"31/1/2020,  6 bed m, side > 300 > Bed 4",60,0.01,g,0.0,
Mizuna,Generic Variety,2019,18480,61.6,g,"30/7/2020,  6 bed m, Ra.1 > L2 > Bed 125",10560,35.2,g,10.0,
,,,,,,"11/6/2020,  6 bed m, Ra.1 > L2 > Bed 121",2640,8.8,g,10.0,
,,,,,,"12/3/2020,  6 bed m, Ra.2 > C2 > Bed 222",2640,8.8,g,10.0,
,,,,,,"6/1/2020,  6 bed m, Ra.1 > L6m > Bed 106",2640,8.8,g,10.0,
Mizuna,Generic Variety,2020,10560,35.2,g,"30/9/2020,  6 bed m, Ra.1 > L2 > Bed 121",10560,35.2,g,10.0,
Mizuna,mix red&green,2020,10560,35.2,g,"2/12/2020,  6 bed m, Ra.2 > C2 > Bed 222",10560,35.2,g,10.0,
Mustard,Double Face,2019,5040,11.2,g,"13/8/2020,  6 bed m, Ra.1 > L2 > Bed 132",5040,11.2,g,5.0,
Mustard,Generic Variety,2020,10080,17.78,g,"30/9/2020,  6 bed m, Ra.1 > L2 > Bed 121",10080,17.78,g,5.0,Organic
Mustard,Red Giant,2019,15120,28.99,g,"10/4/2020,  6 bed m, Ra.2 > C6m > Bed 207",5040,8.89,g,5.0,Organic
,,,,,,"13/8/2020,  6 bed m, Ra.1 > L2 > Bed 132",5040,11.2,g,5.0,
,,,,,,"11/6/2020,  6 bed m, Ra.1 > L2 > Bed 121",5040,8.9,g,5.0,
Mustard,Red Giant,2020,5040,8.89,g,"2/12/2020,  6 bed m, Ra.2 > C2 > Bed 222",5040,8.89,g,5.0,Organic
New Zealand Spinach,Tetragonia Specialty,2019,1301,74.97,g,"10/9/2020,  12 bed m, HH > B > Bed 8",706,35.3,g,0.0,
,,,,,,"11/3/2020,  24 bed m, HH > C > Beds 16-17",360,24.0,g,0.0,
,,,,,,"1/4/2020,  12 bed m, HH > C > Bed 15",235,15.67,g,0.0,
New Zealand Spinach,Tetragonia Specialty,2020,2309,76.96,g,"7/10/2020,  12 bed m, HH > C > Bed 13",706,23.53,g,0.0,
,,,,,,"2/12/2020,  12 bed m, HH > C > Bed 14",198,6.6,g,0.0,
,,,,,,"22/10/2020,  12 bed m, Ra.1 > L2 > Bed 131",1405,46.83,g,0.0,Organic
Okra,Kandahar Pendi,2019,924,46.2,g,"8/6/2020,  24 bed m, Zvika > zB > Beds 522-523",672,33.6,g,0.0,
,,,,,,"27/5/2020,  18 bed m, Ra.4 > Lo18 > Bed 404",252,12.6,g,0.0,
Onions: Scallions,Generic Variety,2019,4381,14.6,g,"13/4/2020,  6 bed m, Ra.1 > L6m > Bed 106",315,1.05,g,0.0,
,,,,,,"30/4/2020,  4 bed m, Ra.1 > L6m > Bed 107",126,0.42,g,0.0,
,,,,,,"28/5/2020,  4 bed m, Ra.2 > C6m > Bed 206",252,0.84,g,0.0,
,,,,,,"28/6/2020,  5 bed m, Ra.3 > R1 > Bed 311",250,0.83,g,0.0,
,,,,,,"10/7/2020,  2 bed m, Ra.3 > R1 > Bed 311",120,0.4,g,0.0,
,,,,,,"9/8/2020,  120 plants, Ra.3 > R1 > Bed 305",390,1.3,g,0.0,
,,,,,,"12/2/2020,  6 bed m, Ra.2 > C6m > Bed 204",1980,6.6,g,0.0,
,,,,,,"27/4/2020,  6 bed m, Ra.1 > L1 > Bed 115",468,1.56,g,0.0,
,,,,,,"14/5/2020,  5 bed m, Ra.1 > L2 > Bed 122",480,1.6,g,0.0,
Onions: Scallions,hyd. Aldorado,2019,205,0.68,g,"25/8/2020,  195 plants, Field not assigned",205,0.68,g,0.0,
Onions: Scallions,Red Bunching,2019,1874,6.25,g,"28/6/2020,  2.5 bed m, Ra.3 > R1 > Bed 311",1874,6.25,g,0.0,
Onions: Scallions,Red Bunching,2020,753,2.51,g,"7/12/2020,  3.3 bed m, Ra.1 > L1 > Bed 110",267,0.89,g,0.0,
,,,,,,"18/11/2020,  6 bed m, Ra.3 > R1 > Bed 310",486,1.62,g,0.0,
Onions: Scallions,Summer Time,2020,452,1.51,g,"30/9/2020,  480 plants, Ra.3 > R3 > Bed 331",452,1.51,g,0.0,
Onions: Scallions,אלדורדו,2019,24009,80.02,g,"28/6/2020,  2.5 bed m, Ra.3 > R1 > Bed 311",2016,6.72,g,0.0,
,,,,,,"25/3/2020,  6 bed m, Ra.1 > L6m > Bed 104",2970,9.9,g,0.0,
,,,,,,"23/7/2020,  2 bed m, Ra.2 > C6m > Bed 208",3748,12.49,g,0.0,
,,,,,,"19/8/2020,  6 bed m, Ra.2 > C1 > Bed 213",3748,12.49,g,0.0,
,,,,,,"10/9/2020,  3 bed m, Ra.2 > C6m > Bed 208",3748,12.49,g,0.0,
,,,,,,"16/9/2020,  3 bed m, Ra.2 > C6m > Bed 208",3748,12.49,g,0.0,
,,,,,,"4/6/2020,  6 bed m, HH > B > Bed 8",4031,13.44,g,0.0,
Onions: Scallions,אלדורדו,2020,6718,22.39,g,"29/10/2020,  4 bed m, Ra.3 > R1 > Bed 311",2505,8.35,g,0.0,
,,,,,,"18/11/2020,  6 bed m, Ra.3 > R1 > Bed 310",3745,12.48,g,0.0,
,,,,,,"30/12/2020,  6 bed m, Ra.2 > C6m > Bed 203",468,1.56,g,0.0,
Oregano,Generic Variety,2019,118,0.01,g,"1/11/2020  · Plant Sale, 30 plants",118,0.01,g,0.0,
Pac Choi (Bok Choy),Generic Variety,2019,993,2.38,g,"22/6/2020,  12 bed m, Zvika - no beds selected",233,0.55,g,0.0,
,,,,,,"30/7/2020,  12 bed m, Ra.1 > L2 > Bed 128",233,0.58,g,0.0,
,,,,,,"10/2/2020,  12 bed m, Ra.1 > L2 > Bed 125",233,0.55,g,0.0,
,,,,,,"6/1/2020,  6 bed m, Ra.1 > L6m > Bed 104",126,0.3,g,0.0,
,,,,,,"27/8/2020,  12 bed m, Ra.3 > R3 > Bed 333",168,0.4,g,0.0,
Pac Choi (Bok Choy),Generic Variety,2020,486,1.14,g,"18/11/2020,  12 bed m, Ra.2 > C2 > Bed 223",252,0.59,g,0.0,
,,,,,,"2/12/2020,  12 bed m, Zvika > zA > Bed 508",234,0.55,g,0.0,
Pac Choi (Bok Choy),Yuushou,2019,156,0.39,g,"26/8/2020,  12 bed m, Field not assigned",156,0.39,g,0.0,
Parsley,Generic Variety,2019,852,1.42,g,"12/2/2020,  12 bed m, Ra.2 > C2 > Bed 226",600,1.0,g,0.0,
,,,,,,"25/3/2020,  6 bed m, Ra.2 > C2 > Bed 218",252,0.42,g,0.0,
Parsley,Generic Variety,2020,630,1.05,g,"8/10/2020,  12 bed m, Ra.2 > C2 > Bed 221",630,1.05,g,0.0,
Parsley,Green Perle - מסולסלת,2019,8421,14.07,g,"19/2/2020,  6 bed m, Ra.1 > L6m > Bed 103",4310,7.2,g,0.0,
,,,,,,"25/3/2020,  6 bed m, Ra.2 > C2 > Bed 218",2166,3.62,g,0.0,
,,,,,,"15/6/2020,  6 bed m, Ra.2 > C2 > Bed 224",1945,3.25,g,0.0,
Parsley,hyd. מסולסלת,2020,4685,7.82,g,"11/2/2021,  720 plants, Hyd. S - no beds selected",4685,7.82,g,0.0,
Parsley,בורג'ו - נטע,2019,19569,33.95,g,"10/9/2020,  12 bed m, Ra.1 > L1 > Bed 118",3890,7.78,g,0.0,
,,,,,,"30/7/2020,  6 bed m, Ra.1 > L6m > Bed 103",600,1.0,g,0.0,
,,,,,,"13/8/2020,  20 bed m, Ra.1 > L1 > Bed 119 + 1 more Block",1000,1.67,g,0.0,
,,,,,,"7/4/2020,  10 bed m, Ra.2 > C1 > Bed 215",4310,7.2,g,0.0,
,,,,,,"6/5/2020,  12 bed m, Ra.2 > C2 > Bed 220",3890,6.49,g,0.0,
,,,,,,"4/6/2020,  12 bed m, Ra.1 > L2 > Bed 127",3890,6.49,g,0.0,
,,,,,,"15/6/2020,  6 bed m, Ra.2 > C2 > Bed 224",1989,3.32,g,0.0,
Parsley,בורג'ו - נטע,2020,3781,6.31,g,"1/9/2020,  12 bed m, Ra.2 > C2 > Bed 219",1440,2.4,g,0.0,
,,,,,,"18/11/2020,  12 bed m, Ra.3 > R1 > Bed 309",2341,3.91,g,0.0,
Parsley Root,Generic Variety,2019,3080,3.5,g,"6/1/2020,  6 bed m, Ra.2 > C1 > Bed 214",1760,2.0,g,10.0,
,,,,,,"5/2/2020,  6 bed m, Ra.1 > L6m > Bed 105",1320,1.5,g,10.0,
Parsley Root,Generic Variety,2020,7040,8.0,g,"29/10/2020,  12 bed m, Ra.1 > L1 > Bed 114",3520,4.0,g,10.0,
,,,,,,"2/12/2020,  12 bed m, Ra.1 > L1 > Bed 115",3520,4.0,g,10.0,
Parsley Root,Hilmar,2019,3960,7.92,g,"13/8/2020,  2 bed m, Ra.3 > R3 > Bed 331",3960,7.92,g,10.0,Organic
Parsley Root,Hilmar,2020,3520,4.0,g,"24/9/2020,  12 bed m, Ra.1 > L2 > Bed 128",3520,4.0,g,10.0,Organic
Peas,Generic Variety,2020,220,55.0,g,"21/12/2020,  12 bed m, HH > B > Bed 12",0,0.0,g,0.0,
,,,,,,"8/10/2020  · Plant Sale, 200 plants",220,55.0,g,0.0,
Peas,Sugar Snap,2020,240,60.0,g,"2/11/2020,  12 bed m, Ra.3 > R6m > Beds 301, 304",120,30.0,g,0.0,
,,,,,,"9/12/2020,  12 bed m, HH > B > Bed 11",120,30.0,g,0.0,
Peas,Taccola gigante,2019,528,132.0,g,"6/1/2020,  12 bed m, HH > C > Bed 18",528,132.0,g,10.0,Organic
Peas,Taccola gigante,2020,720,180.0,g,"1/10/2020,  18 bed m, Zvika > zB > Beds 524-525",720,180.0,g,20.0,Organic
Peas,Yellow Sugar,2020,144,36.0,g,"2/12/2020,  12 bed m, HH > C > Bed 15",144,36.0,g,20.0,Organic
,,,,,,"30/12/2020,  18 bed m, HH > A > Beds 5-6",0,0.0,g,0.0,
Peas,בר לכל - אפונה נבטים,2019,2000,500.0,g,27/8/2020  · Microgreen,2000,500.0,g,0.0,
Peas,ורדה,2020,288,72.0,g,"16/9/2020,  12 bed m, Ra.3 > R1 > Bed 306",144,36.0,g,20.0,Organic
,,,,,,"2/12/2020,  12 bed m, Zvika > zB > Bed 518",144,36.0,g,20.0,Organic
,,,,,,"30/12/2020,  18 bed m, HH > A > Bed 5 + 1 more Block",0,0.0,g,0.0,
Peppers,Cornito Rosso,2019,60,0.42,g,"16/4/2020,  12 bed m, Ra.3 > R3 > Bed 329",60,0.42,g,0.0,
Peppers,Generic Variety,2019,30,0.21,g,"27/4/2020,  6 bed m, Ra.3 > R6m > Bed 302",30,0.21,g,0.0,
Peppers,Macabi,2019,336,2.33,g,"11/6/2020,  9 bed m, Ra.1 > L1 > Bed 111",336,2.33,g,0.0,
Peppers,Padron,2019,502,3.49,g,"29/6/2020,  6 bed m, Ra.3 > R1 > Bed 315",32,0.22,g,0.0,
,,,,,,"7/4/2020,  6 bed m, Field not assigned",90,0.63,g,0.0,
,,,,,,"4/5/2020,  6 bed m, Field not assigned",156,1.08,g,0.0,
,,,,,,"4/6/2020,  8 bed m, HH > C > Bed 13",224,1.56,g,0.0,
Peppers,Romance,2019,141,0.98,g,"30/4/2020,  12 bed m, Ra.3 > R2 > Bed 319",63,0.44,g,0.0,
,,,,,,"6/4/2020,  12 bed m, Ra.3 > R3 > Bed 330",78,0.54,g,0.0,
Peppers,לפיד,2019,45,0.31,g,"4/6/2020,  4 bed m, HH > C > Bed 13",45,0.31,g,0.0,
Poppy,Generic Variety,2019,4298,1.08,g,"2/4/2020  · Plant Sale, 130 plants",1436,0.36,g,0.0,
,,,,,,"6/5/2020  · Plant Sale, 130 plants",1436,0.36,g,0.0,
,,,,,,"6/5/2020  · Plant Sale, 130 plants",1426,0.36,g,0.0,
Radishes,AB 708,2019,3218,34.23,g,"30/7/2020,  6 bed m, Ra.1 > L6m > Bed 101",1238,13.17,g,10.0,Organic
,,,,,,"13/8/2020,  6 bed m, Ra.3 > R6m > Bed 301",1980,21.06,g,10.0,Organic
Radishes,AZ-506 sisi,2020,7920,84.24,g,"23/9/2020,  6 bed m, Ra.3 > R6m > Bed 301",1980,21.06,g,10.0,Organic
,,,,,,"11/11/2020,  6 bed m, Ra.2 > C1 > Bed 213",1980,21.06,g,10.0,Organic
,,,,,,"2/9/2020,  6 bed m, Ra.2 > C6m > Bed 201",1980,21.06,g,10.0,Organic
,,,,,,"17/9/2020,  6 bed m, Ra.3 > R6m > Bed 303",1980,21.06,g,10.0,Organic
Radishes,Daikon Long,2019,1320,14.04,g,"5/2/2020,  4 bed m, Ra.1 > L1 > Bed 116",1320,14.04,g,10.0,Organic
Radishes,Daikon Long,2020,2640,28.08,g,"23/11/2020,  6 bed m, HH > B > Bed 10",1320,14.04,g,10.0,Organic
,,,,,,"31/12/2020,  6 bed m, HH > B > Bed 8",1320,14.04,g,10.0,Organic
Radishes,French Breakfast,2019,330,3.51,g,"6/1/2020,  12 bed m, Ra.2 > C2 > Bed 217",330,3.51,g,10.0,Organic
Radishes,French Breakfast,2020,5280,56.17,g,"2/12/2020,  3 bed m, Ra.1 > L6m > Bed 102",1320,14.04,g,10.0,Organic
,,,,,,"31/12/2020,  12 bed m, Zvika > zB > Bed 523",1320,14.04,g,10.0,Organic
,,,,,,"9/12/2020,  6 bed m, Ra.2 > C1 > Bed 213",2640,28.09,g,10.0,Organic
Radishes,Generic Variety,2020,3432,36.52,g,"15/10/2020,  5 bed m, Ra.1 > L1 > Bed 110",2640,28.09,g,10.0,Organic
,,,,,,"7/10/2020,  6 bed m, Ra.2 > C6m > Bed 204",792,8.43,g,10.0,Organic
Radishes,ice candle,2019,2640,28.09,g,"18/3/2020,  12 bed m, Ra.3 > R2 > Bed 323",2640,28.09,g,10.0,Organic
Radishes,ice candle,2020,660,7.02,g,"2/12/2020,  3 bed m, Ra.1 > L6m > Bed 102",660,7.02,g,10.0,Organic
Radishes,Nero Tondo,2019,1848,19.66,g,"20/4/2020,  12 bed m, Ra.3 > R6m > Beds 303-304",528,5.62,g,10.0,Organic
,,,,,,"5/2/2020,  4 bed m, Ra.1 > L1 > Bed 116",1320,14.04,g,10.0,Organic
Radishes,Nero Tondo,2020,2640,28.08,g,"18/11/2020,  6 bed m, Ra.1 > L1 > Bed 116",1320,14.04,g,10.0,Organic
,,,,,,"31/12/2020,  6 bed m, HH > B > Bed 8",1320,14.04,g,10.0,Organic
Radishes,sakora - נבטים,2019,253800,2700.0,g,29/3/2020  · Microgreen,5640,60.0,g,0.0,
,,,,,,7/4/2020  · Microgreen,5640,60.0,g,0.0,
,,,,,,20/4/2020  · Microgreen,5640,60.0,g,0.0,
,,,,,,24/4/2020  · Microgreen,5640,60.0,g,0.0,
,,,,,,30/4/2020  · Microgreen,5640,60.0,g,0.0,
,,,,,,11/5/2020  · Microgreen,5640,60.0,g,0.0,
,,,,,,14/5/2020  · Microgreen,5640,60.0,g,0.0,
,,,,,,11/6/2020  · Microgreen,5640,60.0,g,0.0,
,,,,,,17/6/2020  · Microgreen,15040,160.0,g,0.0,
,,,,,,1/7/2020  · Microgreen,7520,80.0,g,0.0,
,,,,,,9/7/2020  · Microgreen,15040,160.0,g,0.0,
,,,,,,13/7/2020  · Microgreen,9400,100.0,g,0.0,
,,,,,,22/7/2020  · Microgreen,18800,200.0,g,0.0,Organic
,,,,,,23/7/2020  · Microgreen,18800,200.0,g,0.0,Organic
,,,,,,30/7/2020  · Microgreen,9400,100.0,g,0.0,Organic
,,,,,,3/8/2020  · Microgreen,15040,160.0,g,0.0,Organic
,,,,,,6/8/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,17/8/2020  · Microgreen,15040,160.0,g,0.0,Organic
,,,,,,24/8/2020  · Microgreen,15040,160.0,g,0.0,Organic
,,,,,,3/9/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,21/5/2020  · Microgreen,5640,60.0,g,0.0,
,,,,,,22/5/2020  · Microgreen,5640,60.0,g,0.0,
,,,,,,1/6/2020  · Microgreen,5640,60.0,g,0.0,
,,,,,,10/8/2020  · Microgreen,15040,160.0,g,0.0,Organic
,,,,,,20/8/2020  · Microgreen,15040,160.0,g,0.0,Organic
,,,,,,7/9/2020  · Microgreen,7520,80.0,g,0.0,Organic
Radishes,sakora - נבטים,2020,195520,2080.0,g,24/9/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,24/9/2020  · Microgreen,0,0.0,g,0.0,Organic
,,,,,,11/10/2020  · Microgreen,0,0.0,g,0.0,Organic
,,,,,,15/10/2020  · Microgreen,0,0.0,g,0.0,Organic
,,,,,,19/10/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,22/10/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,10/9/2020  · Microgreen,15040,160.0,g,0.0,Organic
,,,,,,4/10/2020  · Microgreen,15040,160.0,g,0.0,Organic
,,,,,,7/10/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,12/10/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,26/10/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,5/11/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,9/11/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,16/11/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,23/11/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,30/11/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,7/12/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,14/12/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,4/2/2021  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,30/10/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,29/10/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,12/11/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,26/11/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,3/12/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,10/12/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,20/12/2020  · Microgreen,7520,80.0,g,0.0,Organic
,,,,,,24/12/2020  · Microgreen,7520,80.0,g,0.0,Organic
Radishes,Saxa,2019,5940,63.18,g,"20/2/2020,  12 bed m, Ra.2 > C2 > Bed 225",660,7.02,g,10.0,Organic
,,,,,,"11/6/2020,  6 bed m, Ra.1 > L6m > Bed 103",1980,21.06,g,10.0,Organic
,,,,,,"10/4/2020,  4 bed m, Ra.3 > R1 > Bed 305",1320,14.04,g,10.0,Organic
,,,,,,"27/1/2020,  6 bed m, Ra.1 > L6m > Bed 104",1980,21.06,g,10.0,Organic
Radishes,נטע אדומה,2019,15070,160.31,g,"20/4/2020,  12 bed m, Ra.1 > L6m > Beds 107-108",1760,18.72,g,10.0,Organic
,,,,,,"15/1/2020,  12 bed m, Ra.2 > C1 > Bed 209",1320,14.04,g,10.0,Organic
,,,,,,"22/1/2020,  12 bed m, Ra.3 > R1 > Bed 305",1320,14.04,g,10.0,Organic
,,,,,,"12/3/2020,  12 bed m, HH > B > Bed 8",1320,14.04,g,10.0,Organic
