Category,Family Name,Crop,Crop Type,Variety,Planting Method,Harvest Stage,GH Sow Date,Days to 1st potting up,1st Potting up date,Days to 2nd Potting up,2nd Potting up date,Days to 3rd Potting up,3rd Potting up date,Days In Greenhouse,Field Sowing Planting Date,DTM,Harvest Window,First Harvest,Last Harvest,Planting Amount,Location,In-Row Spacing,In-Row Spacing Unit,Rows Per Bed,# Of Flats,Flat/pot type,Seeds per cell,Estimated loss,Total Transplants,Total Seed Needed,Average seed weight,Average seed weight unit,Total Weight Needed,Total Weight Needed Unit,Extra Seed %,Seed spec,1st Potting up flat/pot type,1st Potting up plants per cell/pot,1st Potting up # of flats/pots,2nd Potting up flat/pot type,2nd Potting up plants per cell/pot,2nd Potting up # of flats/pots,3rd Potting up flat/pot type,3rd Potting up plants per cell/pot,3rd Potting up # of flats/pots,Harvest Unit,Avg Yield Rate,Avg. Sales Price,Est. Yield,Est. Revenue,Est. Rev./unit,Growing Cycle,Rootstock,Harvest Season,First Fruiting Year,Between row spacing,Notes,Seeder,Front gear,Rear gear,Roller plate
Herbs,Apiaceae,Dill,Dill,אמליה,Greenhouse Sow,Leaf,12/02/2020,,,,,,,35,18/03/2020,,38,27/04/2020,04/06/2020,6 bed m,"Ramim,Ra.2,Block C6m,Beds 204",10.0,cm,4,0.98,,8,30,390,3465,607,seeds/g,5.71,g,0.00,,,,,,,,,,,Bunches,4.000 bn/row m,₪5.00/bn,96.0 Bunches,₪480.00,₪20.00/row m,Annual,,,,,,,,,
Herbs,Apiaceae,Dill,Dill,אמליה,Greenhouse Sow,Leaf,26/03/2020,,,,,,,41,06/05/2020,,27,08/06/2020,05/07/2020,18 bed m,"Ramim,Ra.1,Block L1,Beds 115-116",10.0,cm,5,0.88,,8,30,390,3112,607,seeds/g,5.13,g,0.00,,,,,,,,,,,Bunches,4.000 bn/row m,₪5.00/bn,360.0 Bunches,"₪1,800.00",₪20.00/row m,Annual,,,,,,,,,
Herbs,Apiaceae,Dill,Dill,אמליה,Greenhouse Sow,Leaf,20/04/2020,,,,,,,52,11/06/2020,,30,27/07/2020,26/08/2020,12 bed m,,10.0,cm,5,,,8,30,780,6223,607,seeds/g,10.25,g,0.00,,,,,,,,,,,Bunches,4.000 bn/row m,₪5.00/bn,240.0 Bunches,"₪1,200.00",₪20.00/row m,Annual,,,,,,,,,
Herbs,Apiaceae,Dill,Dill,אמליה,Greenhouse Sow,Leaf,01/06/2020,,,,,,,38,09/07/2020,,22,07/09/2020,29/09/2020,12 bed m,"Ramim,Ra.1,Block L1,Beds 113",10.0,cm,4,,,8,30,390,3112,607,seeds/g,5.13,g,0.00,,,,,,,,,,,Bunches,3.200 bn/row m,₪5.00/bn,153.6 Bunches,₪768.00,₪16.00/row m,Annual,,,,,,,,,
Herbs,Apiaceae,Dill,Dill,Dukat,Direct Sow,Full-Size,,,,,,,,,30/07/2020,,43,13/09/2020,26/10/2020,6 bed m,"Ramim,Ra.1,Block L6m,Beds 102",5.0,cm,5,,,,,,600,607,seeds/g,0.99,g,0.00,,,,,,,,,,,Bunches,1.000 bn/row m,₪5.00/bn,30.0 Bunches,₪150.00,₪5.00/row m,Annual,,,,,,,14,9,FJ - 12
Herbs,Apiaceae,Dill,Dill,אמליה,Greenhouse Sow,Leaf,20/08/2020,,,,,,,41,30/09/2020,,0,17/11/2020,17/11/2020,12 bed m,"Ramim,Ra.2,Block C2,Beds 225",10.0,cm,5,1.76,,8,30,780,780,500,seeds/g,1.56,g,0.00,Organic,,,,,,,,,,Bunches,4.000 bn/row m,₪5.00/bn,240.0 Bunches,"₪1,200.00",₪20.00/row m,Annual,,,,,,,,,
Herbs,Apiaceae,Dill,Dill,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,02/09/2020,,13,26/10/2020,08/11/2020,8 bed m,"Ramim,Ra.2,Block C1,Beds 216",10.0,cm,5,,,,30,520,520,607,seeds/g,0.86,g,0.00,,,,,,,,,,,Bunches,2.000 bn/row m,₪5.00/bn,80.0 Bunches,₪400.00,₪10.00/row m,Annual,,,,,,,,,
Herbs,Apiaceae,Dill,Dill,אמליה,Greenhouse Sow,Leaf,24/09/2020,,,,,,,28,22/10/2020,,0,21/11/2020,21/11/2020,6 bed m,"Ramim,Ra.1,Block L6m,Beds 102",10.0,cm,5,1.76,,8,30,780,6223,500,seeds/g,12.45,g,0.00,Organic,,,,,,,,,,Bunches,4.000 bn/row m,₪5.00/bn,120.0 Bunches,₪600.00,₪20.00/row m,Annual,,,,,,,,,
Herbs,Apiaceae,Dill,Dill,אמליה,Greenhouse Sow,Leaf,14/10/2020,,,,,,,40,23/11/2020,,44,18/01/2021,03/03/2021,6 bed m,"Ramim,Ra.2,Block C6m,Beds 202",10.0,cm,5,2.52,310 cell flats,8,30,780,6250,500,seeds/g,12.50,g,0.00,Organic,,,,,,,,,,Bunches,1.500 bn/row m,₪5.00/bn,45.0 Bunches,₪225.00,₪7.50/row m,Annual,,,,,,,,,
Herbs,Apiaceae,Dill,Dill,אמליה,Greenhouse Sow,Leaf,05/11/2020,,,,,,,27,02/12/2020,,0,11/01/2021,11/01/2021,12 bed m,"Ramim,Ra.1,Block L1,Beds 114",10.0,cm,4,2.01,310 cell flats,8,30,624,4985,500,seeds/g,9.97,g,0.00,Organic,,,,,,,,,,Bunches,4.000 bn/row m,₪5.00/bn,192.0 Bunches,₪960.00,₪20.00/row m,Annual,,,,,,,,,
Vegetables,Solanaceae,Eggplant,European,Meatball,Transplant from Purchased,,,,15/04/2019,,,,,,06/05/2019,,339,24/06/2019,28/05/2020,12 bed m,"Ramim,Ra.1,Block L1,Beds 119",50.0,cm,1,,,,0,24,24,235,seeds/g,0.10,g,0.00,,,1 plant,0.0,,,,,,,Kilograms,2.500 kg/row m,₪10.00/kg,30.0 Kilograms,₪300.00,₪25.00/row m,Annual,,,,,,,,,
Vegetables,Solanaceae,Eggplant,European,בלאדי - יעל,Greenhouse Sow,,26/02/2020,27,24/03/2020,,,,,,20/04/2020,,495,15/06/2020,23/10/2021,24 bed m,"Ramim,Ra.3,Block R2,Beds 325-326",50.0,cm,1,0.64,128 cell flats,2,70,81.6,164,235,seeds/g,0.70,g,0.00,,24 cell flats,1 plant,3.4,,,,,,,Kilograms,2.500 kg/row m,₪9.00/kg,60.0 Kilograms,₪540.00,₪22.50/row m,Annual,,,,,,,,,
Vegetables,Solanaceae,Eggplant,European,Aragon - חישתיל,Transplant from Purchased,,,,,,,,,,16/04/2020,,109,18/06/2020,05/10/2020,12 bed m,"Ramim,Ra.3,Block R2,Beds 324",50.0,cm,1,,,,5,25.2,25,235,seeds/g,0.11,g,0.00,,,,,,,,,,,Kilograms,2.500 kg/row m,₪10.00/kg,30.0 Kilograms,₪300.00,₪25.00/row m,Annual,,,,,שתילים הוזמנו מיניב,,,,
Vegetables,Apiaceae,Fennel,Fennel,Generic Variety,Greenhouse Sow,Full-Size,01/08/2019,,,,,,,41,11/09/2019,,56,12/12/2019,06/02/2020,8 bed m,"Ramim,Ra.1,Block L2,Beds 125",20.0,cm,4,1.01,310 cell flats,1,30,312,313,195,seeds/g,1.61,g,0.00,,,,,,,,,,,Kilograms,1.500 kg/row m,₪11.00/kg,48.0 Kilograms,₪528.00,₪16.50/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Fennel,Fennel,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,26/08/2019,,32,12/12/2019,13/01/2020,12 bed m,"Ramim,Ra.2,Block C2,Beds 227",20.0,cm,4,,,,0,240,240,195,seeds/g,1.23,g,0.00,,,,,,,,,,,Kilograms,1.500 kg/row m,₪11.00/kg,72.0 Kilograms,₪792.00,₪16.50/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Fennel,Fennel,Generic Variety,Greenhouse Sow,Full-Size,09/09/2019,,,,,,,31,10/10/2019,,50,23/01/2020,13/03/2020,12 bed m,"Ramim,Ra.2,Block C2,Beds 218",20.0,cm,4,1.01,310 cell flats,2,30,312,313,195,seeds/g,1.61,g,0.00,,,,,,,,,,,Kilograms,1.500 kg/row m,₪9.00/kg,72.0 Kilograms,₪648.00,₪13.50/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Fennel,Fennel,Generic Variety,Greenhouse Sow,Full-Size,18/11/2019,,,,,,,58,15/01/2020,,6,30/04/2020,06/05/2020,12 bed m,"Ramim,Ra.3,Block R1,Beds 306",20.0,cm,4,1.01,310 cell flats,1,30,312,313,195,seeds/g,1.61,g,0.00,,,,,,,,,,,Kilograms,1.500 kg/row m,₪9.00/kg,72.0 Kilograms,₪648.00,₪13.50/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Fennel,Fennel,Generic Variety,Greenhouse Sow,Plant sale,02/01/2020,,,,,,,,,,3,20/02/2020,23/02/2020,280 plants,,,,,1.01,310 cell flats,1,30,15.6,313,195,seeds/g,1.61,g,0.00,,,,,,,,,,,,,₪0.00/pl,280.0 Plants,₪0.00,₪0.00/plant,Annual,,,,,,,,,
Vegetables,Apiaceae,Fennel,Fennel,Generic Variety,Greenhouse Sow,Full-Size,20/07/2020,,,,,,,35,24/08/2020,,1,13/09/2020,14/09/2020,12 bed m,,20.0,cm,4,1.01,310 cell flats,2,30,312,626,200,seeds/g,3.13,g,0.00,,,,,,,,,,,Kilograms,0.800 kg/row m,₪9.00/kg,38.4 Kilograms,₪345.60,₪7.20/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Fennel,Fennel,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,23/07/2020,,22,09/11/2020,01/12/2020,12 bed m,"Ramim,Ra.1,Block L1,Beds 115",20.0,cm,4,,310 cell flats,,0,240,240,200,seeds/g,1.20,g,0.00,,,,,,,,,,,Kilograms,0.800 kg/row m,₪11.00/kg,38.4 Kilograms,₪422.40,₪8.80/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Fennel,Fennel,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,13/08/2020,,34,26/11/2020,30/12/2020,15 bed m,"Ramim,Ra.2,Block C1,Beds 213-214",20.0,cm,4,,,,0,300,300,200,seeds/g,1.50,g,0.00,,,,,,,,,,,Kilograms,0.800 kg/row m,₪11.00/kg,48.0 Kilograms,₪528.00,₪8.80/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Fennel,Fennel,Orion,Transplant from Purchased,Full-Size,,,,,,,,,25/08/2020,,0,13/12/2020,13/12/2020,24 bed m,,20.0,cm,4,,400 cell flats,,0,480,480,200,seeds/g,2.40,g,0.00,,,,,,,,,,,Kilograms,0.800 kg/row m,₪9.00/kg,76.8 Kilograms,₪691.20,₪7.20/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Fennel,Fennel,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,27/08/2020,,12,10/12/2020,22/12/2020,10 bed m,"Ramim,Ra.2,Block C2,Beds 217",20.0,cm,4,,,,0,200,200,200,seeds/g,1.00,g,0.00,,,,,,,,,,,Kilograms,0.800 kg/row m,₪11.00/kg,32.0 Kilograms,₪352.00,₪8.80/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Fennel,Fennel,Orion,Greenhouse Sow,Full-Size,24/09/2020,,,,,,,35,29/10/2020,,67,07/01/2021,15/03/2021,12 bed m,"Ramim,Ra.2,Block C1,Beds 209",20.0,cm,4,1.01,310 cell flats,2,30,312,626,200,seeds/g,3.13,g,0.00,,,,,,,,,,,Kilograms,0.800 kg/row m,₪9.00/kg,38.4 Kilograms,₪345.60,₪7.20/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Fennel,Fennel,Orion,Transplant from Purchased,Full-Size,,,,,,,,,30/09/2020,,21,21/12/2020,11/01/2021,12 bed m,"Ramim,Ra.3,Block R1,Beds 308",20.0,cm,4,,310 cell flats,,0,240,240,200,seeds/g,1.20,g,0.00,,,,,,,,,,,Kilograms,0.800 kg/row m,₪9.00/kg,38.4 Kilograms,₪345.60,₪7.20/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Fennel,Fennel,Orion,Greenhouse Sow,Full-Size,12/11/2020,,,,,,,41,23/12/2020,,28,23/03/2021,20/04/2021,12 bed m,"Ramim,Ra.3,Block R1,Beds 307",20.0,cm,4,1.01,310 cell flats,2,30,312,626,200,seeds/g,3.13,g,0.00,Organic,,,,,,,,,,Kilograms,0.800 kg/row m,₪9.00/kg,38.4 Kilograms,₪345.60,₪7.20/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Fennel,Fennel,Orion,Transplant from Purchased,Full-Size,,,,,,,,,23/11/2020,,42,15/02/2021,29/03/2021,12 bed m,"Ramim,Ra.1,Block L1,Beds 120",20.0,cm,4,,310 cell flats,,0,240,240,200,seeds/g,1.20,g,0.00,,,,,,,,,,,Kilograms,0.800 kg/row m,₪9.00/kg,38.4 Kilograms,₪345.60,₪7.20/row m,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Garlic,Hardneck,שני - מהגינה,Direct Sow,Bulb,,,,,,,,,17/10/2019,,16,06/04/2020,22/04/2020,48 bed m,"Ramim,Ra.3,Block R2,Beds 325-328",10.0,cm,4,,,,,,2208,200,cloves/kg,11.04,kg,15.00,Organic,,,,,,,,,,Kilograms,0.500 kg/row m,₪5.00/ea,96.0 Kilograms,"₪9,600.00",₪50.00/row m,Annual,,,,,,Hand Seeding,,,
Vegetables,Amaryllidaceae,Garlic,Hardneck,שני - מהגינה,Direct Sow,Scapes,,,,,,,,,08/10/2020,,85,23/12/2020,18/03/2021,36 bed m,"Home,HH,Block C,Beds 16-18",10.0,cm,5,,,,,,2070,170,seed cloves/kg,12.18,kg,15.00,,,,,,,,,,,Kilograms,0.491 kg/row m,₪60.00/kg,88.4 Kilograms,"₪5,302.80",₪29.46/row m,Annual,,,,,,Hand Seeding,,,
Vegetables,Amaryllidaceae,Garlic,Hardneck,שני - מהגינה,Direct Sow,Bulb,,,,,,,,,22/10/2020,,80,04/01/2021,25/03/2021,36 bed m,"Ramim,Ra.4,Block Lo24,Beds 401-402",10.0,cm,5,,,,,,2760,200,cloves/kg,13.80,kg,15.00,Organic,,,,,,,,,,Kilograms,0.500 kg/row m,₪5.00/ea,90.0 Kilograms,"₪90,000.00",₪500.00/row m,Annual,,,,,,Hand Seeding,,,
Vegetables,Cucurbitaceae,Gourds,Large,Generic Variety,Greenhouse Sow,,25/06/2020,,,,,,,,09/07/2020,,44,27/07/2020,09/09/2020,12 bed m,"zvika,Zvika,Block zB,Beds 514",50.0,cm,1,0.12,128 cell flats,1,30,15.6,15,5622,seeds/g,0.00,g,0.00,,,,,,,,,,,Kilograms,3.914 kg/row m,₪10.00/kg,47.0 Kilograms,₪469.70,₪39.14/row m,Annual,,,,,,,,,
Vegetables,Asteraceae,Jerusalem Artichokes,Jerusalem Artichokes,Generic Variety,Direct Sow,,,,,,,,,,04/12/2019,,0,01/07/2021,01/07/2021,18 bed m,"Home,HH,Block A,Beds 1-3",20.0,cm,2,,,,,,160,20,seeds/kg,8.00,kg,0.00,,,,,,,,,,,Kilograms,1.000 kg/row m,₪40.00/kg,36.0 Kilograms,"₪1,440.00",₪40.00/row m,Annual,,,,,ישב באדמה מלא זמן - התחיל לצאת רק עם האביב באמצע מרץ - יש לשתול באביב ולא בחורף,Hand Seeding,,,
Vegetables,Fabaceae,Jicama,Jicama,Generic Variety,Greenhouse Sow,,26/03/2020,,,,,,,,08/06/2020,,0,05/10/2020,05/10/2020,12 bed m,"zvika,Zvika,Block zB,Beds 518",20.0,cm,2,2.5,128 cell flats,1,30,468,320,10,seeds/g,32.00,g,0.00,Organic,,,,,,,,,,Kilograms,1.500 kg/row m,₪12.00/kg,36.0 Kilograms,₪432.00,₪18.00/row m,Annual,,,,,,,,,
Vegetables,Fabaceae,Jicama,Jicama,Generic Variety,Greenhouse Sow,,20/05/2020,,,,,,,,02/07/2020,,7,14/12/2020,21/12/2020,24 bed m,"Ramim,Ra.3,Block R1,Beds 312-313",20.0,cm,2,1.06,,1,30,468,469,10,seeds/g,46.90,g,0.00,Organic,,,,,,,,,,Kilograms,1.500 kg/row m,₪12.00/kg,72.0 Kilograms,₪864.00,₪18.00/row m,Annual,,,,,,,,,
Vegetables,Fabaceae,Jicama,Jicama,Itay,Direct Sow,,,,,,,,,,22/06/2020,,7,19/11/2020,26/11/2020,24 bed m,"Ramim,Ra.3,Block R1,Beds 305-306",10.0,cm,1,,,,,,264,10,seeds/g,26.40,g,10.00,,,,,,,,,,,Kilograms,1.500 kg/row m,₪15.00/kg,36.0 Kilograms,₪540.00,₪22.50/row m,Annual,,,,,,Hand Seeding,,,
Vegetables,Brassicaceae,Kale,Kale,גומן,Greenhouse Sow,Full-Size,26/08/2019,,,,,,,38,03/10/2019,,98,02/12/2019,09/03/2020,12 bed m,"Ramim,Ra.1,Block L2,Beds 131",40.0,cm,3,0.91,128 cell flats,3,30,117,349,200,seeds/g,1.75,g,0.00,,,,,,,,,,,Bunches,5.000 bn/row m,₪8.00/bn,180.0 Bunches,"₪1,440.00",₪40.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kale,Kale,Lacinato (Dinosaur),Greenhouse Sow,Full-Size,26/08/2019,,,,,,,37,02/10/2019,,320,28/11/2019,13/10/2020,12 bed m,"Ramim,Ra.2,Block C2,Beds 228",40.0,cm,3,0.91,128 cell flats,2,30,117,349,200,seeds/g,1.75,g,0.00,,,,,,,,,,,Bunches,7.000 bn/row m,₪8.00/bn,252.0 Bunches,"₪2,016.00",₪56.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kale,Kale,Red Russian,Direct Sow,Baby Leaf,,,,,,,,,25/10/2019,,49,28/11/2019,16/01/2020,6 bed m,"Ramim,Ra.1,Block L1,Beds 111",0.5,cm,8,,,,,,10560,200,seeds/g,52.80,g,10.00,,,,,,,,,,,Kilograms,150.000 g/row m,₪10.00/cs,"7,200.0 Grams",₪240.00,₪5.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Kale,Kale,Lacinato (Dinosaur),Greenhouse Sow,Full-Size,06/11/2019,,,,,,,35,11/12/2019,,1,04/02/2020,05/02/2020,12 bed m,,30.0,cm,3,0.5,310 cell flats,3,30,156,465,200,seeds/g,2.33,g,0.00,,,,,,,,,,,Bunches,13.000 bn/row m,₪8.00/bn,468.0 Bunches,"₪3,744.00",₪104.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kale,Kale,Lacinato (Dinosaur),Greenhouse Sow,Full-Size,04/12/2019,,,,,,,42,15/01/2020,,195,25/03/2020,06/10/2020,12 bed m,"Ramim,Ra.2,Block C2,Beds 227",30.0,cm,3,0.56,,2,30,156,470,200,seeds/g,2.35,g,0.00,,,,,,,,,,,Bunches,7.000 bn/row m,₪8.00/bn,252.0 Bunches,"₪2,016.00",₪56.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kale,Kale,Red Russian,Direct Sow,Baby Leaf,,,,,,,,,19/02/2020,,42,01/04/2020,13/05/2020,3 bed m,"Ramim,Ra.2,Block C6m,Beds 206",0.5,cm,8,,,,,,5280,200,seeds/g,26.40,g,10.00,,,,,,,,,,,Kilograms,0.250 kg/row m,₪12.00/cs,6.0 Kilograms,₪327.27,₪13.64/row m,Annual,,,,,,Jang JP-1,14,9,FJ - 24
Vegetables,Brassicaceae,Kale,Kale,White Russian,Greenhouse Sow,Full-Size,13/04/2020,,,,,,,41,24/05/2020,,70,23/07/2020,01/10/2020,12 bed m,"Home,HH,Block C,Beds 14",30.0,cm,2,0.6,128 cell flats,2,30,104,154,200,seeds/g,0.77,g,0.00,,,,,,,,,,,Bunches,7.000 bn/row m,₪8.00/bn,168.0 Bunches,"₪1,344.00",₪56.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kale,Kale,Lacinato (Dinosaur),Greenhouse Sow,Full-Size,01/06/2020,,,,,,,41,12/07/2020,,30,06/09/2020,06/10/2020,12 bed m,"Home,HH,Block C,Beds 18",30.0,cm,2,0.91,128 cell flats,2,30,117,349,200,seeds/g,1.75,g,0.00,,,,,,,,,,,Bunches,7.000 bn/row m,₪8.00/bn,168.0 Bunches,"₪1,344.00",₪56.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kale,Kale,Red Russian,Direct Sow,Baby Leaf,,,,,,,,,30/07/2020,,30,24/08/2020,23/09/2020,6 bed m,"Ramim,Ra.1,Block L2,Beds 125",0.5,cm,8,,,,,,10560,200,seeds/g,52.80,g,10.00,Organic,,,,,,,,,,Kilograms,0.250 kg/row m,₪12.00/cs,12.0 Kilograms,₪654.55,₪13.64/row m,Annual,,,,,,Jang JP-1,14,9,FJ - 24
Vegetables,Brassicaceae,Kale,Kale,גומן,Greenhouse Sow,Full-Size,14/09/2020,,,,,,,24,08/10/2020,,64,19/11/2020,22/01/2021,12 bed m,"zvika,Zvika,Block zB,Beds 518",40.0,cm,3,0.09,128 cell flats,2,30,117,23,200,seeds/g,0.12,g,0.00,,,,,,,,,,,Bunches,7.000 bn/row m,₪8.00/bn,252.0 Bunches,"₪2,016.00",₪56.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kale,Kale,Lacinato (Dinosaur),Greenhouse Sow,Full-Size,14/09/2020,,,,,,,23,07/10/2020,,0,03/12/2020,03/12/2020,24 bed m,"Home,HH,Block C,Beds 14-15",40.0,cm,3,0.81,288 cell flats,2,30,234,234,200,seeds/g,1.17,g,0.00,,,,,,,,,,,Bunches,7.000 bn/row m,₪8.00/bn,504.0 Bunches,"₪4,032.00",₪56.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kale,Kale,Red Russian,Direct Sow,Baby Leaf,,,,,,,,,30/09/2020,,43,26/10/2020,08/12/2020,6 bed m,"Ramim,Ra.1,Block L2,Beds 122",0.5,cm,8,,,,,,10560,200,seeds/g,52.80,g,10.00,Organic,,,,,,,,,,Kilograms,0.250 kg/row m,₪12.00/cs,12.0 Kilograms,₪654.55,₪13.64/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Kale,Kale,Red Russian,Direct Sow,Baby Leaf,,,,,,,,,02/12/2020,,46,04/02/2021,22/03/2021,6 bed m,"Ramim,Ra.2,Block C2,Beds 221",0.5,cm,8,,,,,,10560,200,seeds/g,52.80,g,10.00,Organic,,,,,,,,,,Kilograms,0.250 kg/row m,₪12.00/cs,12.0 Kilograms,₪654.55,₪13.64/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Kale,Kale,גומן,Greenhouse Sow,Full-Size,02/12/2020,,,,,,,28,30/12/2020,,14,15/03/2021,29/03/2021,12 bed m,"Ramim,Ra.1,Block L2,Beds 125",30.0,cm,3,1.22,128 cell flats,2,30,156,312,200,seeds/g,1.56,g,0.00,,,,,,,,,,,Bunches,7.000 bn/row m,₪8.00/bn,252.0 Bunches,"₪2,016.00",₪56.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kohlrabi,Kohlrabi,קרף - נטע,Greenhouse Sow,Full-Size,23/09/2019,,,,,,,27,20/10/2019,,18,26/12/2019,13/01/2020,12 bed m,"Ramim,Ra.3,Block R1,Beds 305",20.0,cm,4,1.01,310 cell flats,1,30,312,313,210,seeds/g,1.49,g,0.00,,,,,,,,,,,Kilograms,0.550 kg/row m,₪7.00/kg,26.4 Kilograms,₪184.80,₪3.85/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kohlrabi,Kohlrabi,Generic Variety,Greenhouse Sow,Full-Size,28/11/2019,,,,,,,44,11/01/2020,,21,24/02/2020,16/03/2020,12 bed m,"Ramim,Ra.3,Block R2,Beds 323",20.0,cm,4,0.0,310 cell flats,1,30,312,312,210,seeds/g,1.49,g,0.00,,,,,,,,,,,Kilograms,0.550 kg/row m,₪8.00/kg,26.4 Kilograms,₪211.20,₪4.40/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kohlrabi,Kohlrabi,קרף - נטע,Greenhouse Sow,Full-Size,02/12/2019,,,,,,,44,15/01/2020,,0,27/04/2020,27/04/2020,9 bed m,"Ramim,Ra.3,Block R1,Beds 305",20.0,cm,4,1.01,310 cell flats,1,30,312,313,210,seeds/g,1.49,g,0.00,,,,,,,,,,,Kilograms,0.550 kg/row m,₪7.00/kg,19.8 Kilograms,₪138.60,₪3.85/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kohlrabi,Kohlrabi,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,06/01/2020,,13,12/03/2020,25/03/2020,12 bed m,"Ramim,Ra.3,Block R1,Beds 312",20.0,cm,4,,,,5,252,252,210,seeds/g,1.20,g,0.00,,,,,,,,,,,Kilograms,0.550 kg/row m,₪8.00/kg,26.4 Kilograms,₪211.20,₪4.40/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kohlrabi,Kohlrabi,קרף - נטע,Greenhouse Sow,Full-Size,12/02/2020,,,,,,,43,26/03/2020,,35,20/05/2020,24/06/2020,12 bed m,,20.0,cm,4,,310 cell flats,1,30,312,313,210,seeds/g,1.49,g,0.00,,,,,,,,,,,Kilograms,0.550 kg/row m,₪7.00/kg,26.4 Kilograms,₪184.80,₪3.85/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kohlrabi,Kohlrabi,Konmar,Transplant from Purchased,Full-Size,,,,,,,,,09/07/2020,,6,20/08/2020,26/08/2020,6 bed m,"Ramim,Ra.2,Block C1,Beds 216",20.0,cm,4,,,,0,140,140,210,seeds/g,0.67,g,0.00,,,,,,,,,,,Kilograms,1.000 kg/row m,₪8.00/kg,24.0 Kilograms,₪192.00,₪8.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kohlrabi,Kohlrabi,Konmar,Transplant from Purchased,Full-Size,,,,,,,,,23/07/2020,,33,08/10/2020,10/11/2020,12 bed m,"Ramim,Ra.1,Block L1,Beds 114",20.0,cm,4,,,,5,504,252,210,seeds/g,1.20,g,0.00,,,,,,,,,,,Kilograms,0.550 kg/row m,₪8.00/kg,26.4 Kilograms,₪211.20,₪4.40/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kohlrabi,Kohlrabi,Konmar,Transplant from Purchased,Full-Size,,,,,,,,,13/08/2020,,44,26/10/2020,09/12/2020,15 bed m,"Ramim,Ra.2,Block C1,Beds 213,215",20.0,cm,4,,,,5,441,441,210,seeds/g,2.10,g,0.00,,,,,,,,,,,Kilograms,0.550 kg/row m,₪8.00/kg,33.0 Kilograms,₪264.00,₪4.40/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kohlrabi,Kohlrabi,Konmar,Transplant from Purchased,Full-Size,,,,,,,,,27/08/2020,,28,05/11/2020,03/12/2020,10 bed m,"Ramim,Ra.2,Block C2,Beds 218",20.0,cm,4,,,,5,210,210,210,seeds/g,1.00,g,0.00,,,,,,,,,,,Kilograms,0.550 kg/row m,₪8.00/kg,22.0 Kilograms,₪176.00,₪4.40/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kohlrabi,Kohlrabi,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,30/09/2020,,18,03/12/2020,21/12/2020,12 bed m,"Ramim,Ra.3,Block R1,Beds 307",20.0,cm,4,,,,5,252,252,210,seeds/g,1.20,g,0.00,,,,,,,,,,,Kilograms,0.550 kg/row m,₪8.00/kg,26.4 Kilograms,₪211.20,₪4.40/row m,Annual,,,,,,,,,
