Parents Crop,Variety,Year,Total Seeds Needed,Total Weight Needed,Total Seed Weight Needed Unit,Planting,Planting Seed Needed,Planting Seed Weight Needed,Planting Seed Weight Needed Unit,Planting Extra Seed Order %,Planting Seed Spec
,,,,,,"20/6/2022,  12 bed m, Ra.1 > L2 > Bed 127",50400,63.32,g,5.0,
,,,,,,"29/6/2022,  12 bed m, Ra.1 > L1 > Bed 117",67200,84.42,g,5.0,
,,,,,,"11/7/2022,  12 bed m, Ra.1 > L1 > Bed 119",67200,84.42,g,5.0,
,,,,,,"27/7/2022,  12 bed m, Ra.1 > L2 > Bed 129",67200,84.42,g,5.0,
,,,,,,"9/8/2022,  12 bed m, Ra.1 > L2 > Bed 131",50400,63.32,g,5.0,
,,,,,,"23/8/2022,  12 bed m, Ra.1 > L2 > Bed 121",67200,84.42,g,5.0,
Lettuce: Salad Mix,Mesclun Mix,2022,604800,759.78,g,"6/9/2022,  12 bed m, Ra.1 > L2 > Bed 123",67200,84.42,g,5.0,
,,,,,,"4/10/2022,  12 bed m, Ra.1 > L1 > Bed 117",67200,84.42,g,5.0,
,,,,,,"19/10/2022,  12 bed m, Ra.1 > L2 > Bed 129",67200,84.42,g,5.0,
,,,,,,"14/12/2022,  12 bed m, Ra.1 > L2 > Bed 123",67200,84.42,g,5.0,
,,,,,,"21/11/2022,  12 bed m, Ra.1 > L3 > Bed 133",67200,84.42,g,5.0,
,,,,,,"30/11/2022,  12 bed m, Ra.1 > L2 > Bed 121",67200,84.42,g,5.0,
,,,,,,"20/9/2022,  12 bed m, Ra.1 > L2 > Bed 127",67200,84.42,g,5.0,
,,,,,,"28/12/2022,  12 bed m, Ra.1 > L2 > Bed 125",67200,84.42,g,5.0,
,,,,,,"7/11/2022,  12 bed m, Ra.1 > L2 > Bed 131",67200,84.42,g,5.0,
Lettuce: Salad Mix,חרדל Red Giant,2021,75600,94.98,g,"27/4/2022,  6 bed m, Ra.2 > C6m > Bed 208",25200,31.66,g,5.0,
,,,,,,"23/8/2022,  6 bed m, Ra.1 > L2 > Bed 122",25200,31.66,g,5.0,
,,,,,,"11/7/2022,  6 bed m, Ra.1 > L1 > Bed 120",25200,31.66,g,5.0,
Lettuce: Salad Mix,חרדל Red Giant,2022,25200,31.66,g,"4/10/2022,  6 bed m, Ra.1 > L1 > Bed 118",25200,31.66,g,5.0,
Lettuce: Salad Mix,טאטסוי בייבי,2022,25200,31.66,g,"21/11/2022,  6 bed m, Ra.1 > L3 > Bed 134",25200,31.66,g,5.0,
Lettuce: Salad Mix,מיזונה מיקס,2021,50400,63.32,g,"20/6/2022,  6 bed m, Ra.1 > L2 > Bed 128",25200,31.66,g,5.0,
,,,,,,"9/8/2022,  6 bed m, Ra.1 > L2 > Bed 132",25200,31.66,g,5.0,
Lettuce: Salad Mix,מיזונה מיקס,2022,50400,63.32,g,"20/9/2022,  6 bed m, Ra.1 > L2 > Bed 128",25200,31.66,g,5.0,
,,,,,,"14/12/2022,  6 bed m, Ra.1 > L3 > Bed 135",25200,31.66,g,5.0,
Lettuce: Salad Mix,קייל בייבי,2021,48000,96.0,g,"29/6/2022,  6 bed m, Ra.1 > L1 > Bed 118",24000,48.0,g,0.0,
,,,,,,"23/8/2022,  6 bed m, Ra.1 > L6m > Bed 101",24000,48.0,g,0.0,
Lettuce: Salad Mix,קייל בייבי,2022,72000,126.15,g,"6/9/2022,  6 bed m, Ra.1 > L2 > Bed 124",24000,48.0,g,0.0,
,,,,,,"21/11/2022,  6 bed m, Ra.1 > L3 > Bed 134",24000,48.0,g,0.0,
,,,,,,"19/10/2022,  6 bed m, Ra.1 > L2 > Bed 130",24000,30.15,g,0.0,
Lovage,hyd. Lovage,2021,144,0.46,g,"26/5/2022,  6 bed m, Hyd. S > SE > Bed 23",144,0.46,g,0.0,
Lovage,hyd. Lovage,2022,264,0.84,g,"22/9/2022,  6 bed m, Hyd. N > NE > Bed 6",264,0.84,g,0.0,Organic
Melons,Ananas Coquette,2021,238,5.67,g,"30/3/2022,  24 bed m, Zvika > zA > Beds 507-508",238,5.67,g,0.0,
Melons,Galia Regalia,2021,342,8.15,g,"4/5/2022,  24 bed m, Zvika > zA > Beds 505-506",104,2.48,g,0.0,
,,,,,,"16/4/2022  · Plant Sale, 80 plants",238,5.67,g,0.0,
Melons,פרלינה,2021,120,2.86,g,"21/2/2022,  48 bed m, Zvika > zA > Beds 501-504",120,2.86,g,0.0,Organic
New Zealand Spinach,Generic Variety,2022,1560,52.0,g,"13/12/2022  · Plant Sale, 400 plants",1560,52.0,g,0.0,Organic
New Zealand Spinach,Tetragonia Specialty,2021,480,16.0,g,"13/7/2022,  48 bed m, HH > C > Beds 13-14, 17-18",480,16.0,g,0.0,
Onions: Scallions,hyd. Aldorado,2021,36644,122.16,g,"3/5/2022,  420 plants, Hyd. N > NW > Bed 15",7056,23.52,g,0.0,Organic
,,,,,,"2/3/2022,  420 plants, Hyd. N > NW > Bed 15",4439,14.8,g,0.0,Organic
,,,,,,"24/3/2022,  405 plants, Hyd. N > NW > Bed 15",4538,15.13,g,0.0,
,,,,,,"1/6/2022,  300 plants, Hyd. N > NW > Bed 15",4368,14.56,g,0.0,
,,,,,,"6/7/2022,  2 bed m, Hyd. N > NW > Bed 15",2480,8.27,g,0.0,
,,,,,,"7/9/2022,  255 plants, Hyd. N > NW > Bed 15",3360,11.2,g,0.0,
,,,,,,"21/7/2022,  300 plants, Hyd. N > NW > Bed 14",3360,11.2,g,0.0,
,,,,,,"22/9/2022,  195 plants, Hyd. N > NW > Bed 15",2678,8.93,g,0.0,
,,,,,,"16/6/2022,  420 plants, Hyd. N > NW > Bed 15",4365,14.55,g,0.0,
Onions: Scallions,hyd. Aldorado,2022,10410,34.7,g,"26/10/2022,  300 plants, Hyd. N > NW > Bed 15",330,1.1,g,0.0,
,,,,,,"15/11/2022,  300 plants, Hyd. N > NW > Bed 15",3360,11.2,g,0.0,
,,,,,,"8/2,  300 plants, Hyd. S - no beds selected",6720,22.4,g,0.0,
Onions: Scallions,White Spear,2022,255,0.87,g,"20/12/2022,  196 plants, Hyd. N > NW > Bed 14",255,0.87,g,0.0,
Pac Choi (Bok Choy),Hyd. Neta,2022,1185,2.79,g,"26/10/2022,  120 plants, Hyd. S > SW > Bed 26",260,0.61,g,0.0,
,,,,,,"15/11/2022,  80 plants, Hyd. S > SW > Bed 26",195,0.46,g,0.0,
,,,,,,"15/12/2022,  152 plants, Hyd. N > NW > Bed 10",420,0.99,g,0.0,
,,,,,,"10/1,  150 plants, Hyd. S - no beds selected",310,0.73,g,0.0,
Parsley,Generic Variety,2021,3900,6.51,g,"18/5/2022  · Plant Sale, 600 plants",3900,6.51,g,0.0,
Parsley,hyd. Borjo,2021,8487,14.16,g,"13/6/2022,  6 bed m, Hyd. S > SE > Bed 16",780,1.3,g,0.0,
,,,,,,"18/8/2022,  6 bed m, Hyd. S > SW > Bed 28",4200,7.01,g,0.0,
,,,,,,"28/4/2022,  6 bed m, Hyd. N > NW > Bed 12",3507,5.85,g,0.0,
Parsley,hyd. Borjo,2022,5820,9.71,g,"21/12/2022,  6 bed m, Hyd. S > SE > Bed 20",1170,1.95,g,0.0,
,,,,,,"31/1,  6 bed m, Hyd. S - no beds selected",4650,7.76,g,0.0,
Parsley,hyd. מסולסלת,2022,845,1.41,g,"23/11/2022,  3.5 bed m, Hyd. N > NW > Bed 11",455,0.76,g,0.0,
,,,,,,"4/10/2022,  6 bed m, Hyd. N > NW > Bed 9",390,0.65,g,0.0,
Parsley,בורג'ו - נטע,2021,1584,2.64,g,"9/5/2022,  36 bed m, Ra.1 > L3 > Beds 133-135",1584,2.64,g,0.0,
Parsley,בורג'ו - נטע,2022,2016,3.36,g,"5/9/2022,  24 bed m, Zvika > zB > Beds 523-524",1056,1.76,g,0.0,
,,,,,,"19/10/2022,  12 bed m, Ra.2 > C2 > Bed 221",960,1.6,g,0.0,
Peas,Norli,2022,1864,466.0,g,"19/10/2022,  24 bed m, Ra.3 > R2 > Beds 323-324",264,66.0,g,0.0,
,,,,,,"1/11/2022,  24 bed m, Ra.3 > R2 > Beds 321-322",1600,400.0,g,0.0,Organic
Peppers,Sweet Bite,2021,312,2.16,g,"1/6/2022,  24 bed m, Ra.2 > C1 > Beds 211-212",156,1.08,g,0.0,
,,,,,,"6/4/2022,  24 bed m, Ra.2 > C2 > Beds 227-228",156,1.08,g,0.0,
Peppers,Thai Red Chili,2021,136,0.94,g,"24/5/2022,  6 bed m, Ra.1 > L6m > Bed 108",136,0.94,g,0.0,
Peppers,וולטה - מוארך,2021,208,1.44,g,"6/4/2022,  32 bed m, Ra.2 > C6m > Beds 205-206 + 1 more Block",208,1.44,g,0.0,
Pineapple,MD,2022,105,0.0,,"31/7  · Plant Sale, 100 plants",105,0.0,,0.0,Organic
Radishes,AZ-506 sisi,2021,8360,88.94,g,"27/7/2022,  6 bed m, Ra.1 > L6m > Bed 102",1320,14.04,g,10.0,Organic
,,,,,,"9/8/2022,  6 bed m, Ra.1 > L6m > Bed 104",1760,18.72,g,10.0,Organic
,,,,,,"24/5/2022,  12 bed m, Ra.3 > R2 > Bed 328",2640,28.09,g,10.0,Organic
,,,,,,"23/6/2022,  12 bed m, Ra.1 > L2 > Bed 125",2640,28.09,g,10.0,Organic
Radishes,AZ-506 sisi,2022,5280,56.16,g,"6/9/2022,  6 bed m, Ra.1 > L6m > Bed 101",1760,18.72,g,10.0,Organic
,,,,,,"20/9/2022,  6 bed m, Ra.1 > L6m > Bed 102",1760,18.72,g,10.0,Organic
,,,,,,"4/10/2022,  6 bed m, Ra.1 > L1 > Bed 119",1760,18.72,g,10.0,Organic
Radishes,Colored Mix,2022,2640,28.08,g,"19/10/2022,  6 bed m, Ra.1 > L6m > Bed 104",1320,14.04,g,10.0,Organic
,,,,,,"21/11/2022,  6 bed m, Ra.1 > L6m > Bed 102",1320,14.04,g,10.0,Organic
Radishes,Daikon Long,2022,2805,29.85,g,"6/9/2022,  6 bed m, Ra.1 > L1 > Bed 113",825,8.78,g,10.0,Organic
,,,,,,"20/9/2022,  6 bed m, Ra.2 > C6m > Bed 207",825,8.78,g,10.0,Organic
,,,,,,"4/10/2022,  6 bed m, Ra.1 > L1 > Bed 120",825,8.78,g,10.0,Organic
,,,,,,"30/11/2022,  3 bed m, Ra.2 > C6m > Bed 206",330,3.51,g,10.0,Organic
Radishes,French Breakfast,2021,5280,56.17,g,"18/1/2022,  6 bed m, Ra.3 > R1 > Bed 312",2640,28.09,g,10.0,Organic
,,,,,,"21/3/2022,  6 bed m, Ra.1 > L1 > Bed 117",1320,14.04,g,10.0,Organic
,,,,,,"21/4/2022,  6 bed m, Ra.2 > C6m > Bed 203",1320,14.04,g,10.0,Organic
Radishes,French Breakfast,2022,3540,37.66,g,"7/11/2022,  6 bed m, Ra.1 > L6m > Bed 103",1980,21.06,g,10.0,Organic
,,,,,,"30/11/2022,  6 bed m, Ra.1 > L6m > Bed 101",1560,16.6,g,30.0,Organic
Radishes,Generic Variety,2021,2640,28.09,g,"21/2/2022,  12 bed m, Ra.1 > L1 > Bed 113",2640,28.09,g,10.0,Organic
Radishes,Generic Variety,2022,3227,34.33,g,"28/12/2022,  5 bed m, Ra.2 > C6m > Bed 207",1467,15.61,g,10.0,Organic
,,,,,,"20/12/2022,  6 bed m, Ra.2 > C6m > Bed 204",1760,18.72,g,10.0,Organic
Radishes,ice candle,2021,1760,18.72,g,"6/1/2022,  6 bed m, Ra.3 > R1 > Bed 312",1760,18.72,g,10.0,Organic
Radishes,Nero Tondo,2021,1760,18.72,g,"6/1/2022,  6 bed m, Ra.1 > L6m > Bed 108",1760,18.72,g,10.0,Organic
Radishes,Nero Tondo,2022,2805,29.85,g,"6/9/2022,  6 bed m, Ra.1 > L1 > Bed 113",825,8.78,g,10.0,Organic
,,,,,,"20/9/2022,  6 bed m, Ra.2 > C6m > Bed 208",825,8.78,g,10.0,Organic
,,,,,,"4/10/2022,  6 bed m, Ra.1 > L1 > Bed 120",825,8.78,g,10.0,Organic
,,,,,,"30/11/2022,  3 bed m, Ra.2 > C6m > Bed 206",330,3.51,g,10.0,Organic
Rhubarb,Crimson Red,2021,78,1.3,g,"26/10/2022,  12 bed m, HH > C > Bed 16",78,1.3,g,0.0,
Spinach,Giant Winter,2022,1953,24.41,kg,"1/11/2022  · Plant Sale, 500 plants",1953,24.41,kg,0.0,
Spinach,hyd. פולה f1,2022,5416,21918.41,g,"7/9/2022,  6 bed m, Hyd. S > SW > Bed 26",422,7.03,g,0.0,
,,,,,,"3/11/2022,  12 bed m, Hyd. N > NE > Beds 7-8",1953,32.55,g,0.0,
,,,,,,"15/12/2022,  6 bed m, Hyd. S > SW > Bed 25",1730,28.83,g,0.0,
,,,,,,"28/11/2022  · Plant Sale, 336 plants, Hyd. N - no beds selected",1311,21.85,kg,0.0,
Summer Squash,Alberrllo DI Sarzana,2021,97,9.7,g,"2/3/2022,  12 bed m, Ra.3 > R1 > Bed 306",97,9.7,g,0.0,
Summer Squash,Anton,2021,261,26.1,g,"2/3/2022  · Plant Sale, 100 plants",261,26.1,g,0.0,
Summer Squash,kingu F1 - ירוק נטע,2021,312,31.2,g,"1/3/2022  · Plant Sale, 120 plants",312,31.2,g,0.0,Organic
Summer Squash,Nero di Milano,2021,39,3.9,g,"21/2/2022,  12 bed m, Ra.3 > R3 > Bed 329",39,3.9,g,0.0,
Summer Squash,Striata D'Napoli - פסים,2021,374,37.4,g,"21/2/2022,  12 bed m, Ra.3 > R1 > Bed 314",251,25.1,g,0.0,
,,,,,,"2/3/2022,  12 bed m, Ra.3 > R1 > Bed 305",123,12.3,g,0.0,
Summer Squash,גילי - בהיר,2021,63,6.3,g,"21/2/2022,  24 bed m, Ra.3 > R1 > Beds 315-316",63,6.3,g,0.0,
Tomatoes,Costoluto Fiorentino,2022,62,0.16,g,"29/11/2022,  6 bed m, Hyd. 4"" > SE-4""(40) > Bed 106",31,0.08,g,0.0,
,,,,,,"8/2,  6 bed m, Hyd. 4"" > NE-4""(50) > Bed 102",31,0.08,g,0.0,
Tomatoes,Cuore Di Bue,2021,115,0.3,g,"27/4/2022,  12 bed m, Ra.2 > C2 > Bed 221",77,0.2,g,0.0,
,,,,,,"16/4/2022  · Plant Sale, 100 plants, Ra.2 - no beds selected",38,0.1,g,0.0,
Tomatoes,hyd. montecarlo F1,2021,0,0.0,g,"27/4/2022,  6 bed m, Hyd. 4"" > NE-4""(50) > Bed 103",0,0.0,g,0.0,
Tomatoes,Hyd. Whitny וייטני,2021,19,0.05,g,"28/8/2022,  6 bed m, Hyd. 4"" > SE-4""(40) > Bed 107",19,0.05,g,0.0,
Tomatoes,Hyd. Whitny וייטני,2022,38,0.1,g,"8/2,  6 bed m, Hyd. 4"" > NE-4""(50) > Bed 101",38,0.1,g,0.0,
Tomatoes,Lobelo - חישתיל מורכב,2021,183,0.48,g,"31/3/2022,  48 bed m, Ra.2 > C1 > Beds 213-216",106,0.28,g,0.0,
,,,,,,"20/4/2022,  24 bed m, Ra.2 > C1 > Beds 209-210",77,0.2,g,0.0,
Tomatoes,Lobelo hyd. מורכב,2021,13,0.03,g,"23/3/2022,  12 plants, Hyd. 4"" > SE-4""(40) > Bed 108",13,0.03,g,0.0,
Tomatoes,Marmande - מורשת יעל,2021,19,0.05,g,"27/4/2022,  12 bed m, Ra.2 > C2 > Bed 222",0,0.0,g,0.0,
,,,,,,"16/4/2022  · Plant Sale, 12 plants, Ra.2 - no beds selected",19,0.05,g,0.0,
Tomatoes,montecarlo F.1,2021,0,0.0,g,"27/4/2022,  24 bed m, Ra.2 > C2 > Beds 223-224",0,0.0,g,0.0,
Tomatoes,תמר,2021,250,0.66,g,"30/3/2022,  36 bed m, Ra.4 > Lo18 > Beds 405-406",94,0.25,g,0.0,
,,,,,,"6/7/2022,  24 bed m, Ra.4 > Lo24 > Bed 401",156,0.41,g,0.0,
Tomatoes,תמר - זוהרה,2021,94,0.25,g,"28/4/2022,  30 bed m, Ra.4 > Lo12 > Beds 407-409",94,0.25,g,0.0,
Turmeric,Elad,2021,242,13.93,kg,"20/4/2022,  24 bed m, Ra.1 > L1 > Beds 115-116",132,6.6,kg,10.0,Organic
,,,,,,"7/7/2022,  20 bed m, Ra.3 > R1 > Beds 311-312",110,7.33,kg,10.0,Organic
Turnips,lodigiana לבן שטוח,2022,1838,9.19,g,"20/9/2022,  10 bed m, Ra.1 > L3 > Bed 135",1050,5.25,g,5.0,
,,,,,,"28/12/2022,  6 bed m, Ra.2 > C6m > Bed 205",788,3.94,g,5.0,
Wheat,Generic Variety,2022,100000,3030.3,g,"10/11/2022,  24 bed m, Ra.3 > R3 > Beds 335-336",100000,3030.3,g,10.0,Organic
Winter Squash,Honeynut,2021,287,23.92,g,"22/3/2022,  36 bed m, Ra.4 > Lo18 > Beds 403-404",156,13.0,g,0.0,
,,,,,,"4/5/2022,  24 bed m, Ra.3 > R1 > Bed 313 + 1 more Block",93,7.75,g,0.0,
,,,,,,"14/3/2022  · Plant Sale, 30 plants, Ra.4 - no beds selected",38,3.17,g,0.0,
Winter Squash,Red Kuri,2021,79,6.58,g,"19/5/2022,  24 bed m, Ra.3 > R2 > Beds 321-322",48,4.0,g,0.0,
,,,,,,"2/3/2022,  36 bed m, Ra.3 > R1 > Beds 307-308 + 1 more Block",31,2.58,g,0.0,
Winter Squash,Table Queen,2021,244,20.33,g,"21/2/2022,  48 bed m, Ra.3 > R2 > Beds 317-320",120,10.0,g,0.0,
,,,,,,"4/5/2022,  18 bed m, Ra.3 > R6m > Beds 302-304",63,5.25,g,0.0,Organic
,,,,,,"11/3/2022  · Plant Sale, 200 plants",61,5.08,g,0.0,Organic
