Parents Crop,Variety,Year,Total Seeds Needed,Total Weight Needed,Total Seed Weight Needed Unit,Planting,Planting Seed Needed,Planting Seed Weight Needed,Planting Seed Weight Needed Unit,Planting Extra Seed Order %,Planting Seed Spec
,,,,,,"10/3/2021,  240 plants, Hyd. S - no beds selected",252,0.32,g,0.0,
,,,,,,"9/6/2021,  120 plants, Hyd. S - no beds selected",126,0.16,g,0.0,
,,,,,,"16/6/2021,  200 plants, Hyd. S - no beds selected",210,0.26,g,0.0,
,,,,,,"5/7/2021,  300 plants, Hyd. S - no beds selected",210,0.26,g,0.0,
,,,,,,"13/7/2021,  200 plants, Hyd. S - no beds selected",210,0.26,g,0.0,
,,,,,,"3/8/2021,  192 plants, Hyd. N > NE > Bed 3",202,0.25,g,0.0,
,,,,,,"25/8/2021,  400 plants, Hyd. S > SE > Beds 16-17, 19",420,0.53,g,0.0,
,,,,,,"11/8/2021,  6 bed m, Hyd. S > SE > Bed 18",202,0.25,g,0.0,
Lettuce,hyd. רומית,2021,2319,2.9,g,"23/9/2021,  192 plants, Hyd. N > NE > Bed 4",202,0.25,g,0.0,
,,,,,,"6/10/2021,  301 plants, Hyd. S > SE > Beds 17-18",316,0.4,g,0.0,
,,,,,,"19/10/2021,  150 plants, Hyd. S > SE > Bed 17",158,0.2,g,0.0,
,,,,,,"27/10/2021,  131 plants, Hyd. S > SE > Bed 20",138,0.17,g,0.0,
,,,,,,"10/11/2021,  180 plants, Hyd. N > NE > Bed 1",189,0.24,g,0.0,
,,,,,,"23/11/2021,  96 plants, Hyd. N > NE > Bed 1",101,0.13,g,0.0,
,,,,,,"2/9/2021,  384 plants, Hyd. S > SE > Beds 21-22",403,0.5,g,0.0,
,,,,,,"8/12/2021,  192 plants, Hyd. N > NE > Bed 6",202,0.25,g,0.0,
,,,,,,"15/12/2021,  193 plants, Hyd. S > SE > Bed 17",203,0.25,g,0.0,
,,,,,,"30/12/2021,  388 plants, Hyd. S > SE > Beds 19, 21",407,0.51,g,0.0,
Lettuce,May queen - Regina di Maggio,2020,837,1.05,g,"16/5/2021,  210 plants, Hyd. S - no beds selected",837,1.05,g,0.0,
Lettuce: Salad Mix,Mesclun Mix,2020,1142400,1560.93,g,"10/2/2021,  12 bed m, Ra.2 > C2 > Bed 228",33600,42.21,g,5.0,
,,,,,,"9/6/2021,  12 bed m, Ra.3 > R2 > Bed 322",67200,84.42,g,5.0,
,,,,,,"13/1/2021,  24 bed m, Ra.3 > R2 > Beds 322-323",67200,112.0,g,5.0,
,,,,,,"3/2/2021,  12 bed m, Ra.3 > R3 > Bed 331",33600,56.0,g,5.0,
,,,,,,"6/1/2021,  12 bed m, Ra.3 > R2 > Bed 321",33600,42.21,g,5.0,
,,,,,,"12/4/2021,  24 bed m, Ra.3 > R3 > Beds 334-335",67200,84.42,g,5.0,
,,,,,,"24/2/2021,  24 bed m, Ra.3 > R1 > Bed 316 + 1 more Block",67200,84.42,g,5.0,
,,,,,,"15/3/2021,  12 bed m, Ra.3 > R1 > Bed 314",33600,42.21,g,5.0,
,,,,,,"1/4/2021,  24 bed m, Ra.3 > R2 > Beds 323-324",67200,84.42,g,5.0,
,,,,,,"29/4/2021,  24 bed m, Ra.3 > R3 > Beds 329-330",67200,84.42,g,5.0,
,,,,,,"13/5/2021,  24 bed m, Ra.3 > R1 > Beds 315-316",67200,84.42,g,5.0,
,,,,,,"27/5/2021,  24 bed m, Ra.3 > R2 > Beds 317-318",67200,84.42,g,5.0,
,,,,,,"30/6/2021,  24 bed m, Ra.3 > R3 > Beds 331-332",134400,168.84,g,5.0,
,,,,,,"13/7/2021,  24 bed m, Ra.3 > R2 > Beds 323-324",134400,168.84,g,5.0,
,,,,,,"21/7/2021,  12 bed m, Ra.3 > R3 > Bed 329",67200,168.84,g,5.0,
,,,,,,"4/8/2021,  12 bed m, Ra.3 > R2 > Bed 318",67200,84.42,g,5.0,
,,,,,,"18/8/2021,  12 bed m, Ra.3 > R1 > Bed 314",67200,84.42,g,5.0,
Lettuce: Salad Mix,Mesclun Mix,2021,537600,675.36,g,"30/9/2021,  12 bed m, Ra.3 > R3 > Bed 330",67200,84.42,g,5.0,
,,,,,,"1/9/2021,  12 bed m, Ra.3 > R3 > Bed 336",67200,84.42,g,5.0,
,,,,,,"13/9/2021,  12 bed m, Ra.3 > R3 > Bed 334",67200,84.42,g,5.0,
,,,,,,"12/10/2021,  12 bed m, Ra.3 > R1 > Bed 314",67200,84.42,g,5.0,
,,,,,,"28/10/2021,  12 bed m, Ra.3 > R2 > Bed 328",67200,84.42,g,5.0,
,,,,,,"10/11/2021,  12 bed m, Ra.3 > R2 > Bed 320",67200,84.42,g,5.0,
,,,,,,"13/12/2021,  12 bed m, Ra.3 > R3 > Bed 334",67200,84.42,g,5.0,
,,,,,,"28/12/2021,  12 bed m, Ra.2 > C2 > Bed 223",67200,84.42,g,5.0,
Lettuce: Salad Mix,Nussly,2021,1872,2.35,g,"18/11/2021,  12 bed m, Field not assigned",1872,2.35,g,0.0,
Lettuce: Salad Mix,חרדל Red Giant,2020,25200,31.66,g,"18/8/2021,  6 bed m, Ra.3 > R1 > Bed 316",25200,31.66,g,5.0,
Lettuce: Salad Mix,טאטסוי בייבי,2021,25200,31.66,g,"24/11/2021,  6 bed m, Ra.3 > R2 > Bed 317",25200,31.66,g,5.0,
Lettuce: Salad Mix,מיזונה מיקס,2020,25200,31.66,g,"18/8/2021,  6 bed m, Ra.3 > R1 > Bed 316",25200,31.66,g,5.0,
Lettuce: Salad Mix,מיזונה מיקס,2021,25200,31.66,g,"24/11/2021,  6 bed m, Ra.3 > R2 > Bed 318",25200,31.66,g,5.0,
Lettuce: Salad Mix,נטע מיקס - Luna Nera+Cavalo,2020,33600,37.91,g,"13/1/2021,  12 bed m, Ra.2 > C2 > Bed 224",16800,21.11,g,5.0,
,,,,,,"15/3/2021,  12 bed m, Ra.3 > R1 > Bed 311",16800,16.8,g,5.0,
Lettuce: Salad Mix,נטע מיקס - Luna Nera+Cavalo,2021,6090,7.65,g,"28/10/2021,  12 bed m, Ra.3 > R2 > Bed 326",2940,3.69,g,5.0,Organic
,,,,,,"10/11/2021,  12 bed m, Ra.2 > C1 > Bed 213",3150,3.96,g,5.0,Organic
Lettuce: Salad Mix,קייל בייבי,2021,25200,31.66,g,"24/11/2021,  6 bed m, Ra.3 > R2 > Bed 317",25200,31.66,g,5.0,
Lovage,hyd. Lovage,2021,187,0.6,g,"27/10/2021,  6 bed m, Hyd. S > SW > Bed 25",187,0.6,g,0.0,Organic
Lovage,Lovage,2021,234,0.75,g,"27/10/2021,  18 bed m, Ra.1 > L6m > Beds 105-107",234,0.75,g,0.0,Organic
Mint,Common Mint,2020,120,0.01,g,"1/1/2021,  6 bed m, Ra.3 > R6m > Bed 301",120,0.01,g,0.0,
Mizuna,mix red&green,2020,31680,105.6,g,"1/4/2021,  6 bed m, Ra.3 > R2 > Bed 322",10560,35.2,g,10.0,
,,,,,,"3/2/2021,  6 bed m, Ra.3 > R3 > Bed 333",10560,35.2,g,10.0,
,,,,,,"12/4/2021,  6 bed m, Ra.3 > R3 > Bed 336",10560,35.2,g,10.0,
Mustard,Red Giant,2020,15120,26.67,g,"29/4/2021,  6 bed m, Ra.3 > R3 > Bed 332",5040,8.89,g,5.0,Organic
,,,,,,"3/2/2021,  6 bed m, Ra.3 > R3 > Bed 333",5040,8.89,g,5.0,Organic
,,,,,,"1/4/2021,  6 bed m, Ra.3 > R2 > Bed 322",5040,8.89,g,5.0,Organic
New Zealand Spinach,Tetragonia Specialty,2021,528,17.6,g,"13/10/2021,  48 bed m, HH > C > Beds 13-16",528,17.6,g,0.0,
Okra,Kandahar Pendi,2020,209,10.45,g,"29/4/2021,  36 bed m, Ra.4 > Lo18 > Beds 404-405",209,10.45,g,0.0,Organic
Onions: Scallions,hyd.  אפצ׳ה אדום,2020,9222,30.74,g,"11/2/2021,  192 plants, Hyd. S - no beds selected",269,0.9,g,0.0,
,,,,,,"16/6/2021,  3 bed m, Hyd. S - no beds selected",6721,22.4,g,0.0,
,,,,,,"5/9/2021,  300 plants, Hyd. S > SW > Bed 30",2232,7.44,g,0.0,
Onions: Scallions,hyd. Aldorado,2020,18379,61.26,g,"10/3/2021,  345 plants, Hyd. S - no beds selected",362,1.21,g,0.0,
,,,,,,"26/4/2021,  300 plants, Hyd. S - no beds selected",315,1.05,g,0.0,
,,,,,,"13/5/2021,  600 plants, Hyd. S - no beds selected",630,2.1,g,0.0,
,,,,,,"24/3/2021,  660 plants, Hyd. S - no beds selected",5034,16.78,g,0.0,
,,,,,,"17/7/2021,  600 plants, Hyd. S - no beds selected",6721,22.4,g,0.0,
,,,,,,"17/6/2021,  300 plants, Hyd. N - no beds selected",2232,7.44,g,0.0,
,,,,,,"25/8/2021,  195 plants, Hyd. S > SW > Bed 30",205,0.68,g,0.0,
,,,,,,"19/5/2021  · Plant Sale, 300 plants",2880,9.6,g,0.0,
Onions: Scallions,hyd. Aldorado,2021,13964,46.55,g,"6/10/2021,  396 plants, Hyd. S > SW > Bed 30",436,1.45,g,0.0,
,,,,,,"27/10/2021,  396 plants, Hyd. N > NW > Bed 15",4439,14.8,g,0.0,
,,,,,,"23/11/2021,  396 plants, Hyd. N > NW > Bed 15",4439,14.8,g,0.0,Organic
,,,,,,"30/12/2021,  192 plants, Hyd. N > NW > Bed 15",211,0.7,g,0.0,
,,,,,,"25/1/2022,  396 plants, Hyd. N > NW > Bed 15",4439,14.8,g,0.0,Organic
Pac Choi (Bok Choy),Hyd. Neta,2021,260,0.61,g,"3/1/2022,  198 plants, Hyd. N > NW > Bed 12",260,0.61,g,0.0,
Parsley,Green Perle - מסולסלת,2020,1039,1.73,g,"11/3/2021  · Plant Sale, 160 plants",1039,1.73,g,0.0,
Parsley,hyd. Borjo,2020,27588,51.18,g,"22/7/2021,  6 bed m, Hyd. S > SW > Bed 24",3890,6.49,g,0.0,
,,,,,,"25/5/2021,  400 plants, Hyd. S - no beds selected",400,0.67,g,0.0,
,,,,,,"4/3/2021,  600 plants, Hyd. S - no beds selected",3735,7.47,g,0.0,
,,,,,,"1/4/2021,  600 plants, Hyd. S - no beds selected",4685,9.37,g,0.0,
,,,,,,"16/5/2021,  600 plants, Hyd. S - no beds selected",600,1.2,g,0.0,
,,,,,,"2/9/2021,  304 plants, Hyd. S > SW > Bed 24",3890,6.49,g,0.0,
,,,,,,"13/10/2021,  6 bed m, Hyd. N > NW > Bed 13",3890,6.49,g,0.0,
,,,,,,"2/7/2021  · Plant Sale, 600 plants",2608,5.22,g,0.0,
,,,,,,"9/6/2021  · Plant Sale, 600 plants",3890,7.78,g,0.0,
Parsley,hyd. Borjo,2021,1200,2.0,g,"14/9/2021,  600 plants, Hyd. N > NW > Bed 9",600,1.0,g,0.0,
,,,,,,"8/12/2021,  6 bed m, Hyd. S > SW > Bed 24",600,1.0,g,0.0,
Parsley,בורג'ו - נטע,2020,11056,18.45,g,"3/8/2021,  48 bed m, Ra.2 > C2 > Beds 225-228",7801,13.02,g,0.0,
,,,,,,"11/3/2021  · Plant Sale, 500 plants",3255,5.43,g,0.0,
Parsley,בורג'ו - נטע,2021,12487,20.85,g,"22/12/2021  · Plant Sale, 1920 plants",12487,20.85,g,0.0,
Peas,Norli,2021,2080,520.0,g,"6/10/2021,  48 bed m, Ra.1 > L1 > Beds 117-120",624,156.0,g,0.0,
,,,,,,"27/10/2021,  24 bed m, Ra.1 > L2 > Beds 127-128",1040,260.0,g,0.0,Organic
,,,,,,"23/9/2021  · Plant Sale, 320 plants",416,104.0,g,0.0,
Peas,ורדה,2021,600,150.0,g,"21/10/2021  · Plant Sale, 500 plants",600,150.0,g,0.0,
Peppers,Sweet Bite,2020,16,0.11,g,"26/5/2021,  12 plants, Ra.2 > C1 > Bed 213",16,0.11,g,0.0,
Peppers,Thai Hot,2020,104,0.72,g,"9/6/2021  · Plant Sale, 40 plants",104,0.72,g,0.0,
Peppers,Thai Red Chili,2020,40,0.28,g,"29/4/2021,  8 bed m, Ra.2 > C2 > Bed 217",40,0.28,g,0.0,
Peppers,אלטר - לפיד,2020,78,0.54,g,"25/3/2021,  12 bed m, Ra.2 > C2 > Bed 218",78,0.54,g,0.0,
Peppers,ברק,2020,39,0.27,g,"25/3/2021,  6 bed m, Ra.2 > C2 > Bed 218",39,0.27,g,0.0,
Peppers,וולטה - מוארך,2020,156,1.08,g,"21/4/2021,  24 bed m, Ra.2 > C1 > Beds 211-212",156,1.08,g,0.0,
Pineapple,Generic Variety,2021,45,0.0,,"13/10/2021,  45 plants, HH > B > Bed 8",45,0.0,,0.0,
Radishes,AZ-506 sisi,2021,10560,112.34,g,"1/9/2021,  6 bed m, Ra.3 > R1 > Bed 313",2640,28.09,g,10.0,Organic
,,,,,,"28/10/2021,  6 bed m, Ra.3 > R2 > Bed 325",1760,18.72,g,10.0,Organic
,,,,,,"13/9/2021,  6 bed m, Ra.3 > R1 > Bed 313",2640,28.09,g,10.0,Organic
,,,,,,"4/10/2021,  6 bed m, Ra.3 > R1 > Bed 312",1760,18.72,g,10.0,Organic
,,,,,,"12/10/2021,  6 bed m, Ra.3 > R1 > Bed 312",1760,18.72,g,10.0,Organic
Radishes,Daikon Long,2020,3960,42.12,g,"10/3/2021,  3 bed m, Ra.1 > L6m > Bed 101",1320,14.04,g,10.0,Organic
,,,,,,"25/3/2021,  6 bed m, Ra.2 > C2 > Bed 222",1320,14.04,g,10.0,Organic
,,,,,,"3/2/2021,  6 bed m, Ra.1 > L6m > Bed 102",1320,14.04,g,10.0,Organic
Radishes,Daikon Long,2021,2640,28.08,g,"30/9/2021,  6 bed m, Ra.3 > R3 > Bed 333",1320,14.04,g,10.0,Organic
,,,,,,"12/10/2021,  6 bed m, Ra.3 > R3 > Bed 333",1320,14.04,g,10.0,Organic
Radishes,French Breakfast,2020,5280,56.18,g,"29/4/2021,  6 bed m, Ra.3 > R3 > Bed 333",2640,28.09,g,10.0,Organic
,,,,,,"21/1/2021,  6 bed m, HH > A > Bed 1",2640,28.09,g,10.0,Organic
Radishes,French Breakfast,2021,12822,136.41,g,"10/11/2021,  12 bed m, Ra.1 > L1 > Bed 113",5280,56.17,g,10.0,Organic
,,,,,,"10/11/2021,  6 bed m, Ra.3 > R1 > Bed 313",2640,28.09,g,10.0,Organic
,,,,,,"24/11/2021,  6 bed m, Ra.3 > R1 > Bed 311",2640,28.09,g,10.0,Organic
,,,,,,"13/12/2021,  6 bed m, Ra.3 > R1 > Bed 311",1131,12.03,g,10.0,Organic
,,,,,,"28/12/2021,  6 bed m, Ra.2 > C6m > Bed 208",1131,12.03,g,10.0,Organic
Radishes,Generic Variety,2020,2640,28.09,g,"8/4/2021,  6 bed m, HH > A > Bed 1",2640,28.09,g,10.0,Organic
Radishes,ice candle,2021,3080,32.76,g,"10/11/2021,  6 bed m, Ra.3 > R1 > Bed 313",1320,14.04,g,10.0,Organic
,,,,,,"28/10/2021,  6 bed m, Ra.3 > R2 > Bed 325",1760,18.72,g,10.0,Organic
Radishes,Nero Tondo,2020,1980,21.06,g,"10/3/2021,  3 bed m, Ra.1 > L6m > Bed 101",660,7.02,g,10.0,Organic
,,,,,,"25/3/2021,  6 bed m, Ra.2 > C2 > Bed 222",1320,14.04,g,10.0,Organic
Radishes,Nero Tondo,2021,2860,30.42,g,"19/10/2021,  6 bed m, Ra.3 > R3 > Bed 333",1980,21.06,g,10.0,Organic
,,,,,,"13/12/2021,  4 bed m, Ra.3 > R3 > Bed 333",880,9.36,g,10.0,Organic
Radishes,צנון לבן z1015,2020,264,2.81,g,"11/1/2021,  6 bed m, HH > A > Bed 2",264,2.81,g,10.0,Organic
Rhubarb,Crimson Red,2021,78,1.3,g,"10/11/2021,  12 bed m, HH > C > Bed 16",78,1.3,g,0.0,
Sorrel,Generic Variety,2020,4685,3.69,g,"24/3/2021,  12 bed m, Ra.2 > C2 > Bed 221",4685,3.69,g,0.0,
Soybeans,סויה אלמוג,2020,453,113.25,g,"28/2/2021,  24 bed m, Zvika > zA > Beds 505, 508",264,66.0,g,0.0,
,,,,,,"14/4/2021,  18 bed m, Ra.3 > R6m > Beds 302-304",189,47.25,g,0.0,
Spinach,Aurora Mountain Red,2020,189,2.7,kg,"8/3/2021,  12 bed m, HH > B > Bed 8",63,0.9,kg,0.0,
,,,,,,"25/3/2021,  24 bed m, HH > C > Beds 17-18",126,1.8,kg,0.0,
Spinach,Generic Variety,2021,1366,22.77,kg,"8/12/2021  · Plant Sale, 350 plants",1366,22.77,kg,0.0,
Spinach,hyd. guliver,2021,403,6.72,g,"19/10/2021,  384 plants, Hyd. S - no beds selected",403,6.72,g,0.0,
Spinach,hyd. פולה f1,2021,1803,22777.28,g,"8/12/2021,  336 plants, Hyd. S > SW > Bed 28",437,7.28,g,0.0,
,,,,,,"10/1/2022  · Plant Sale, 350 plants",1366,22.77,kg,0.0,
Summer Squash,Alberrllo DI Sarzana,2020,61,6.1,g,"18/3/2021,  6 bed m, Ra.1 > L6m > Bed 108",61,6.1,g,0.0,
Summer Squash,Golden Patty Pan Organic,2020,123,12.3,g,"1/4/2021,  10 bed m, Ra.4 > Lo24 > Bed 401",123,12.3,g,0.0,
Summer Squash,Nero di Milano,2020,61,6.1,g,"18/3/2021,  6 bed m, Ra.1 > L6m > Bed 102",61,6.1,g,0.0,
Summer Squash,Round Zucchini,2020,61,6.1,g,"4/3/2021,  18 bed m, Ra.1 > L1 > Beds 111-112",61,6.1,g,0.0,
Summer Squash,Striata D'Italia,2020,61,6.1,g,"18/3/2021,  12 bed m, Ra.1 > L1 > Bed 110",61,6.1,g,0.0,
Summer Squash,ברכה,2020,62,6.2,g,"28/2/2021,  24 bed m, Zvika > zA > Beds 506-507",62,6.2,g,0.0,
Summer Squash,יומנה,2020,31,3.1,g,"28/2/2021,  12 bed m, Zvika > zA > Bed 504",31,3.1,g,0.0,
Tatsoi,Tatsoi,2020,21120,52.8,g,"15/3/2021,  6 bed m, Ra.3 > R1 > Bed 310",10560,26.4,g,10.0,Organic
,,,,,,"12/4/2021,  6 bed m, Ra.3 > R3 > Bed 336",10560,26.4,g,10.0,Organic
Tomatoes,Black Cherry,2020,38,0.1,g,"21/4/2021,  12 bed m, Ra.1 > L2 > Bed 123",38,0.1,g,0.0,
Tomatoes,Bull's Heart - מורשת יעל,2020,38,0.1,g,"10/3/2021,  12 bed m, Ra.1 > L1 > Bed 117",38,0.1,g,0.0,
Tomatoes,Cuore Di Bue,2020,38,0.1,g,"10/3/2021,  12 bed m, Ra.1 > L2 > Bed 131",38,0.1,g,0.0,
Tomatoes,hyd. תמר,2020,62,0.16,g,"3/8/2021,  6 bed m, Hyd. N > NW > Bed 14",62,0.16,g,0.0,
Tomatoes,Lobelo - חישתיל מורכב,2020,77,0.2,g,"8/4/2021,  24 bed m, Ra.1 > L2 > Beds 125, 128",77,0.2,g,0.0,
Tomatoes,Marmande - מורשת יעל,2020,153,0.4,g,"1/4/2021,  12 bed m, Ra.1 > L1 > Bed 120",38,0.1,g,0.0,
,,,,,,"10/3/2021,  12 bed m, Ra.1 > L2 > Bed 130",38,0.1,g,0.0,
,,,,,,"14/4/2021,  12 bed m, Ra.1 > L2 > Bed 127",77,0.2,g,0.0,
Tomatoes,ליקופן - מורשת,2020,115,0.3,g,"14/4/2021,  12 bed m, Ra.1 > L2 > Bed 126",38,0.1,g,0.0,
,,,,,,"10/3/2021,  24 bed m, Ra.1 > L1 > Beds 113, 116",77,0.2,g,0.0,
Tomatoes,ניצן,2020,53,0.14,g,"24/3/2021,  24 bed m, Ra.1 > L1 > Beds 118-119",53,0.14,g,0.0,
Tomatoes,תמר,2020,94,0.25,g,"3/8/2021,  36 bed m, Ra.1 > L1 > Beds 113-115",94,0.25,g,0.0,
Turnips,lodigiana לבן שטוח,2020,756,3.78,g,"21/1/2021,  6 bed m, HH > A > Bed 3",756,3.78,g,5.0,
Winter Squash,Atlas,2020,63,5.25,g,"28/2/2021,  24 bed m, Ra.1 > L2 > Bed 132 + 1 more Block",63,5.25,g,0.0,
Winter Squash,Autumn Frost,2020,31,2.58,g,"28/2/2021,  10 plants, Zvika > zA > Bed 513",31,2.58,g,0.0,
Winter Squash,Burpee's Bush Table Queen,2020,78,6.5,g,"18/3/2021,  24 bed m, Ra.2 > C6m > Beds 206-207 + 1 more Block",78,6.5,g,0.0,
Winter Squash,Gialla Quintale,2020,47,3.92,g,"28/2/2021,  12 plants, Zvika > zA > Bed 513",47,3.92,g,0.0,Organic
Winter Squash,Lunga Di Napoli,2020,111,9.25,g,"28/2/2021,  12 bed m, Zvika > zA > Bed 503",61,5.08,g,0.0,Organic
,,,,,,"28/2/2021,  24 bed m, Ra.1 > L3 > Beds 134-135",50,4.17,g,0.0,
Winter Squash,mix נוי - בן שחר,2020,65,5.42,g,"4/3/2021,  45 plants, Ra.1 > L6m > Beds 103-105",65,5.42,g,0.0,
Winter Squash,Red Kuri,2020,103,8.59,g,"28/2/2021,  48 plants, Zvika > zA > Beds 509-510",65,5.42,g,0.0,
,,,,,,"11/3/2021  · Plant Sale, 128 plants",38,3.17,g,0.0,
Winter Squash,Table Queen,2020,116,9.67,g,"28/2/2021,  24 bed m, Zvika > zA > Beds 511-512",78,6.5,g,0.0,Organic
,,,,,,"8/3/2021  · Plant Sale, 128 plants",38,3.17,g,0.0,Organic
Winter Squash,trombetta d'albenga,2020,17,1.42,g,"24/2/2021,  6 bed m, Zvika > zB > Bed 514",17,1.42,g,0.0,Organic
Winter Squash,אמורו,2020,50,4.17,g,"24/2/2021,  24 bed m, Zvika > zB > Beds 515-516",50,4.17,g,0.0,
Winter Squash,טריפולי,2020,63,5.25,g,"28/2/2021,  8 bed m, Ra.4 > Lo12 > Bed 409",25,2.08,g,0.0,
,,,,,,"28/2/2021,  18 bed m, Zvika > zB > Beds 524-525",38,3.17,g,0.0,
Winter Squash,כתר המלכה,2020,65,5.42,g,"24/2/2021,  12 plants, Zvika > zB > Bed 514",65,5.42,g,0.0,
Winter Squash,פרובנס,2020,50,4.17,g,"28/2/2021,  22 bed m, Ra.4 > Lo12 > Beds 407-408",50,4.17,g,0.0,
