Parents Crop,Variety,Year,Total Seeds Needed,Total Weight Needed,Total Seed Weight Needed Unit,Planting,Planting Seed Needed,Planting Seed Weight Needed,Planting Seed Weight Needed Unit,Planting Extra Seed Order %,Planting Seed Spec
,,,,,,"10/7/2019,  6 bed m, Ra.2 > C6m > Bed 202",7920,9.95,g,10.0,Organic
,,,,,,"12/8/2019,  6 bed m, Ra.1 > L6m > Bed 107",2640,3.32,g,10.0,Organic
Lettuce: Salad Mix,"מיקס שלנו, דמוי בן שחר",2019,21120,26.53,g,"16/9/2019,  24 bed m, HH > C > Beds 16-17",15840,19.9,g,10.0,Organic
,,,,,,"16/10/2019,  6 bed m, Ra.1 > L6m > Bed 104",5280,6.63,g,10.0,Organic
Lettuce: Salad Mix,נטע מיקס - Luna Nera+Cavalo,2019,14495,18.19,g,"27/10/2019,  12 bed m, HH > C > Bed 16",3960,4.97,g,10.0,Organic
,,,,,,"14/11/2019,  12 bed m, Ra.1 > L1 > Bed 113",5280,6.63,g,10.0,Organic
,,,,,,"18/12/2019,  12 bed m, Ra.1 > L1 > Bed 115",3960,4.97,g,10.0,Organic
,,,,,,"1/1/2020,  12 bed m, Field not assigned",433,0.54,g,0.0,
,,,,,,"20/1/2020,  12 bed m, Field not assigned",862,1.08,g,0.0,
Melons,Hustan - הוסטאן,2018,60,0.0,kg,"25/4/2019,  10 bed m, Ra.3 > R2 > Bed 325",30,0.0,kg,0.0,
,,,,,,"1/5/2019,  12 bed m, Ra.3 > R2 > Bed 321",30,0.0,kg,0.0,
Mizuna,Generic Variety,2018,32162,107.2,g,"10/1/2019,  3 bed m, Ra.1 > L1 > Bed 112",1800,6.0,g,0.0,
,,,,,,"19/2/2019,  6 bed m, Ra.2 > C6m > Bed 206",3961,13.2,g,10.0,
,,,,,,"16/5/2019,  6 bed m, Ra.1 > L1 > Bed 118",1320,4.4,g,10.0,
,,,,,,"27/2/2019,  6 bed m, Ra.1 > L6m > Bed 108",3961,13.2,g,10.0,
,,,,,,"19/6/2019,  6 bed m, Ra.2 > C1 > Bed 215",10560,35.2,g,10.0,
,,,,,,"12/8/2019,  6 bed m, Ra.1 > L6m > Bed 102",10560,35.2,g,10.0,
Mizuna,Generic Variety,2019,2640,8.8,g,"25/10/2019,  6 bed m, Ra.1 > L1 > Bed 111",2640,8.8,g,10.0,
Mustard,Red Giant,2018,3520,6.21,g,"10/4/2019,  3 bed m, Ra.2 > C6m > Bed 207",1320,2.33,g,10.0,
,,,,,,"4/6/2019,  3 bed m, Ra.1 > L2 > Bed 132",1320,2.33,g,10.0,
,,,,,,"28/8/2019,  6 bed m, Ra.2 > C1 > Bed 209",880,1.55,g,10.0,
New Zealand Spinach,Generic Variety,2018,1525,0.1,kg,"19/2/2019,  12 bed m, Ra.2 > C2 > Bed 220",240,0.02,kg,0.0,
,,,,,,"3/7/2019,  12 bed m, Ra.2 > C2 > Bed 222",936,0.06,kg,0.0,
,,,,,,"28/8/2019,  12 bed m, Ra.2 > C2 > Bed 222",349,23.27,g,0.0,
Okra,Generic Variety,2018,156,0.01,kg,"12/6/2019,  12 bed m, Ra.1 > L2 > Bed 128",156,0.01,kg,0.0,
Onions,Generic Variety,2019,960,960.0,g,"23/10/2019,  24 bed m, Ra.3 > R3 > Beds 331-332",960,960.0,g,0.0,
Onions: Scallions,Generic Variety,2018,10718,4.14,g,"20/3/2019,  4 bed m, HH > B > Bed 8",160,0.0,g,0.0,
,,,,,,"20/2/2019,  3 bed m, Ra.2 > C6m > Bed 201",120,0.0,g,0.0,
,,,,,,"3/4/2019,  3 bed m, Ra.3 > R2 > Bed 327",1240,0.0,g,0.0,
,,,,,,"1/5/2019,  2 bed m, Ra.1 > L6m > Bed 104",1240,0.0,g,0.0,
,,,,,,"29/5/2019,  3 bed m, Ra.2 > C6m > Bed 206",4166,0.01,g,0.0,
,,,,,,"15/7/2019,  2 bed m, Field not assigned",832,0.0,g,0.0,
,,,,,,"7/8/2019,  2 bed m, Ra.1 > L1 > Bed 118",1240,0.0,g,0.0,
,,,,,,"7/10/2019,  4 bed m, Ra.1 > L1 > Bed 118",1240,4.13,g,0.0,
,,,,,,"24/4/2019,  6 bed m, HH > C > Bed 15",240,0.0,g,0.0,
,,,,,,"6/5/2019,  4 bed m, Ra.1 > L2 > Bed 122",160,0.0,g,0.0,
,,,,,,"26/6/2019,  2 bed m, Ra.2 > C6m > Bed 206",80,0.0,g,0.0,
Onions: Scallions,Generic Variety,2019,3820,8.02,g,"31/10/2019,  4 bed m, Ra.3 > R1 > Bed 310",176,0.59,g,0.0,
,,,,,,"1/1/2020,  2 bed m, Ra.3 > R6m > Bed 303",2228,7.43,g,0.0,
,,,,,,"4/12/2019,  4 bed m, Ra.3 > R6m > Bed 303",1240,0.0,g,0.0,
,,,,,,"18/11/2019,  4 bed m, Ra.1 > L2 > Bed 124",176,0.0,g,0.0,
Onions: Scallions,Red Bunching,2019,1839,6.13,g,"18/11/2019,  4 bed m, Ra.1 > L2 > Bed 124",1839,6.13,g,0.0,
Pac Choi (Bok Choy),Generic Variety,2018,465,1.11,g,"12/9/2019,  3 bed m, Ra.1 > L6m > Bed 108",155,0.37,g,0.0,
,,,,,,"26/9/2019,  3 bed m, Ra.1 > L6m > Bed 108",155,0.37,g,0.0,
,,,,,,"27/3/2019,  4 bed m, Ra.1 > L2 > Bed 126",155,0.37,g,0.0,
Pac Choi (Bok Choy),Generic Variety,2019,574,1.36,g,"20/10/2019,  6 bed m, Ra.2 > C6m > Bed 207",105,0.25,g,0.0,
,,,,,,"4/11/2019,  12 bed m, Ra.1 > L2 > Bed 132",233,0.55,g,0.0,
,,,,,,"27/11/2019,  12 bed m, Ra.2 > C1 > Bed 212",118,0.28,g,0.0,
,,,,,,"15/1/2020,  6 bed m, Ra.1 > L6m > Bed 103",118,0.28,g,0.0,
Parsley,Generic Variety,2018,9540,15.93,g,"25/4/2019,  12 bed m, Ra.1 > L1 > Bed 112",3120,5.21,g,0.0,
,,,,,,"26/6/2019,  6 bed m, Ra.2 > C6m > Bed 207",3120,5.21,g,0.0,
,,,,,,"22/7/2019,  6 bed m, Ra.1 > L1 > Bed 115",3120,5.21,g,0.0,
,,,,,,"12/8/2019,  3 bed m, Ra.1 > L1 > Bed 120",180,0.3,g,0.0,
Parsley,Generic Variety,2019,1800,3.0,g,"2/10/2019,  6 bed m, Ra.1 > L6m > Bed 101",300,0.5,g,0.0,
,,,,,,"17/10/2019,  12 bed m, Ra.1 > L6m > Bed 102 + 1 more Block",900,1.5,g,0.0,
,,,,,,"20/10/2019,  6 bed m, Ra.2 > C6m > Bed 201",600,1.0,g,0.0,
Parsley,Green Perle - מסולסלת,2018,3120,5.21,g,"11/4/2019,  6 bed m, Ra.1 > L2 > Bed 122",3120,5.21,g,0.0,
Parsley,Green Perle - מסולסלת,2019,4310,7.2,g,"7/11/2019,  12 bed m, Ra.1 > L2 > Bed 129",4310,7.2,g,0.0,
Parsley,בורג'ו - נטע,2019,4310,7.2,g,"6/1/2020,  12 bed m, Ra.1 > L1 > Bed 114",4310,7.2,g,0.0,
Parsley Root,Generic Variety,2018,11223,12.75,g,"19/2/2019,  6 bed m, Ra.1 > L6m > Bed 107",1981,2.25,g,10.0,
,,,,,,"13/1/2019,  8 bed m, Ra.1 > L1 > Bed 110",2640,3.0,g,10.0,
,,,,,,"6/2/2019,  6 bed m, Ra.1 > L2 > Bed 128",1981,2.25,g,10.0,
,,,,,,"13/3/2019,  6 bed m, Ra.1 > L2 > Bed 128",1981,2.25,g,10.0,
,,,,,,"10/4/2019,  6 bed m, Ra.3 > R6m > Bed 302",2640,3.0,g,10.0,
Parsley Root,Generic Variety,2019,3520,4.0,g,"24/10/2019,  6 bed m, Ra.2 > C1 > Bed 214",1760,2.0,g,10.0,
,,,,,,"4/12/2019,  6 bed m, Ra.3 > R6m > Bed 301",1760,2.0,g,10.0,
Peas,De Grace,2019,1056,264.0,g,"28/10/2019,  24 bed m, Ra.3 > R3 > Beds 329-330",528,132.0,g,10.0,Organic
,,,,,,"18/11/2019,  24 bed m, Ra.3 > R2 > Beds 321, 324",528,132.0,g,10.0,Organic
Peas,Desiree Dwarf Blauwschokkers,2019,110,27.5,g,"23/12/2019  · Plant Sale, 100 plants",110,27.5,g,0.0,
Peas,Kelvedon Wonder,2018,264,66.0,g,"10/1/2019,  12 bed m, Ra.1 > L1 > Bed 111",264,66.0,g,10.0,Organic
Peas,Taccola gigante,2019,792,198.0,g,"12/12/2019,  12 bed m, Ra.3 > R1 > Bed 313",528,132.0,g,10.0,Organic
,,,,,,"12/12/2019,  12 bed m, Ra.1 > L1 > Bed 113",264,66.0,g,10.0,Organic
Peppers,Cornito Rosso,2018,138,0.96,g,"19/6/2019,  12 bed m, Ra.1 > L2 > Bed 121",78,0.54,g,0.0,
,,,,,,"6/5/2019,  12 bed m, Ra.1 > L2 > Bed 124",60,0.42,g,0.0,
Peppers,Padron,2018,77,0.53,g,"19/6/2019,  6 bed m, Ra.2 > C1 > Bed 216",77,0.53,g,0.0,
Peppers,Thai Red Chili,2018,30,0.21,g,"8/5/2019,  6 bed m, Ra.1 > L1 > Bed 113",30,0.21,g,0.0,
Poppy,Generic Variety,2019,1436,0.36,g,"2/4/2020  · Plant Sale, 130 plants",1436,0.36,g,0.0,
Radishes,Daikon Long,2018,1650,17.55,g,"3/4/2019,  6 bed m, Ra.2 > C6m > Bed 206",330,3.51,g,10.0,Organic
,,,,,,"1/5/2019,  6 bed m, Ra.1 > L6m > Bed 101",660,7.02,g,10.0,Organic
,,,,,,"8/8/2019,  3 bed m, Ra.2 > C6m > Bed 203",660,7.02,g,10.0,Organic
Radishes,Daikon Long,2019,1650,17.55,g,"16/10/2019,  3 bed m, Ra.1 > L6m > Bed 103",660,7.02,g,10.0,Organic
,,,,,,"13/11/2019,  6 bed m, Ra.2 > C6m > Bed 202",990,10.53,g,10.0,Organic
Radishes,French Breakfast,2018,13367,142.2,g,"13/3/2019,  3 bed m, Ra.2 > C2 > Bed 218",165,1.76,g,10.0,Organic
,,,,,,"25/2/2019,  12 bed m, Ra.3 > R3 > Bed 330",1981,21.07,g,10.0,
,,,,,,"15/4/2019,  4 bed m, Ra.1 > L2 > Bed 131",881,9.37,g,10.0,Organic
,,,,,,"1/5/2019,  6 bed m, Ra.1 > L1 > Bed 110",4400,46.81,g,10.0,Organic
,,,,,,"6/5/2019,  2 bed m, HH > C > Bed 14",880,9.36,g,10.0,Organic
,,,,,,"15/5/2019,  6 bed m, Ra.1 > L6m > Bed 104",660,7.02,g,10.0,Organic
,,,,,,"29/5/2019,  2 bed m, Ra.2 > C6m > Bed 206",880,9.36,g,10.0,Organic
,,,,,,"8/8/2019,  2 bed m, Ra.1 > L1 > Bed 118",880,9.36,g,10.0,Organic
,,,,,,"28/8/2019,  6 bed m, Ra.1 > L6m > Bed 103",2640,28.09,g,10.0,Organic
Radishes,French Breakfast,2019,4400,46.81,g,"16/10/2019,  2 bed m, Ra.1 > L1 > Bed 115",880,9.36,g,10.0,Organic
,,,,,,"24/10/2019,  2 bed m, Ra.1 > L6m > Bed 106",880,9.36,g,10.0,Organic
,,,,,,"4/12/2019,  6 bed m, Ra.1 > L6m > Bed 107",2640,28.09,g,10.0,Organic
Radishes,Nero Tondo,2018,2310,24.57,g,"1/5/2019,  6 bed m, Ra.1 > L6m > Bed 101",660,7.02,g,10.0,Organic
,,,,,,"13/3/2019,  3 bed m, Ra.2 > C2 > Bed 218",990,10.53,g,10.0,Organic
,,,,,,"8/8/2019,  3 bed m, Ra.2 > C6m > Bed 203",660,7.02,g,10.0,Organic
Radishes,Nero Tondo,2019,1650,17.55,g,"16/10/2019,  3 bed m, Ra.1 > L6m > Bed 103",660,7.02,g,10.0,Organic
,,,,,,"13/11/2019,  3 bed m, Ra.2 > C6m > Bed 203",990,10.53,g,10.0,Organic
Radishes,נטע אדומה,2019,4950,52.66,g,"13/11/2019,  6 bed m, Ra.2 > C6m > Bed 204",3960,42.13,g,10.0,Organic
,,,,,,"20/10/2019,  6 bed m, Ra.2 > C6m > Bed 204",990,10.53,g,10.0,Organic
Sorrel,Red Veined,2018,4800,3.78,g,"26/8/2019,  6 bed m, Ra.2 > C1 > Bed 210",4800,3.78,g,0.0,
Sorrel,Red Veined,2019,4800,3.78,g,"13/11/2019,  6 bed m, Ra.2 > C6m > Bed 201",4800,3.78,g,0.0,
Soybeans,Generic Variety,2018,60,0.02,kg,"27/3/2019,  12 bed m, Ra.2 > C2 > Bed 228",60,0.02,kg,0.0,
Spinach,Generic Variety,2019,3708,49.44,kg,"19/9/2019,  12 bed m, Ra.1 > L2 > Bed 127",240,3.2,kg,0.0,
,,,,,,"20/10/2019,  12 bed m, Ra.1 > L2 > Bed 128",528,7.04,kg,10.0,
,,,,,,"4/11/2019,  12 bed m, Ra.1 > L2 > Bed 127",1584,21.12,kg,10.0,
,,,,,,"16/9/2019,  12 bed m, Ra.1 > L2 > Bed 126",1056,14.08,kg,10.0,
,,,,,,"14/11/2019,  12 bed m, Ra.1 > L2 > Bed 128",300,4.0,kg,0.0,
Spinach,Giant Winter,2019,1551,20.68,kg,"11/12/2019,  12 bed m, Ra.2 > C2 > Bed 223",1551,20.68,kg,0.0,
Summer Squash,Anton,2018,91,9.1,g,"1/5/2019,  12 bed m, Ra.3 > R2 > Bed 317",30,3.0,g,0.0,
,,,,,,"12/6/2019,  12 bed m, HH > C > Bed 15",61,6.1,g,0.0,
Summer Squash,Benning's Green Tint Scallop,2018,122,12.2,g,"25/4/2019,  12 bed m, Ra.3 > R3 > Bed 331",61,6.1,g,0.0,
,,,,,,"26/6/2019,  12 bed m, Ra.1 > L2 > Bed 131",61,6.1,g,0.0,
Summer Squash,Goldy,2018,62,6.2,g,"27/3/2019,  12 bed m, Ra.3 > R1 > Bed 315",62,6.2,g,0.0,
Sunflower,Generic Variety,2018,46000,1000.0,g,30/5/2019  · Microgreen,0,0.0,g,0.0,
,,,,,,6/6/2019  · Microgreen,23000,500.0,g,0.0,
,,,,,,20/6/2019  · Microgreen,23000,500.0,g,0.0,
Sunflower,Generic Variety,2019,253000,5500.0,g,7/11/2019  · Microgreen,23000,500.0,g,0.0,
,,,,,,14/11/2019  · Microgreen,23000,500.0,g,0.0,
,,,,,,19/11/2019  · Microgreen,23000,500.0,g,0.0,
,,,,,,25/11/2019  · Microgreen,23000,500.0,g,0.0,
,,,,,,12/12/2019  · Microgreen,23000,500.0,g,0.0,
,,,,,,19/12/2019  · Microgreen,23000,500.0,g,0.0,
,,,,,,23/12/2019  · Microgreen,23000,500.0,g,0.0,
,,,,,,31/12/2019  · Microgreen,23000,500.0,g,0.0,
,,,,,,5/12/2019  · Microgreen,23000,500.0,g,0.0,
,,,,,,12/12/2019  · Microgreen,23000,500.0,g,0.0,
,,,,,,27/12/2019  · Microgreen,23000,500.0,g,0.0,
Tatsoi,Generic Variety,2018,20460,41.67,g,"28/3/2019,  6 bed m, HH > C > Bed 17",4620,9.41,g,10.0,Organic
,,,,,,"15/5/2019,  12 bed m, Ra.1 > L1 > Bed 118",5280,10.75,g,10.0,Organic
,,,,,,"26/8/2019,  6 bed m, Ra.2 > C1 > Bed 210",10560,21.51,g,10.0,Organic
Tomatoes,Big Beef,2018,63,0.16,g,"10/4/2019,  24 bed m, Ra.2 > C1 > Bed 213 + 1 more Block",63,0.16,g,0.0,
Tomatoes,Galila - מסיימת,2018,48,0.12,g,"27/3/2019,  12 bed m, Ra.2 > C1 > Bed 211",24,0.06,g,0.0,
,,,,,,"13/5/2019,  12 bed m, Ra.3 > R3 > Bed 330",24,0.06,g,0.0,
Tomatoes,Generic Variety,2018,24,0.06,g,"30/5/2019,  12 bed m, Ra.3 > R3 > Bed 329",24,0.06,g,0.0,
Tomatoes,Red Pear,2018,31,0.08,g,"8/5/2019,  12 bed m, Ra.2 > C2 > Bed 226",31,0.08,g,0.0,
Tomatoes,Red Pearl,2018,48,0.12,g,"26/6/2019,  12 bed m, Ra.2 > C2 > Bed 218",24,0.06,g,0.0,
,,,,,,"24/6/2019,  12 bed m, Ra.1 > L2 > Bed 123",24,0.06,g,0.0,
Tomatoes,Whitny - וויטני,2018,24,0.06,g,"25/4/2019,  12 bed m, Ra.2 > C2 > Bed 219",24,0.06,g,0.0,
Turnips,lodigiana לבן שטוח,2019,1020,3.4,g,"20/10/2019,  6 bed m, Ra.2 > C6m > Bed 203",300,1.0,g,0.0,
,,,,,,"4/12/2019,  6 bed m, Ra.3 > R6m > Bed 302",720,2.4,g,0.0,
Winter Squash,Atlas,2018,233,19.42,g,"15/8/2019,  18 bed m, Ra.3 > R6m > Beds 301-303",156,13.0,g,0.0,
,,,,,,"15/4/2019,  12 bed m, Field not assigned",77,6.42,g,0.0,
Winter Squash,Generic Variety,2018,217,18.09,g,"29/1/2019,  12 bed m, Ra.3 > R3 > Bed 332",15,1.25,g,0.0,
,,,,,,"3/4/2019,  12 bed m, Ra.3 > R3 > Bed 331",0,0.0,g,0.0,
,,,,,,"15/4/2019,  12 bed m, Field not assigned",77,6.42,g,0.0,
,,,,,,"8/5/2019,  22 bed m, Ra.3 > R1 > Bed 316 + 1 more Block",125,10.42,g,0.0,
Winter Squash,Mini Red Kabocha,2018,156,13.0,g,"27/3/2019,  12 bed m, Ra.3 > R1 > Bed 305",156,13.0,g,0.0,
Winter Squash,Pino,2018,77,6.42,g,"15/4/2019,  12 bed m, Field not assigned",77,6.42,g,0.0,
Winter Squash,Table Queen,2018,24,2.0,g,"13/3/2019,  12 bed m, Ra.3 > R1 > Bed 309",24,2.0,g,0.0,
,,,,,,"15/4/2019,  12 bed m, HH > B > Bed 9",0,0.0,g,0.0,
