Pack List,Item,Pick date,Pick From,Outlets,Total Outlets Need,From Storage,Additional,Planned Pick,Actual Pick,Pick by Variety,Unit,Pick Instruction,Assignee,Labor Time (hr)
Thursday 08/09/2022,"עגבניה שרי
Ripe",08/09/2022,"Tomatoes, Lobelo hyd. מורכב
Hyd. 4"" > SE-4""(40) > Bed 108
1 of 12
Tomatoes, Lobelo - חישתיל מורכב
Ra.2 > C1 > Beds 209-210
4 of 12
Tomatoes, Lobelo - חישתיל מורכב
Ra.2 > C1 > Beds 213-216
3 of 12",חנות הגינה: 1,1,0,0,1,9.9,,kg,"כל מה שמוכן
מוכן = 80% אדום",Nimrod Wald,0
Thursday 08/09/2022,"לוביה
Fresh",08/09/2022,"Beans: Bush & Pole, California Black Eyed
Ra.3 > R2 > Beds 323-324
2 of 2",חנות הגינה: 1,1,0,0,1,1.4,,kg,,Nimrod Wald,0
Thursday 08/09/2022,"(ירק) בצל ירוק
Full-Size",08/09/2022,"Onions: Scallions, hyd. Aldorado
Hyd. N > NW > Bed 15
11 of 13
Onions: Scallions, hyd. Aldorado
Hyd. N > NW > Bed 15
12 of 13",חנות הגינה: 10,10,0,0,10,10,,bn,לסיים לפי שורות,Nimrod Wald,0
Thursday 08/09/2022,"(חסה) מסולסלת
Full-Size",08/09/2022,,חנות הגינה: 15,15,0,0,15,15,"hyd. לאליק: 3.75,
hyd. מסולסלת: 3.75,
Samba - אדומה: 3.75,
מיאל - אדומה: 3.75",hd,,Nimrod Wald,0
Thursday 08/09/2022,"בייבי נפרדים
Full-Size",08/09/2022,"Lettuce: Salad Mix, חרדל Red Giant
Ra.1 > L2 > Bed 122
37 of 38
Lettuce: Salad Mix, מיזונה מיקס
Ra.1 > L2 > Bed 132
35 of 38",חנות הגינה: 2,2,0,0,2,2,,kg,,Nimrod Wald,0
Thursday 08/09/2022,"(חסה) רומית
Full-Size",08/09/2022,,חנות הגינה: 25,25,0,0,25,25,"936 רומית: 3.13,
Bionda Degli Ortolani: 3.13,
hyd. ערבית - נהורה נטע: 3.13,
hyd. רומית - מגנום: 3.13,
hyd. רומית - סרוונטס: 3.13,
hyd. רומית: 3.13,
ערבית - רם שחר: 3.13,
ערבית צהובת עלים: 3.13",hd,,Nimrod Wald,0
Thursday 08/09/2022,"(ירק) עירית שומית
Full-Size",08/09/2022,,חנות הגינה: 3,3,0,0,3,3,,bn,,Nimrod Wald,0
Thursday 08/09/2022,"גרגר הנחלים
Full-Size",08/09/2022,"Cress, hyd. גרגר הנחלים
Hyd. S > SE > Bed 18
5 of 5",חנות הגינה: 3,3,0,0,3,3,,cs,,Nimrod Wald,0
Thursday 08/09/2022,"קייל
Full-Size",08/09/2022,,חנות הגינה: 3,3,0,0,3,3,"Lacinato (Dinosaur): 1,
Scarlet: 1,
גומן: 1",bn,,Nimrod Wald,0
Thursday 08/09/2022,תבלין - לואיזה,08/09/2022,,חנות הגינה: 3,3,0,0,3,3,Lemon Verbena: 3,bn,,Nimrod Wald,0
Thursday 08/09/2022,תבלין - למון גראס,08/09/2022,,חנות הגינה: 3,3,0,0,3,3,Lemon Verbena: 3,bn,,Nimrod Wald,0
Thursday 08/09/2022,"תבלין - נענע
Full-Size",08/09/2022,,חנות הגינה: 3,3,0,0,3,3,,bn,,Nimrod Wald,0
Thursday 08/09/2022,תבלין - מרווה,08/09/2022,,חנות הגינה: 3,3,0,0,3,3,,bn,,Nimrod Wald,0
Thursday 08/09/2022,"בייבי - רוקט
Baby Leaf",08/09/2022,"Arugula, hyd. Rocket
Hyd. S > SW > Bed 26
24 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 130
23 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 132
25 of 26",חנות הגינה: 5,5,0,0,5,7,,kg,לשים לב לסמן נכון את הקטיף לפי ערוגות!,Nimrod Wald,0
Thursday 08/09/2022,"סלרי
Full-Size",08/09/2022,"Celery, hyd. Early Bell
Hyd. N > NW > Bed 10
10 of 12
Celery, hyd. Early Bell
Hyd. N > NW > Bed 9
9 of 12
Celery, hyd. Early Bell
Hyd. S > SE > Beds 16-17
11 of 12",חנות הגינה: 6,6,0,0,6,6,,bn,,Nimrod Wald,0
Thursday 08/09/2022,"(ירק) שמיר
Leaf",08/09/2022,,חנות הגינה: 6,6,0,0,6,6,,bn,,Nimrod Wald,0
Thursday 08/09/2022,"בייבי - רוקט
Baby Leaf",08/09/2022,"Arugula, hyd. Rocket
Hyd. S > SW > Bed 26
24 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 130
23 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 132
25 of 26",חנות הגינה: 6,6,0,0,6,6,,bn,מהחממה - ישר לשקית,Nimrod Wald,0
Thursday 08/09/2022,"בייבי מיקס
Full-Size",08/09/2022,"Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 129
33 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 131
34 of 38",חנות הגינה: 7,7,0,0,7,6.5,,kg,,Nimrod Wald,0
Thursday 08/09/2022,"(חסה) אייסברג
Full-Size",08/09/2022,,חנות הגינה: 8,8,0,0,8,8,"hyd. אייסברג: 2.67,
IceBerg - לימור: 2.67,
Iceberg: 2.67",hd,,Nimrod Wald,0
Thursday 08/09/2022,"צנונית
Full-Size",08/09/2022,"Radishes, AZ-506 sisi
Ra.1 > L6m > Bed 102
25 of 26
Radishes, AZ-506 sisi
Ra.1 > L6m > Bed 104
26 of 26",חנות הגינה: 8,8,0,0,8,5,,bn,,Nimrod Wald,0
Tuesday 06/09/2022,"גרגר הנחלים
Full-Size",06/09/2022,"Cress, hyd. גרגר הנחלים
Hyd. S > SE > Bed 18
5 of 5",חנות הגינה: 1,1,0,0,1,1,,cs,,Nimrod Wald,0
Tuesday 06/09/2022,מורינגה,06/09/2022,,חנות הגינה: 1,1,0,0,1,1,,cs,,Nimrod Wald,0
Tuesday 06/09/2022,"תבלין - נענע
Full-Size",06/09/2022,,חנות הגינה: 2,2,0,0,2,2,,bn,,Nimrod Wald,0
Tuesday 06/09/2022,"תבלין - אזוב
Full-Size",06/09/2022,,חנות הגינה: 3,3,0,0,3,3,,bn,,Nimrod Wald,0
Tuesday 06/09/2022,"(חסה) מסולסלת
Full-Size",06/09/2022,"Lettuce, hyd. מסולסלת
Hyd. S > SW > Bed 25
64 of 68",חנות הגינה: 5,5,0,0,5,5,,hd,,Nimrod Wald,0
Tuesday 06/09/2022,"(חסה) אייסברג
Full-Size",06/09/2022,,חנות הגינה: 8,8,0,0,8,8,"hyd. אייסברג: 2.67,
IceBerg - לימור: 2.67,
Iceberg: 2.67",hd,,Nimrod Wald,0
Monday 05/09/2022,"בייבי - רוקט
Baby Leaf",05/09/2022,"Arugula, hyd. Rocket
Hyd. S > SW > Bed 26
24 of 26
Arugula, Arugula
Ra.1 > L1 > Bed 120
22 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 128
19 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 130
23 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 132
25 of 26","b2b: 3,
חנות הגינה: 1",4,0,0,4,5.9,,kg,לשים לב לסמן נכון את הקטיף לפי ערוגות!,Nimrod Wald,0
Monday 05/09/2022,"בייבי מיקס
Full-Size",05/09/2022,"Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L1 > Bed 117
29 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 127
27 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 131
34 of 38","b2b: 5,
חנות הגינה: 3",8,0,0,8,9.1,,kg,סהכ להגיע ל 13 קג עלים מכל הסוגים ביחד,Nimrod Wald,0
Monday 05/09/2022,"פלפל
Ripe",05/09/2022,"Peppers, Sweet Bite
Ra.2 > C2 > Beds 227-228
2 of 3
Peppers, וולטה - מוארך
Ra.2 > C6m > Beds 205-206 + 1 more Block
1 of 3",חנות הגינה: 1,1,0,0,1,0.7,,kg,רק מה שממש מוכן,Nimrod Wald,0
Monday 05/09/2022,קישוא - מיוחד,05/09/2022,,חנות הגינה: 1,1,0,0,1,2,,kg,,Nimrod Wald,0
Monday 05/09/2022,"עגבניה שרי
Ripe",05/09/2022,"Tomatoes, Lobelo hyd. מורכב
Hyd. 4"" > SE-4""(40) > Bed 108
1 of 12
Tomatoes, Lobelo - חישתיל מורכב
Ra.2 > C1 > Beds 209-210
4 of 12
Tomatoes, Lobelo - חישתיל מורכב
Ra.2 > C1 > Beds 213-216
3 of 12",חנות הגינה: 1,1,0,0,1,18.4,,kg,"כל מה שמוכן
מוכן = 80% אדום",Nimrod Wald,0
Monday 05/09/2022,"לוביה
Fresh",05/09/2022,"Beans: Bush & Pole, California Black Eyed
Ra.3 > R2 > Beds 323-324
2 of 2",חנות הגינה: 1,1,0,0,1,0.02,,kg,,Nimrod Wald,0
Monday 05/09/2022,"(ירק) בצל ירוק
Full-Size",05/09/2022,"Onions: Scallions, hyd. Aldorado
Hyd. N > NW > Bed 15
11 of 13",חנות הגינה: 10,10,0,0,10,10,,bn,לסיים לפי שורות,Nimrod Wald,0
Monday 05/09/2022,מלפפון,05/09/2022,"Cucumbers, Beit Alpha MR
Hyd. 4"" > NE-4""(50) > Beds 102-103 + 2 more Blocks
3 of 3",חנות הגינה: 10,10,0,0,10,3,,kg,כל מה שמוכן,Nimrod Wald,0
Monday 05/09/2022,"(חסה) מסולסלת
Full-Size",05/09/2022,"Lettuce, hyd. מסולסלת
Hyd. S > SW > Bed 25
64 of 68",חנות הגינה: 15,15,0,0,15,10,,hd,,Nimrod Wald,0
Monday 05/09/2022,"(ירק) פטרוזיליה
Full-Size",05/09/2022,"Parsley, hyd. Borjo
Hyd. S > SE > Bed 16
7 of 8
Parsley, בורג'ו - נטע
Ra.1 > L3 > Beds 133-135
6 of 8",חנות הגינה: 15,15,0,0,15,17,,bn,סופי בשדה,Nimrod Wald,0
Monday 05/09/2022,"(חסה) רומית
Full-Size",05/09/2022,"Lettuce, hyd. רומית - סרוונטס
Hyd. N > NE > Beds 2-3
59 of 68
Lettuce, hyd. רומית
Hyd. S > SW > Beds 24-25
62 of 68",חנות הגינה: 20,20,0,0,20,20,,hd,,Nimrod Wald,0
Monday 05/09/2022,"קייל
Full-Size",05/09/2022,,חנות הגינה: 3,3,0,0,3,3,"Lacinato (Dinosaur): 1,
Scarlet: 1,
גומן: 1",bn,,Nimrod Wald,0
Monday 05/09/2022,"(חסה) סלנובה
Full-Size",05/09/2022,"Lettuce, hyd. סלנובה
Hyd. N > NE > Bed 3
60 of 68
Lettuce, hyd. סלנובה
Hyd. N > NE > Beds 5-6
63 of 68",חנות הגינה: 30,30,0,0,30,25,,cs,"20 לבייבי 
10 לארוז",Nimrod Wald,0
Monday 05/09/2022,"תבלין - נענע
Full-Size",05/09/2022,,חנות הגינה: 4,4,0,0,4,4,,bn,,Nimrod Wald,0
Monday 05/09/2022,"(ירק) שמיר
Leaf",05/09/2022,,חנות הגינה: 5,5,0,0,5,5,,bn,,Nimrod Wald,0
Monday 05/09/2022,"(חסה) אייסברג
Full-Size",05/09/2022,"Lettuce, hyd. אייסברג
Hyd. N > NE > Bed 7
61 of 68",חנות הגינה: 6,6,0,0,6,6,,hd,,Nimrod Wald,0
Monday 05/09/2022,"סלרי
Full-Size",05/09/2022,"Celery, hyd. Early Bell
Hyd. S > SE > Beds 16-17
11 of 12",חנות הגינה: 6,6,0,0,6,6,,bn,,Nimrod Wald,0
Monday 05/09/2022,"בייבי - רוקט
Baby Leaf",05/09/2022,"Arugula, hyd. Rocket
Hyd. S > SW > Bed 26
24 of 26",חנות הגינה: 6,6,0,0,6,3,,bn,מהחממה - ישר לשקית,Nimrod Wald,0
Monday 05/09/2022,"צנונית
Full-Size",05/09/2022,"Radishes, AZ-506 sisi
Ra.1 > L6m > Bed 102
25 of 26",חנות הגינה: 8,8,0,0,8,5,,bn,,Nimrod Wald,0
Thursday 01/09/2022,"צנונית
Full-Size",01/09/2022,"Radishes, AZ-506 sisi
Ra.1 > L6m > Bed 102
25 of 26","b2b: 10,
חנות הגינה: 8",18,0,0,18,10,,bn,,Nimrod Wald,0
Thursday 01/09/2022,"(ירק) פטרוזיליה
Full-Size",01/09/2022,"Parsley, hyd. Borjo
Hyd. S > SE > Bed 16
7 of 8
Parsley, בורג'ו - נטע
Ra.1 > L3 > Beds 133-135
6 of 8","b2b: 2,
חנות הגינה: 10",12,0,0,12,11,,bn,להתחיל בשדה,Nimrod Wald,0
Thursday 01/09/2022,"(ירק) שמיר
Leaf",01/09/2022,,"b2b: 2,
חנות הגינה: 5",7,0,0,7,7,hyd. Dukat: 7,bn,,Nimrod Wald,0
Thursday 01/09/2022,"בייבי - רוקט
Baby Leaf",01/09/2022,"Arugula, hyd. Rocket
Hyd. S > SW > Bed 26
24 of 26
Arugula, Arugula
Ra.1 > L1 > Bed 120
22 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 128
19 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 130
23 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 132
25 of 26","b2b: 4,
חנות הגינה: 6",10,0,0,10,10,,bn,מהחממה - ישר לשקית,Nimrod Wald,0
Thursday 01/09/2022,"בייבי סלק
Baby Leaf Greens",01/09/2022,"Beets, MIX עלי ביבי
Ra.1 > L2 > Bed 126
8 of 9",חנות הגינה: 1,1,0,0,1,0.2,,kg,,Nimrod Wald,0
Thursday 01/09/2022,מלפפון,01/09/2022,"Cucumbers, Beit Alpha MR
Hyd. 4"" > NE-4""(50) > Beds 102-103 + 2 more Blocks
3 of 3",חנות הגינה: 1,1,0,0,1,10.3,,kg,כל מה שמוכן,Nimrod Wald,0
Thursday 01/09/2022,חציל ארוך,01/09/2022,"Eggplant, Ping Tung Long
Ra.1 > L1 > Beds 110-111
",חנות הגינה: 1,1,0,0,1,0.8,,kg,,Nimrod Wald,0
Thursday 01/09/2022,"פלפל
Ripe",01/09/2022,"Peppers, Sweet Bite
Ra.2 > C2 > Beds 227-228
2 of 3
Peppers, וולטה - מוארך
Ra.2 > C6m > Beds 205-206 + 1 more Block
1 of 3",חנות הגינה: 1,1,0,0,1,3,,kg,רק מה שממש מוכן,Nimrod Wald,0
Thursday 01/09/2022,"עגבניה שרי
Ripe",01/09/2022,"Tomatoes, Lobelo hyd. מורכב
Hyd. 4"" > SE-4""(40) > Bed 108
1 of 12
Tomatoes, Lobelo - חישתיל מורכב
Ra.2 > C1 > Beds 209-210
4 of 12
Tomatoes, Lobelo - חישתיל מורכב
Ra.2 > C1 > Beds 213-216
3 of 12",חנות הגינה: 1,1,0,0,1,4.2,,kg,"כל מה שמוכן
מוכן = 80% אדום",Nimrod Wald,0
Thursday 01/09/2022,"לוביה
Fresh",01/09/2022,"Beans: Bush & Pole, California Black Eyed
Ra.3 > R2 > Beds 323-324
2 of 2",חנות הגינה: 1,1,0,0,1,1.8,,kg,,Nimrod Wald,0
Thursday 01/09/2022,"(חסה) אייסברג
Full-Size",01/09/2022,"Lettuce, hyd. אייסברג
Hyd. N > NE > Bed 7
61 of 68",חנות הגינה: 10,10,0,0,10,10,,hd,,Nimrod Wald,0
Thursday 01/09/2022,"(ירק) בצל ירוק
Full-Size",01/09/2022,"Onions: Scallions, hyd. Aldorado
Hyd. N > NW > Bed 15
11 of 13",חנות הגינה: 10,10,0,0,10,10,,bn,לסיים לפי שורות,Nimrod Wald,0
Thursday 01/09/2022,"(חסה) מסולסלת
Full-Size",01/09/2022,"Lettuce, hyd. מסולסלת
Hyd. S > SW > Bed 25
64 of 68",חנות הגינה: 15,15,0,0,15,16,,hd,,Nimrod Wald,0
Thursday 01/09/2022,"בייבי נפרדים
Full-Size",01/09/2022,"Lettuce: Salad Mix, קייל בייבי
Ra.1 > L1 > Bed 118
30 of 38
Lettuce: Salad Mix, חרדל Red Giant
Ra.1 > L1 > Bed 120
32 of 38
Lettuce: Salad Mix, מיזונה מיקס
Ra.1 > L2 > Bed 128
28 of 38",חנות הגינה: 2,2,0,0,2,0.9,,kg,,Nimrod Wald,0
Thursday 01/09/2022,"(חסה) רומית
Full-Size",01/09/2022,"Lettuce, hyd. רומית - סרוונטס
Hyd. N > NE > Beds 2-3
59 of 68
Lettuce, hyd. רומית
Hyd. S > SW > Beds 24-25
62 of 68",חנות הגינה: 20,20,0,0,20,21,,hd,,Nimrod Wald,0
Thursday 01/09/2022,"(חסה) סלנובה
Full-Size",01/09/2022,"Lettuce, hyd. סלנובה
Hyd. N > NE > Bed 3
60 of 68
Lettuce, hyd. סלנובה
Hyd. N > NE > Beds 5-6
63 of 68",חנות הגינה: 20,20,0,0,20,13,,cs,,Nimrod Wald,0
Thursday 01/09/2022,"תבלין - נענע
Full-Size",01/09/2022,,חנות הגינה: 30,30,0,0,30,6,,bn,,Nimrod Wald,0
Thursday 01/09/2022,"גרגר הנחלים
Full-Size",01/09/2022,"Cress, hyd. גרגר הנחלים
Hyd. S > SE > Bed 18
5 of 5",חנות הגינה: 4,4,0,0,4,4,,cs,,Nimrod Wald,0
Thursday 01/09/2022,"בייבי - רוקט
Baby Leaf",01/09/2022,"Arugula, hyd. Rocket
Hyd. S > SW > Bed 26
24 of 26
Arugula, Arugula
Ra.1 > L1 > Bed 120
22 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 128
19 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 130
23 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 132
25 of 26",חנות הגינה: 4,4,0,0,4,5,,kg,לשים לב לסמן נכון את הקטיף לפי ערוגות!,Nimrod Wald,0
Thursday 01/09/2022,"בזיל
Full-Size",01/09/2022,"Basil, hyd. Prospera
Hyd. N > NE > Bed 4
6 of 7
Basil, Prospera
Ra.1 > L6m > Bed 103
4 of 7",חנות הגינה: 6,6,0,0,6,5,,cs,,Nimrod Wald,0
Thursday 01/09/2022,"(ירק) עירית שומית
Full-Size",01/09/2022,,חנות הגינה: 6,6,0,0,6,6,,bn,,Nimrod Wald,0
Thursday 01/09/2022,"בייבי מיקס
Full-Size",01/09/2022,"Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L1 > Bed 113
26 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L1 > Bed 117
29 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L1 > Bed 119
31 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 127
27 of 38",חנות הגינה: 8,8,0,0,8,8.2,,kg,סהכ להגיע ל 13 קג עלים מכל הסוגים ביחד,Nimrod Wald,0
Wednesday 31/08/2022,"(חסה) רומית
Full-Size",31/08/2022,"Lettuce, hyd. רומית - סרוונטס
Hyd. N > NE > Beds 2-3
59 of 68
Lettuce, hyd. רומית
Hyd. N > NE > Beds 7-8
57 of 68
Lettuce, hyd. רומית - מגנום
Hyd. S > SE > Bed 19
54 of 68
Lettuce, hyd. רומית
Hyd. S > SW > Beds 24-25
62 of 68",b2b: 10,10,0,0,10,14,,hd,,Nimrod Wald,0
Wednesday 31/08/2022,"(חסה) סלנובה
Full-Size",31/08/2022,"Lettuce, hyd. סלנובה
Hyd. N > NE > Bed 3
60 of 68
Lettuce, hyd. סלנובה
Hyd. N > NE > Beds 5-6
63 of 68",b2b: 110,110,0,0,110,116,,cs,,Nimrod Wald,0
Tuesday 30/08/2022,"(ירק) עירית שומית
Full-Size",30/08/2022,"Chives, Garlic Geisha
Ra.2 > C6m > Bed 204
",Online Store: 1,1,0,0,1,1,,bn,,Nimrod Wald,0
Tuesday 30/08/2022,"בייבי - רוקט
Baby Leaf",30/08/2022,"Arugula, hyd. Rocket
Hyd. S > SW > Bed 26
24 of 26
Arugula, Arugula
Ra.1 > L1 > Bed 120
22 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 128
19 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 130
23 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 132
25 of 26",Online Store: 1,1,0,0,1,1,,bn,מהחממה - ישר לשקית,Nimrod Wald,0
Tuesday 30/08/2022,"שעועית
Fresh",30/08/2022,,Online Store: 1,1,0,0,1,1,,cs,,Nimrod Wald,0
Tuesday 30/08/2022,"עגבניה שרי
Ripe",30/08/2022,,Online Store: 12,12,0,0,12,12,,cs,,Nimrod Wald,0
Tuesday 30/08/2022,"גרגר הנחלים
Full-Size",30/08/2022,"Cress, hyd. גרגר הנחלים
Hyd. S > SE > Bed 18
5 of 5",Online Store: 2,2,0,0,2,2,,cs,,Nimrod Wald,0
Tuesday 30/08/2022,"אמרנט - תרד הודי
Baby Leaf",30/08/2022,,Online Store: 2,2,0,0,2,2,הודי אדום: 2,cs,,Nimrod Wald,0
Tuesday 30/08/2022,"תבלין - נענע
Full-Size",30/08/2022,"Mint, Doublemint
side > 300 > Bed 4
",Online Store: 3,3,0,0,3,5,,bn,,Nimrod Wald,0
Tuesday 30/08/2022,"(ירק) בצל ירוק
Full-Size",30/08/2022,"Onions: Scallions, hyd. Aldorado
Hyd. N > NW > Bed 15
11 of 13",Online Store: 5,5,0,0,5,6,,bn,לסיים לפי שורות,Nimrod Wald,0
Tuesday 30/08/2022,"צנונית
Full-Size",30/08/2022,"Radishes, AZ-506 sisi
Ra.1 > L6m > Bed 102
25 of 26",Online Store: 7,7,0,0,7,9,,bn,,Nimrod Wald,0
Monday 29/08/2022,מלפפון,29/08/2022,"Cucumbers, Beit Alpha MR
Hyd. 4"" > NE-4""(50) > Beds 102-103 + 2 more Blocks
3 of 3",חנות הגינה: 1,1,0,0,1,10,,kg,כל מה שמוכן,Nimrod Wald,0
Monday 29/08/2022,חציל,29/08/2022,"Eggplant, Meatball
Ra.1 > L1 > Bed 112
Eggplant, Meatball
Ra.2 > C2 > Beds 219-220
",חנות הגינה: 1,1,0,0,1,0.4,,kg,מה שיש,Nimrod Wald,0
Monday 29/08/2022,"פלפל חריף
Ripe",29/08/2022,,חנות הגינה: 1,1,0,0,1,1.1,"Thai Red Chili: 1,
אלטר - לפיד: 0.1",kg,בסוף - כמה שיש כוח,Nimrod Wald,0
Monday 29/08/2022,"פלפל
Ripe",29/08/2022,"Peppers, Sweet Bite
Ra.2 > C2 > Beds 227-228
2 of 3",חנות הגינה: 1,1,0,0,1,0.2,Sweet Bite: 0.2,kg,רק מה שממש מוכן,Nimrod Wald,0
Monday 29/08/2022,"עגבניה שרי
Ripe",29/08/2022,"Tomatoes, Lobelo hyd. מורכב
Hyd. 4"" > SE-4""(40) > Bed 108
1 of 12
Tomatoes, Lobelo - חישתיל מורכב
Ra.2 > C1 > Beds 209-210
4 of 12
Tomatoes, Lobelo - חישתיל מורכב
Ra.2 > C1 > Beds 213-216
3 of 12",חנות הגינה: 1,1,0,0,1,12.9,,kg,"כל מה שמוכן
מוכן = 80% אדום",Nimrod Wald,0
Monday 29/08/2022,"עגבניה
Ripe",29/08/2022,"Tomatoes, hyd. montecarlo F1
Hyd. 4"" > NE-4""(50) > Bed 103
8 of 12
Tomatoes, Marmande - מורשת יעל
Ra.2 > C2 > Bed 222
5 of 12
Tomatoes, montecarlo F.1
Ra.2 > C2 > Beds 223-224
6 of 12
Tomatoes, תמר
Ra.4 > Lo18 > Beds 405-406
2 of 12",חנות הגינה: 1,1,0,0,1,0.4,,kg,"לא לקטוף מורשת!!!! - רק לזרעים

לבדוק תמר ב400",Nimrod Wald,0
Monday 29/08/2022,"לוביה
Fresh",29/08/2022,"Beans: Bush & Pole, California Black Eyed
Ra.3 > R2 > Beds 323-324
2 of 2",חנות הגינה: 1,1,0,0,1,1.3,,kg,,Nimrod Wald,0
Monday 29/08/2022,מלון,29/08/2022,"Melons, Ananas Coquette
Zvika > zA > Beds 507-508
2 of 3",חנות הגינה: 1,1,0,0,1,1,,kg,סופי השבוע - לעשב ולנקות החוצה עשבים עם זרעים,Nimrod Wald,0
Monday 29/08/2022,"(ירק) בצל ירוק
Full-Size",29/08/2022,"Onions: Scallions, hyd. Aldorado
Hyd. N > NW > Bed 15
11 of 13",חנות הגינה: 10,10,0,0,10,10,,bn,לסיים לפי שורות,Nimrod Wald,0
Monday 29/08/2022,"גזר
Full-Size",29/08/2022,"Carrots, Nantes Half Long
Ra.1 > L2 > Beds 121-124
2 of 3",חנות הגינה: 10,10,0,0,10,1,,bn,"חצי ערוגה לפחות
לעבוד עם קילשון
להפריד גדולים ישר בקטיף
להפריד עלים לקטנים ישר בשדה

חייב להסתיים השבוע",Nimrod Wald,0
Monday 29/08/2022,"(חסה) רומית
Full-Size",29/08/2022,"Lettuce, hyd. רומית - סרוונטס
Hyd. N > NE > Beds 2-3
59 of 68
Lettuce, hyd. רומית
Hyd. N > NE > Beds 7-8
57 of 68
Lettuce, hyd. רומית - מגנום
Hyd. S > SE > Bed 19
54 of 68",חנות הגינה: 15,15,0,0,15,15,,hd,לארוז זוגות - שולחן 7-8,Nimrod Wald,0
Monday 29/08/2022,"(חסה) מסולסלת
Full-Size",29/08/2022,"Lettuce, hyd. מסולסלת
Hyd. N > NE > Bed 7
65 of 68
Lettuce, hyd. מסולסלת
Hyd. S > SW > Bed 25
64 of 68",חנות הגינה: 15,15,0,0,15,12,,hd,לארוז זוגות- לא גבוהה,Nimrod Wald,0
Monday 29/08/2022,"(ירק) פטרוזיליה
Full-Size",29/08/2022,"Parsley, hyd. Borjo
Hyd. N > NW > Bed 12
5 of 8
Parsley, hyd. Borjo
Hyd. S > SE > Bed 16
7 of 8
Parsley, בורג'ו - נטע
Ra.1 > L3 > Beds 133-135
6 of 8",חנות הגינה: 15,15,0,0,15,10,,bn,להתחיל בשדה,Nimrod Wald,0
Monday 29/08/2022,"בייבי נפרדים
Full-Size",29/08/2022,"Lettuce: Salad Mix, קייל בייבי
Ra.1 > L1 > Bed 118
30 of 38
Lettuce: Salad Mix, חרדל Red Giant
Ra.1 > L1 > Bed 120
32 of 38
Lettuce: Salad Mix, מיזונה מיקס
Ra.1 > L2 > Bed 128
28 of 38",חנות הגינה: 2,2,0,0,2,0.3,,kg,,Nimrod Wald,0
Monday 29/08/2022,"גרגר הנחלים
Full-Size",29/08/2022,"Cress, hyd. גרגר הנחלים
Hyd. S > SE > Bed 18
5 of 5",חנות הגינה: 3,3,0,0,3,3,,cs,,Nimrod Wald,0
Monday 29/08/2022,"קייל
Full-Size",29/08/2022,"Kale, Lacinato (Dinosaur)
HH > B > Beds 9-10
1 of 7",חנות הגינה: 3,3,0,0,3,3,Lacinato (Dinosaur): 3,bn,,Nimrod Wald,0
Monday 29/08/2022,"(חסה) סלנובה
Full-Size",29/08/2022,"Lettuce, hyd. סלנובה
Hyd. N > NE > Bed 3
60 of 68
Lettuce, hyd. סלנובה
Hyd. N > NE > Beds 5-6
63 of 68
Lettuce, hyd. סלנובה
Hyd. S > SE > Bed 21
58 of 68",חנות הגינה: 30,30,0,0,30,30,,cs,"15 זוגות ירוק סגול
15 ירוק גבוהה",Nimrod Wald,0
Monday 29/08/2022,"בייבי - רוקט
Baby Leaf",29/08/2022,,חנות הגינה: 4,4,0,0,4,5.7,Arugula: 5.7,kg,לשים לב לסמן נכון את הקטיף לפי ערוגות!,Nimrod Wald,0
Monday 29/08/2022,"תבלין - נענע
Full-Size",29/08/2022,,חנות הגינה: 4,4,0,0,4,4,,bn,"קטיף להתחדשות 
- לכסח כל פעם חלק ולפזר קומפוסט.
לסמן איפה סיימנו",Nimrod Wald,0
Monday 29/08/2022,"בזיל
Full-Size",29/08/2022,"Basil, hyd. Prospera
Hyd. N > NE > Bed 4
6 of 7
Basil, Prospera
Ra.1 > L6m > Bed 103
4 of 7",חנות הגינה: 6,6,0,0,6,4,,cs,לגזום להתעבות,Nimrod Wald,0
