Site Name,Field Name,Field Name Version,Block Name,Bed Number,Bed Length,1st Rotation Planting Name,1st Rotation Crop,1st Rotation Start Date,1st Rotation End Date,2nd Rotation Planting Name,2nd Rotation Crop,2nd Rotation Start Date,2nd Rotation End Date,3rd Rotation Planting Name,3rd Rotation Crop,3rd Rotation Start Date,3rd Rotation End Date,4th Rotation Planting Name,4th Rotation Crop,4th Rotation Start Date,4th Rotation End Date,5th Rotation Planting Name,5th Rotation Crop,5th Rotation Start Date,5th Rotation End Date,6th Rotation Planting Name,6th Rotation Crop,6th Rotation Start Date,6th Rotation End Date,7th Rotation Planting Name,7th Rotation Crop,7th Rotation Start Date,7th Rotation End Date,8th Rotation Planting Name,8th Rotation Crop,8th Rotation Start Date,8th Rotation End Date,9th Rotation Planting Name,9th Rotation Crop,9th Rotation Start Date,9th Rotation End Date,10th Rotation Planting Name,10th Rotation Crop,10th Rotation Start Date,10th Rotation End Date,11th Rotation Planting Name,11th Rotation Crop,11th Rotation Start Date,11th Rotation End Date,12th Rotation Planting Name,12th Rotation Crop,12th Rotation Start Date,12th Rotation End Date,13th Rotation Planting Name,13th Rotation Crop,13th Rotation Start Date,13th Rotation End Date,14th Rotation Planting Name,14th Rotation Crop,14th Rotation Start Date,14th Rotation End Date
Hydro,Hyd. S,,SW,9,,"Parsley, hyd. Borjo, Full-Size",Parsley,08/12/2021,05/06/2022,"Basil, hyd. Prospera, Full-Size",Basil,04/05/2022,02/08/2022,"Lettuce, Romaine, hyd. רומית, Full-Size",Lettuce,03/08/2022,28/09/2022,"Lettuce, Bibb, hyd. מסולסלת, Full-Size",Lettuce,02/10/2022,29/11/2022,"Lettuce, Romaine, hyd. רומית, Full-Size",Lettuce,24/11/2022,18/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydro,Hyd. S,,SW,10,,"Lovage, hyd. Lovage, Full-Size",Lovage,27/10/2021,14/06/2022,"Lettuce, Bibb, hyd. מסולסלת, Full-Size",Lettuce,03/08/2022,05/09/2022,"Lettuce, Romaine, hyd. רומית, Full-Size",Lettuce,03/08/2022,28/09/2022,"Lettuce, Bibb, hyd. מסולסלת, Full-Size",Lettuce,02/10/2022,29/11/2022,"Lettuce, Romaine, hyd. רומית, Full-Size",Lettuce,11/10/2022,28/11/2022,"Spinach, hyd. פולה f1, Full-Size",Spinach,24/11/2022,09/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydro,Hyd. S,,SW,11,,"Lettuce: Salad Mix, hyd. Nussly, Full-Size",Lettuce: Salad Mix,04/01/2022,17/05/2022,"Arugula, hyd. Rocket, Baby Leaf",Arugula,26/04/2022,27/06/2022,"Arugula, hyd. Rocket, Baby Leaf",Arugula,06/07/2022,28/08/2022,"Arugula, hyd. Rocket, Baby Leaf",Arugula,04/08/2022,04/10/2022,"Spinach, hyd. פולה f1, Full-Size",Spinach,07/09/2022,23/09/2022,"Pac Choi (Bok Choy), Hyd. Neta, Full-Size",Pac Choi (Bok Choy),14/09/2022,22/12/2022,"Lettuce, Romaine, hyd. רומית, Full-Size",Lettuce,02/10/2022,12/12/2022,"Pac Choi (Bok Choy), Hyd. Neta, Full-Size",Pac Choi (Bok Choy),06/10/2022,10/01/2023,"Lettuce, Romaine, hyd. רומית אדומה purple heart, Full-Size",Lettuce,21/12/2022,10/03/2023,,,,,,,,,,,,,,,,,,,,
Hydro,Hyd. S,,SW,12,,"Celery, hyd. Giant Dorato, Full-Size",Celery,10/11/2021,07/02/2022,"Basil, hyd. Prospera, Full-Size",Basil,20/12/2021,28/07/2022,"Arugula, hyd. Rocket, Baby Leaf",Arugula,25/01/2022,04/06/2022,"Dill, hyd. Dukat, Full-Size",Dill,13/07/2022,01/10/2022,"Dill, hyd. Dukat, Leaf",Dill,02/08/2022,03/10/2022,"Lettuce, Romaine, hyd. רומית, Full-Size",Lettuce,02/10/2022,12/12/2022,"Cilantro, hyd. Santoriny, Leaf",Cilantro,13/10/2022,11/02/2023,"Dill, hyd. Emilya, Leaf",Dill,01/11/2022,09/01/2023,"Cilantro, hyd. סופר טורבו, Leaf",Cilantro,15/12/2022,20/02/2023,,,,,,,,,,,,,,,,,,,,
Hydro,Hyd. S,,SW,13,,"Spinach, hyd. פולה f1, Full-Size",Spinach,08/12/2021,10/05/2022,"Chard, hyd. מונופולי - ראש, Full-Size",Chard,04/01/2022,07/06/2022,"Parsley, hyd. Borjo, Full-Size",Parsley,13/07/2022,18/01/2023,"Cilantro, hyd. Santoriny, Leaf",Cilantro,28/07/2022,03/11/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydro,Hyd. S,,SW,14,,"Strawberry, Day-neutral, פלס",Strawberry,14/09/2021,01/06/2022,"Chard, hyd. מונופולי - ראש, Full-Size",Chard,10/02/2022,18/06/2022,"Chard, hyd. מונופולי - ראש, Full-Size",Chard,31/03/2022,16/07/2022,"Chard, hyd. מונופולי - ראש, Full-Size",Chard,15/06/2022,04/09/2022,"Strawberry, Day-neutral, רוקי - 435 מתן",Strawberry,08/09/2022,26/05/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydro,Hyd. S,,SW,15,,"Strawberry, Day-neutral, פלס",Strawberry,14/09/2021,01/06/2022,"Onions: Scallions, hyd. Aldorado, Full-Size",Onions: Scallions,06/10/2021,06/01/2022,"Strawberry, Day-neutral, נסיך",Strawberry,23/11/2022,22/04/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L6m,1,,"Lettuce: Salad Mix, קייל בייבי, Full-Size",Lettuce: Salad Mix,23/08/2022,06/09/2022,"Radishes, AZ-506 sisi, Full-Size",Radishes,06/09/2022,01/11/2022,"Radishes, French Breakfast, Full-Size",Radishes,30/11/2022,25/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L6m,2,,"Radishes, AZ-506 sisi, Full-Size",Radishes,27/07/2022,11/09/2022,"Radishes, AZ-506 sisi, Full-Size",Radishes,20/09/2022,09/11/2022,"Radishes, Colored Mix, Full-Size",Radishes,21/11/2022,11/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L6m,3,,"Basil, Prospera, Full-Size",Basil,10/05/2022,12/09/2022,"Radishes, French Breakfast, Full-Size",Radishes,07/11/2022,11/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L6m,4,,"Jerusalem Artichokes, Stampede",Jerusalem Artichokes,06/07/2022,26/08/2022,"Radishes, AZ-506 sisi, Full-Size",Radishes,09/08/2022,28/09/2022,"Radishes, Colored Mix, Full-Size",Radishes,19/10/2022,09/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L6m,5,,"Lovage, Lovage, Full-Size",Lovage,27/10/2021,30/05/2022,"Chard, Fordhook Giant, Full-Size",Chard,10/08/2022,19/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L6m,6,,"Lovage, Lovage, Full-Size",Lovage,27/10/2021,30/05/2022,"Chard, Fordhook Giant, Full-Size",Chard,10/08/2022,19/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L6m,7,,"Lovage, Lovage, Full-Size",Lovage,27/10/2021,30/05/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L6m,8,,"Radishes, Nero Tondo, Full-Size",Radishes,06/01/2022,01/05/2022,"Peppers, Hot, Thai Red Chili, Ripe",Peppers,05/04/2022,30/10/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L1,9,,"Tarragon, שיבה, Full-Size",Tarragon,17/07/2018,,"Sage, Common",Sage,17/07/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L1,10,,"Beets, Chioggia Guardsmark, Full-Size Root",Beets,08/09/2021,22/01/2022,"Eggplant, Asian, Ping Tung Long",Eggplant,06/04/2022,22/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L1,11,,"Eggplant, Asian, Ping Tung Long",Eggplant,06/04/2022,22/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L1,12,,"Eggplant, European, Meatball",Eggplant,06/04/2022,01/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L1,13,,"Radishes, French Breakfast, Full-Size",Radishes,10/11/2021,12/01/2022,"Radishes, Generic Variety, Full-Size",Radishes,21/02/2022,07/05/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,24/05/2022,15/08/2022,"Radishes, Nero Tondo, Full-Size",Radishes,06/09/2022,03/01/2023,"Radishes, Daikon Long, Full-Size",Radishes,06/09/2022,01/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L1,14,,"Chard, מונופולי - ראש (שדה), Full-Size",Chard,07/10/2021,12/04/2022,"Ginger, Generic Variety",Ginger,20/04/2022,15/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L1,15,,"Chard, מונופולי - ראש (שדה), Full-Size",Chard,07/10/2021,12/04/2022,"Turmeric, Elad",Turmeric,20/04/2022,03/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L1,16,,"Chard, מונופולי - ראש (שדה), Full-Size",Chard,09/09/2021,04/01/2022,"Turmeric, Elad",Turmeric,20/04/2022,03/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L1,17,,"Peas, Snow, Norli, Full-Size",Peas,08/09/2021,02/04/2022,"Beets, Chioggia Guardsmark, Full-Size Root",Beets,27/01/2022,23/06/2022,"Radishes, French Breakfast, Full-Size",Radishes,21/03/2022,26/05/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,29/06/2022,28/08/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,04/10/2022,27/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L1,18,,"Peas, Snow, Norli, Full-Size",Peas,08/09/2021,02/04/2022,"Beets, Chioggia Guardsmark, Full-Size Root",Beets,27/01/2022,23/06/2022,"Lettuce: Salad Mix, קייל בייבי, Full-Size",Lettuce: Salad Mix,29/06/2022,28/08/2022,"Arugula, Arugula, Baby Leaf",Arugula,29/06/2022,24/08/2022,"Arugula, Arugula, Baby Leaf",Arugula,04/10/2022,16/12/2022,"Lettuce: Salad Mix, חרדל Red Giant, Full-Size",Lettuce: Salad Mix,04/10/2022,25/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L1,19,,"Peas, Snow, Norli, Full-Size",Peas,08/09/2021,02/04/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,21/04/2022,25/06/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,11/07/2022,31/08/2022,"Radishes, AZ-506 sisi, Full-Size",Radishes,04/10/2022,28/11/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L1,20,,"Peas, Snow, Norli, Full-Size",Peas,08/09/2021,02/04/2022,"Arugula, Arugula, Baby Leaf",Arugula,21/04/2022,30/06/2022,"Lettuce: Salad Mix, חרדל Red Giant, Full-Size",Lettuce: Salad Mix,11/07/2022,15/09/2022,"Arugula, Arugula, Baby Leaf",Arugula,11/07/2022,05/09/2022,"Radishes, Nero Tondo, Full-Size",Radishes,04/10/2022,03/01/2023,"Radishes, Daikon Long, Full-Size",Radishes,04/10/2022,03/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,21,,"Carrots, Nantes Half Long, Full-Size",Carrots,28/12/2021,14/08/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,23/08/2022,07/11/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,30/11/2022,21/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,22,,"Carrots, Nantes Half Long, Full-Size",Carrots,28/12/2021,14/08/2022,"Arugula, Arugula, Baby Leaf",Arugula,23/08/2022,08/11/2022,"Lettuce: Salad Mix, חרדל Red Giant, Full-Size",Lettuce: Salad Mix,23/08/2022,09/11/2022,"Arugula, Arugula, Baby Leaf",Arugula,30/11/2022,08/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,23,,"Carrots, Nantes Half Long, Full-Size",Carrots,28/12/2021,14/08/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,06/09/2022,28/11/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,14/12/2022,07/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,24,,"Carrots, Nantes Half Long, Full-Size",Carrots,28/12/2021,14/08/2022,"Arugula, Arugula, Baby Leaf",Arugula,06/09/2022,28/11/2022,"Lettuce: Salad Mix, קייל בייבי, Full-Size",Lettuce: Salad Mix,06/09/2022,28/11/2022,"Arugula, Arugula, Baby Leaf",Arugula,14/12/2022,27/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,25,,"Beets, Ventu - כדורי F1 נטע, Full-Size Root",Beets,08/09/2021,28/01/2022,"Beets, Chioggia Guardsmark, Full-Size Root",Beets,16/12/2021,05/06/2022,"Radishes, AZ-506 sisi, Full-Size",Radishes,23/06/2022,02/08/2022,"Beets, MIX עלי ביבי, Baby Leaf Greens",Beets,09/08/2022,28/11/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,28/12/2022,16/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,26,,"Beets, Ventu - כדורי F1 נטע, Full-Size Root",Beets,08/09/2021,28/01/2022,"Beets, Chioggia Guardsmark, Full-Size Root",Beets,16/12/2021,05/06/2022,"Beets, MIX עלי ביבי, Baby Leaf Greens",Beets,20/06/2022,29/08/2022,"Beets, MIX עלי ביבי, Baby Leaf Greens",Beets,20/09/2022,19/12/2022,"Arugula, Arugula, Baby Leaf",Arugula,28/12/2022,24/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,27,,"Peas, Snow, Norli, Full-Size",Peas,27/10/2021,08/03/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,06/04/2022,15/06/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,20/06/2022,23/08/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,20/09/2022,10/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,28,,"Peas, Snow, Norli, Full-Size",Peas,27/10/2021,08/03/2022,"Arugula, Arugula, Baby Leaf",Arugula,06/04/2022,18/06/2022,"Lettuce: Salad Mix, מיזונה מיקס, Full-Size",Lettuce: Salad Mix,20/06/2022,25/08/2022,"Arugula, Arugula, Baby Leaf",Arugula,20/06/2022,25/08/2022,"Arugula, Arugula, Baby Leaf",Arugula,20/09/2022,04/12/2022,"Lettuce: Salad Mix, מיזונה מיקס, Full-Size",Lettuce: Salad Mix,20/09/2022,09/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,29,,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,23/04/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,27/04/2022,28/06/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,27/07/2022,03/10/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,19/10/2022,23/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,30,,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,23/04/2022,"Arugula, Arugula, Baby Leaf",Arugula,27/04/2022,09/07/2022,"Arugula, Arugula, Baby Leaf",Arugula,27/07/2022,03/10/2022,"Lettuce: Salad Mix, קייל בייבי, Full-Size",Lettuce: Salad Mix,19/10/2022,23/01/2023,"Arugula, Arugula, Baby Leaf",Arugula,19/10/2022,22/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,31,,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,23/04/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,11/05/2022,07/07/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,09/08/2022,10/10/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,07/11/2022,11/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L2,32,,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,23/04/2022,"Arugula, Arugula, Baby Leaf",Arugula,11/05/2022,16/07/2022,"Lettuce: Salad Mix, מיזונה מיקס, Full-Size",Lettuce: Salad Mix,09/08/2022,08/10/2022,"Arugula, Arugula, Baby Leaf",Arugula,09/08/2022,14/10/2022,"Arugula, Arugula, Baby Leaf",Arugula,07/11/2022,10/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L3,33,,"Garlic, Hardneck, שום ירוק, Scapes",Garlic,10/11/2021,26/04/2022,"Parsley, בורג'ו - נטע, Full-Size",Parsley,09/05/2022,06/09/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,21/11/2022,12/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L3,34,,"Garlic, Hardneck, שום ירוק, Scapes",Garlic,10/11/2021,26/04/2022,"Parsley, בורג'ו - נטע, Full-Size",Parsley,09/05/2022,06/09/2022,"Lettuce: Salad Mix, טאטסוי בייבי, Full-Size",Lettuce: Salad Mix,21/11/2022,14/02/2023,"Lettuce: Salad Mix, קייל בייבי, Full-Size",Lettuce: Salad Mix,21/11/2022,10/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.1,,L3,35,,"Garlic, Hardneck, שום ירוק, Scapes",Garlic,10/11/2021,26/04/2022,"Parsley, בורג'ו - נטע, Full-Size",Parsley,09/05/2022,06/09/2022,"Turnips, lodigiana לבן שטוח, Full-Size",Turnips,20/09/2022,07/12/2022,"Lettuce: Salad Mix, מיזונה מיקס, Full-Size",Lettuce: Salad Mix,14/12/2022,07/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,1,,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,18/04/2022,"Jerusalem Artichokes, Stampede",Jerusalem Artichokes,20/04/2022,16/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,2,,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,18/04/2022,"Jerusalem Artichokes, Stampede",Jerusalem Artichokes,20/04/2022,16/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,3,,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,18/04/2022,"Radishes, French Breakfast, Full-Size",Radishes,21/04/2022,01/07/2022,"Jerusalem Artichokes, Stampede",Jerusalem Artichokes,06/07/2022,03/11/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,4,,"Chives, Common, Full-Size",Chives,30/11/2020,03/01/2022,"Chives, Garlic, Garlic Geisha, Full-Size",Chives,20/08/2021,13/12/2022,"Radishes, Generic Variety, Full-Size",Radishes,20/12/2022,02/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,5,,"Chard, מונופולי - ראש (שדה), Full-Size",Chard,08/09/2021,06/02/2022,"Peppers, Sweet, וולטה - מוארך, Ripe",Peppers,06/04/2022,12/10/2022,"Turnips, lodigiana לבן שטוח, Full-Size",Turnips,28/12/2022,04/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,6,,"Chard, מונופולי - ראש (שדה), Full-Size",Chard,08/09/2021,06/02/2022,"Peppers, Sweet, וולטה - מוארך, Ripe",Peppers,06/04/2022,12/10/2022,"Radishes, Nero Tondo, Full-Size",Radishes,30/11/2022,28/02/2023,"Radishes, Daikon Long, Full-Size",Radishes,30/11/2022,28/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,7,,"Celery, ספרטקוס, Full-Size",Celery,10/11/2021,22/05/2022,"Radishes, Daikon Long, Full-Size",Radishes,20/09/2022,10/12/2022,"Radishes, Generic Variety, Full-Size",Radishes,28/12/2022,10/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C6m,8,,"Radishes, French Breakfast, Full-Size",Radishes,28/12/2021,23/03/2022,"Lettuce: Salad Mix, חרדל Red Giant, Full-Size",Lettuce: Salad Mix,27/04/2022,02/07/2022,"Radishes, Nero Tondo, Full-Size",Radishes,20/09/2022,19/12/2022,"Garlic, Hardneck, שום ירוק, Scapes",Garlic,20/12/2022,10/04/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,9,,"Garlic, Hardneck, שום ירוק, Scapes",Garlic,06/10/2021,20/04/2022,"Tomatoes, Cherry, Lobelo - חישתיל מורכב, Ripe",Tomatoes,20/04/2022,24/11/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,10,,"Garlic, Hardneck, שום ירוק, Scapes",Garlic,06/10/2021,20/04/2022,"Tomatoes, Cherry, Lobelo - חישתיל מורכב, Ripe",Tomatoes,20/04/2022,24/11/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,11,,"Cilantro, Santirini - נטע, Coriander",Cilantro,07/12/2021,13/05/2022,"Peppers, Sweet, Sweet Bite, Early",Peppers,01/06/2022,10/11/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,12,,"Cilantro, Santirini - נטע, Leaf",Cilantro,24/11/2021,29/04/2022,"Peppers, Sweet, Sweet Bite, Early",Peppers,01/06/2022,10/11/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,13,,"Lettuce: Salad Mix, נטע מיקס - Luna Nera+Cavalo, Full-Size",Lettuce: Salad Mix,10/11/2021,15/03/2022,"Tomatoes, Cherry, Lobelo - חישתיל מורכב, Ripe",Tomatoes,31/03/2022,24/11/2022,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,08/11/2022,30/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,14,,"Tomatoes, Cherry, Lobelo - חישתיל מורכב, Ripe",Tomatoes,31/03/2022,24/11/2022,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,08/11/2022,30/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,15,,"Tomatoes, Cherry, Lobelo - חישתיל מורכב, Ripe",Tomatoes,31/03/2022,24/11/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C1,16,,"Tomatoes, Cherry, Lobelo - חישתיל מורכב, Ripe",Tomatoes,31/03/2022,24/11/2022,"Cilantro, Santirini - נטע, Leaf",Cilantro,20/12/2022,11/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,17,,"Peppers, Hot, Thai Red Chili, Ripe",Peppers,29/04/2021,24/11/2022,"Cabbage, פרוקטור, Full-Size",Cabbage,13/10/2022,21/03/2023,"Leeks, Alto",Leeks,28/12/2022,21/09/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,18,,"Peppers, Hot, אלטר - לפיד, Ripe",Peppers,25/03/2021,24/11/2022,"Cabbage, פרוקטור, Full-Size",Cabbage,13/10/2022,21/03/2023,"Leeks, Alto",Leeks,28/12/2022,21/09/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,19,,"Eggplant, European, Meatball",Eggplant,24/02/2021,24/11/2022,"Fennel, Orion, Full-Size",Fennel,07/09/2022,09/05/2023,"Leeks, Alto",Leeks,28/12/2022,21/09/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,20,,"Eggplant, European, Meatball",Eggplant,24/02/2021,24/11/2022,"Fennel, Orion, Full-Size",Fennel,13/10/2022,09/05/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,21,,"Leeks, Alto",Leeks,21/07/2021,17/01/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,18/01/2022,28/02/2022,"Tomatoes, Paste, Cuore Di Bue, Ripe",Tomatoes,27/01/2022,01/10/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,21/02/2022,01/05/2022,"Parsley, בורג'ו - נטע, Full-Size",Parsley,19/10/2022,23/05/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
